t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_5510,0.006,0.006,0.006,0.297,0.152,0.297,0.0031
t_5511,0.021,0.021,0.021,0.376,0.199,0.376,0.0126
t_5512,0.020,0.020,0.020,0.385,0.203,0.385,0.0161
t_5513,0.033,0.033,0.033,0.307,0.170,0.307,0.0209
t_5514,0.036,0.036,0.036,0.243,0.140,0.243,0.0126
t_5515,0.042,0.042,0.042,0.257,0.150,0.257,0.0091
t_5516,0.053,0.053,0.053,0.245,0.149,0.245,0.0081
t_5517,0.056,0.056,0.056,0.210,0.133,0.210,0.0103
t_5518,0.037,0.037,0.037,0.206,0.122,0.206,0.0067
t_5519,0.022,0.022,0.022,0.207,0.115,0.207,0.0045
t_5520,0.023,0.023,0.023,0.182,0.103,0.182,0.0027
t_5521,0.033,0.033,0.033,0.163,0.098,0.163,0.0016
t_5522,0.028,0.028,0.028,0.146,0.087,0.146,0.0014
t_5523,0.016,0.016,0.016,0.127,0.072,0.127,0.002
t_5524,0.014,0.014,0.014,0.106,0.060,0.106,0.0051
t_5525,0.005,0.005,0.005,0.082,0.044,0.082,0.0129
t_5526,0.002,0.002,0.002,0.030,0.016,0.030,0.0206
t_5527,0.000,0.000,0.000,0.006,0.003,0.006,0.0281
t_5528,0.000,0.000,0.000,0.033,0.017,0.033,0.0252
t_5529,0.000,0.000,0.000,0.113,0.057,0.113,0.0199
t_5530,0.000,0.000,0.000,0.166,0.083,0.166,0.0167
t_5531,0.000,0.000,0.000,0.205,0.103,0.205,0.013
t_5532,0.001,0.001,0.001,0.241,0.121,0.241,0.0461
t_5533,0.012,0.012,0.012,0.264,0.138,0.264,0.0841
t_5534,0.027,0.027,0.027,0.273,0.150,0.273,0.0831
t_5535,0.045,0.045,0.045,0.271,0.158,0.271,0.0657
t_5536,0.016,0.016,0.016,0.252,0.134,0.252,0.058
t_5537,0.014,0.014,0.014,0.202,0.108,0.202,0.0555
t_5538,0.008,0.008,0.008,0.140,0.074,0.140,0.0473
t_5539,0.001,0.001,0.001,0.131,0.066,0.131,0.0401
t_5540,0.001,0.001,0.001,0.099,0.050,0.099,0.0302
t_5541,0.002,0.002,0.002,0.057,0.030,0.057,0.0188
t_5542,0.002,0.002,0.002,0.027,0.015,0.027,0.0149
t_5543,0.001,0.001,0.001,0.014,0.008,0.014,0.0122
t_5544,0.001,0.001,0.001,0.009,0.005,0.009,0.0097
t_5545,0.001,0.001,0.001,0.006,0.004,0.006,0.0111
t_5546,0.000,0.000,0.000,0.004,0.002,0.004,0.0148
t_5547,0.000,0.000,0.000,0.001,0.001,0.001,0.0256
t_5548,0.000,0.000,0.000,0.001,0.001,0.001,0.0568
t_5549,0.000,0.000,0.000,0.001,0.001,0.001,0.0881
t_5550,0.000,0.000,0.000,0.000,0.000,0.000,0.0849
t_5551,0.000,0.000,0.000,0.000,0.000,0.000,0.0916
t_5552,0.000,0.000,0.000,0.001,0.001,0.001,0.1132
t_5553,0.002,0.002,0.002,0.002,0.002,0.002,0.1278
t_5554,0.001,0.001,0.001,0.002,0.002,0.002,0.1189
t_5555,0.001,0.001,0.001,0.003,0.002,0.003,0.0923
t_5556,0.000,0.000,0.000,0.003,0.002,0.003,0.0407
t_5557,0.000,0.000,0.000,0.002,0.001,0.002,0.0267
t_5558,0.001,0.001,0.001,0.000,0.001,0.000,0.0244
t_5559,0.001,0.001,0.001,0.000,0.001,0.000,0.0216
t_5560,0.003,0.003,0.003,0.000,0.002,0.000,0.0228
t_5561,0.006,0.006,0.006,0.000,0.003,0.000,0.0171
t_5562,0.005,0.005,0.005,0.000,0.003,0.000,0.0118
t_5563,0.006,0.006,0.006,0.000,0.003,0.000,0.0097
t_5564,0.006,0.006,0.006,0.000,0.003,0.000,0.0082
t_5565,0.006,0.006,0.006,0.000,0.003,0.000,0.0115
t_5566,0.006,0.006,0.006,0.000,0.003,0.000,0.0209
t_5567,0.006,0.006,0.006,0.000,0.003,0.000,0.0304
t_5568,0.007,0.007,0.007,0.000,0.004,0.000,0.0422
t_5569,0.007,0.007,0.007,0.000,0.004,0.000,0.0507
t_5570,0.008,0.008,0.008,0.000,0.004,0.000,0.0482
t_5571,0.009,0.009,0.009,0.000,0.005,0.000,0.0529
t_5572,0.011,0.011,0.011,0.000,0.006,0.000,0.0609
t_5573,0.016,0.016,0.016,0.000,0.008,0.000,0.0649
t_5574,0.020,0.020,0.020,0.000,0.010,0.000,0.0533
t_5575,0.016,0.016,0.016,0.000,0.008,0.000,0.0273
t_5576,0.085,0.085,0.085,0.000,0.043,0.000,0.0173
t_5577,0.155,0.155,0.155,0.000,0.078,0.000,0.017
t_5578,0.188,0.188,0.188,0.001,0.095,0.001,0.0149
t_5579,0.221,0.221,0.221,0.003,0.112,0.003,0.0172
t_5580,0.288,0.288,0.288,0.006,0.147,0.006,0.0186
t_5581,0.367,0.367,0.367,0.012,0.190,0.012,0.042
t_5582,0.445,0.445,0.445,0.020,0.233,0.020,0.0436
t_5583,0.517,0.517,0.517,0.027,0.272,0.027,0.0411
t_5584,0.587,0.587,0.587,0.024,0.306,0.024,0.0241
t_5585,0.608,0.608,0.608,0.011,0.310,0.011,0.0118
t_5586,0.470,0.470,0.470,0.005,0.238,0.005,0.0032
t_5587,0.363,0.363,0.363,0.004,0.184,0.004,0.0002
t_5588,0.333,0.333,0.333,0.004,0.169,0.004,0.0001
t_5589,0.272,0.272,0.272,0.003,0.138,0.003,0
t_5590,0.208,0.208,0.208,0.003,0.106,0.003,0
t_5591,0.149,0.149,0.149,0.002,0.076,0.002,0
t_5592,0.089,0.089,0.089,0.001,0.045,0.001,0.0024
t_5593,0.064,0.064,0.064,0.001,0.033,0.001,0.0064
t_5594,0.054,0.054,0.054,0.003,0.029,0.003,0.0085
t_5595,0.061,0.061,0.061,0.005,0.033,0.005,0.0107
t_5596,0.037,0.037,0.037,0.008,0.023,0.008,0.0083
t_5597,0.023,0.023,0.023,0.009,0.016,0.009,0.0071
t_5598,0.015,0.015,0.015,0.006,0.011,0.006,0.0092
t_5599,0.003,0.003,0.003,0.002,0.003,0.002,0.0044
t_5600,0.003,0.003,0.003,0.011,0.007,0.011,0.0035
t_5601,0.000,0.000,0.000,0.030,0.015,0.030,0.0079
t_5602,0.000,0.000,0.000,0.042,0.021,0.042,0.0035
t_5603,0.000,0.000,0.000,0.056,0.028,0.056,0.0059
t_5604,0.000,0.000,0.000,0.091,0.046,0.091,0.0261
t_5605,0.000,0.000,0.000,0.135,0.068,0.135,0.0591
t_5606,0.000,0.000,0.000,0.177,0.089,0.177,0.0581
t_5607,0.000,0.000,0.000,0.209,0.105,0.209,0.0462
t_5608,0.000,0.000,0.000,0.208,0.104,0.208,0.0352
t_5609,0.000,0.000,0.000,0.149,0.075,0.149,0.0287
t_5610,0.000,0.000,0.000,0.113,0.057,0.113,0.0183
t_5611,0.000,0.000,0.000,0.119,0.060,0.119,0.0096
t_5612,0.000,0.000,0.000,0.113,0.057,0.113,0.0062
t_5613,0.000,0.000,0.000,0.091,0.046,0.091,0.006
t_5614,0.000,0.000,0.000,0.082,0.041,0.082,0.0044
t_5615,0.001,0.001,0.001,0.045,0.023,0.045,0.0045
t_5616,0.003,0.003,0.003,0.037,0.020,0.037,0.0042
t_5617,0.017,0.017,0.017,0.028,0.023,0.028,0.0029
t_5618,0.060,0.060,0.060,0.049,0.055,0.049,0.0026
t_5619,0.115,0.115,0.115,0.071,0.093,0.071,0.0032
t_5620,0.162,0.162,0.162,0.098,0.130,0.098,0.0037
t_5621,0.186,0.186,0.186,0.121,0.154,0.121,0.0058
t_5622,0.177,0.177,0.177,0.123,0.150,0.123,0.0094
t_5623,0.095,0.095,0.095,0.118,0.107,0.118,0.0065
t_5624,0.061,0.061,0.061,0.131,0.096,0.131,0.0061
t_5625,0.034,0.034,0.034,0.141,0.088,0.141,0.0138
t_5626,0.022,0.022,0.022,0.107,0.065,0.107,0.022
t_5627,0.021,0.021,0.021,0.075,0.048,0.075,0.0276
t_5628,0.023,0.023,0.023,0.049,0.036,0.049,0.0562
t_5629,0.027,0.027,0.027,0.030,0.029,0.030,0.0807
t_5630,0.042,0.042,0.042,0.019,0.031,0.019,0.0861
t_5631,0.059,0.059,0.059,0.011,0.035,0.011,0.0778
t_5632,0.064,0.064,0.064,0.007,0.036,0.007,0.0674
t_5633,0.056,0.056,0.056,0.003,0.030,0.003,0.0533
t_5634,0.026,0.026,0.026,0.002,0.014,0.002,0.0403
t_5635,0.015,0.015,0.015,0.001,0.008,0.001,0.0298
t_5636,0.035,0.035,0.035,0.000,0.018,0.000,0.0211
t_5637,0.108,0.108,0.108,0.005,0.057,0.005,0.0214
t_5638,0.163,0.163,0.163,0.028,0.096,0.028,0.0193
t_5639,0.200,0.200,0.200,0.059,0.130,0.059,0.0145
t_5640,0.214,0.214,0.214,0.087,0.151,0.087,0.0103
t_5641,0.178,0.178,0.178,0.091,0.135,0.091,0.0046
t_5642,0.152,0.152,0.152,0.095,0.124,0.095,0.0022
t_5643,0.125,0.125,0.125,0.091,0.108,0.091,0.0008
t_5644,0.051,0.051,0.051,0.080,0.066,0.080,0.0004
t_5645,0.035,0.035,0.035,0.066,0.051,0.066,0.0003
t_5646,0.020,0.020,0.020,0.036,0.028,0.036,0.0002
t_5647,0.006,0.006,0.006,0.016,0.011,0.016,0
t_5648,0.004,0.004,0.004,0.022,0.013,0.022,0.0001
t_5649,0.007,0.007,0.007,0.033,0.020,0.033,0.0034
t_5650,0.003,0.003,0.003,0.038,0.021,0.038,0.0021
t_5651,0.003,0.003,0.003,0.045,0.024,0.045,0.0025
t_5652,0.004,0.004,0.004,0.058,0.031,0.058,0.0117
t_5653,0.005,0.005,0.005,0.075,0.040,0.075,0.0162
t_5654,0.009,0.009,0.009,0.087,0.048,0.087,0.0219
t_5655,0.009,0.009,0.009,0.094,0.052,0.094,0.0299
t_5656,0.007,0.007,0.007,0.087,0.047,0.087,0.03
t_5657,0.012,0.012,0.012,0.053,0.033,0.053,0.02
t_5658,0.004,0.004,0.004,0.019,0.012,0.019,0.016
t_5659,0.001,0.001,0.001,0.010,0.006,0.010,0.0158
t_5660,0.001,0.001,0.001,0.006,0.004,0.006,0.0223
t_5661,0.000,0.000,0.000,0.003,0.002,0.003,0.0377
t_5662,0.000,0.000,0.000,0.002,0.001,0.002,0.05
t_5663,0.002,0.002,0.002,0.002,0.002,0.002,0.061
t_5664,0.002,0.002,0.002,0.003,0.003,0.003,0.071
t_5665,0.001,0.001,0.001,0.004,0.003,0.004,0.08
t_5666,0.001,0.001,0.001,0.005,0.003,0.005,0.0887
t_5667,0.002,0.002,0.002,0.005,0.004,0.005,0.0975
t_5668,0.002,0.002,0.002,0.003,0.003,0.003,0.1028
t_5669,0.002,0.002,0.002,0.002,0.002,0.002,0.12
t_5670,0.000,0.000,0.000,0.000,0.000,0.000,0.1293
t_5671,0.000,0.000,0.000,0.001,0.001,0.001,0.2048
t_5672,0.001,0.001,0.001,0.003,0.002,0.003,0.2749
t_5673,0.003,0.003,0.003,0.007,0.005,0.007,0.3007
t_5674,0.011,0.011,0.011,0.019,0.015,0.019,0.3136
t_5675,0.022,0.022,0.022,0.040,0.031,0.040,0.3043
t_5676,0.043,0.043,0.043,0.069,0.056,0.069,0.2896
t_5677,0.074,0.074,0.074,0.101,0.088,0.101,0.2886
t_5678,0.218,0.218,0.218,0.127,0.173,0.127,0.3224
t_5679,0.287,0.287,0.287,0.150,0.219,0.150,0.3736
t_5680,0.175,0.175,0.175,0.179,0.177,0.179,0.4165
t_5681,0.171,0.171,0.171,0.159,0.165,0.159,0.4604
t_5682,0.114,0.114,0.114,0.125,0.120,0.125,0.3476
t_5683,0.081,0.081,0.081,0.185,0.133,0.185,0.333
t_5684,0.106,0.106,0.106,0.260,0.183,0.260,0.3049
t_5685,0.109,0.109,0.109,0.316,0.213,0.316,0.2891
t_5686,0.113,0.113,0.113,0.358,0.236,0.358,0.3117
t_5687,0.129,0.129,0.129,0.386,0.258,0.386,0.3304
t_5688,0.148,0.148,0.148,0.383,0.266,0.383,0.3412
t_5689,0.189,0.189,0.189,0.394,0.292,0.394,0.3146
t_5690,0.208,0.208,0.208,0.422,0.315,0.422,0.2906
t_5691,0.221,0.221,0.221,0.429,0.325,0.429,0.2722
t_5692,0.214,0.214,0.214,0.415,0.315,0.415,0.222
t_5693,0.239,0.239,0.239,0.383,0.311,0.383,0.197
t_5694,0.217,0.217,0.217,0.370,0.294,0.370,0.1654
t_5695,0.241,0.241,0.241,0.361,0.301,0.361,0.186
t_5696,0.252,0.252,0.252,0.452,0.352,0.452,0.2609
t_5697,0.212,0.212,0.212,0.531,0.372,0.531,0.3126
t_5698,0.184,0.184,0.184,0.569,0.377,0.569,0.333
t_5699,0.188,0.188,0.188,0.545,0.367,0.545,0.334
t_5700,0.180,0.180,0.180,0.532,0.356,0.532,0.3421
t_5701,0.191,0.191,0.191,0.533,0.362,0.533,0.3735
t_5702,0.210,0.210,0.210,0.525,0.368,0.525,0.4195
t_5703,0.192,0.192,0.192,0.494,0.343,0.494,0.4873
t_5704,0.303,0.303,0.303,0.447,0.375,0.447,0.5368
t_5705,0.236,0.236,0.236,0.364,0.300,0.364,0.5363
t_5706,0.135,0.135,0.135,0.264,0.200,0.264,0.4604
t_5707,0.048,0.048,0.048,0.246,0.147,0.246,0.4467
t_5708,0.015,0.015,0.015,0.223,0.119,0.223,0.4486
t_5709,0.004,0.004,0.004,0.191,0.098,0.191,0.4545
t_5710,0.002,0.002,0.002,0.173,0.088,0.173,0.4206
t_5711,0.001,0.001,0.001,0.162,0.082,0.162,0.4042
t_5712,0.001,0.001,0.001,0.156,0.079,0.156,0.3644
t_5713,0.001,0.001,0.001,0.147,0.074,0.147,0.3272
t_5714,0.001,0.001,0.001,0.158,0.080,0.158,0.3308
t_5715,0.002,0.002,0.002,0.164,0.083,0.164,0.3091
t_5716,0.002,0.002,0.002,0.172,0.087,0.172,0.2878
t_5717,0.004,0.004,0.004,0.178,0.091,0.178,0.283
t_5718,0.006,0.006,0.006,0.177,0.092,0.177,0.2811
t_5719,0.015,0.015,0.015,0.196,0.106,0.196,0.3044
t_5720,0.033,0.033,0.033,0.337,0.185,0.337,0.3599
t_5721,0.042,0.042,0.042,0.465,0.254,0.465,0.255
t_5722,0.044,0.044,0.044,0.554,0.299,0.554,0.1521
t_5723,0.078,0.078,0.078,0.563,0.321,0.563,0.1122
t_5724,0.128,0.128,0.128,0.540,0.334,0.540,0.1102
t_5725,0.160,0.160,0.160,0.519,0.340,0.519,0.0752
t_5726,0.196,0.196,0.196,0.489,0.343,0.489,0.0981
t_5727,0.246,0.246,0.246,0.468,0.357,0.468,0.1127
t_5728,0.306,0.306,0.306,0.377,0.342,0.377,0.1224
t_5729,0.381,0.381,0.381,0.227,0.304,0.227,0.0917
t_5730,0.337,0.337,0.337,0.165,0.251,0.165,0.0379
t_5731,0.322,0.322,0.322,0.164,0.243,0.164,0.0096
t_5732,0.415,0.415,0.415,0.177,0.296,0.177,0.0037
t_5733,0.422,0.422,0.422,0.218,0.320,0.218,0.007
t_5734,0.483,0.483,0.483,0.271,0.377,0.271,0.0102
t_5735,0.505,0.505,0.505,0.342,0.424,0.342,0.012
t_5736,0.576,0.576,0.576,0.414,0.495,0.414,0.0124
t_5737,0.787,0.787,0.787,0.466,0.627,0.466,0.0249
t_5738,0.741,0.741,0.741,0.530,0.636,0.530,0.0213
t_5739,0.646,0.646,0.646,0.554,0.600,0.554,0.0578
t_5740,0.351,0.351,0.351,0.507,0.429,0.507,0.3203
t_5741,0.186,0.186,0.186,0.455,0.321,0.455,0.6716
t_5742,0.114,0.114,0.114,0.436,0.275,0.436,0.7605
t_5743,0.182,0.182,0.182,0.434,0.308,0.434,0.7778
t_5744,0.329,0.329,0.329,0.418,0.374,0.418,0.8707
t_5745,0.443,0.443,0.443,0.405,0.424,0.405,0.9051
t_5746,0.540,0.540,0.540,0.379,0.460,0.379,0.9017
t_5747,0.589,0.589,0.589,0.345,0.467,0.345,0.903
t_5748,0.519,0.519,0.519,0.343,0.431,0.343,0.9059
t_5749,0.631,0.631,0.631,0.367,0.499,0.367,0.9146
t_5750,0.712,0.712,0.712,0.380,0.546,0.380,0.9122
t_5751,0.730,0.730,0.730,0.351,0.541,0.351,0.8978
t_5752,0.724,0.724,0.724,0.341,0.533,0.341,0.8928
t_5753,0.642,0.642,0.642,0.322,0.482,0.322,0.8787
t_5754,0.555,0.555,0.555,0.306,0.431,0.306,0.8263
t_5755,0.509,0.509,0.509,0.329,0.419,0.329,0.7847
t_5756,0.456,0.456,0.456,0.343,0.400,0.343,0.7839
t_5757,0.358,0.358,0.358,0.391,0.375,0.391,0.7878
t_5758,0.304,0.304,0.304,0.437,0.371,0.437,0.7637
t_5759,0.262,0.262,0.262,0.441,0.352,0.441,0.7764
t_5760,0.241,0.241,0.241,0.439,0.340,0.439,0.8002
t_5761,0.219,0.219,0.219,0.445,0.332,0.445,0.8136
t_5762,0.239,0.239,0.239,0.464,0.352,0.464,0.825
t_5763,0.258,0.258,0.258,0.515,0.387,0.515,0.8555
t_5764,0.226,0.226,0.226,0.564,0.395,0.564,0.8643
t_5765,0.179,0.179,0.179,0.603,0.391,0.603,0.8706
t_5766,0.149,0.149,0.149,0.628,0.389,0.628,0.8656
t_5767,0.167,0.167,0.167,0.624,0.396,0.624,0.8247
t_5768,0.228,0.228,0.228,0.607,0.418,0.607,0.8134
t_5769,0.265,0.265,0.265,0.572,0.419,0.572,0.8167
t_5770,0.369,0.369,0.369,0.579,0.474,0.579,0.8337
t_5771,0.516,0.516,0.516,0.624,0.570,0.624,0.8356
t_5772,0.579,0.579,0.579,0.684,0.632,0.684,0.8418
t_5773,0.554,0.554,0.554,0.707,0.631,0.707,0.8615
t_5774,0.476,0.476,0.476,0.700,0.588,0.700,0.8683
t_5775,0.375,0.375,0.375,0.653,0.514,0.653,0.8628
t_5776,0.304,0.304,0.304,0.612,0.458,0.612,0.8146
t_5777,0.207,0.207,0.207,0.598,0.403,0.598,0.7257
t_5778,0.096,0.096,0.096,0.573,0.335,0.573,0.5859
t_5779,0.080,0.080,0.080,0.506,0.293,0.506,0.4912
t_5780,0.081,0.081,0.081,0.447,0.264,0.447,0.4309
t_5781,0.071,0.071,0.071,0.395,0.233,0.395,0.4114
t_5782,0.050,0.050,0.050,0.365,0.208,0.365,0.4149
t_5783,0.035,0.035,0.035,0.326,0.181,0.326,0.4347
t_5784,0.044,0.044,0.044,0.284,0.164,0.284,0.4141
t_5785,0.027,0.027,0.027,0.236,0.132,0.236,0.3486
t_5786,0.013,0.013,0.013,0.194,0.104,0.194,0.3339
t_5787,0.007,0.007,0.007,0.151,0.079,0.151,0.3124
t_5788,0.006,0.006,0.006,0.103,0.055,0.103,0.2946
t_5789,0.005,0.005,0.005,0.059,0.032,0.059,0.2765
t_5790,0.003,0.003,0.003,0.035,0.019,0.035,0.2523
t_5791,0.014,0.014,0.014,0.029,0.022,0.029,0.3092
t_5792,0.038,0.038,0.038,0.034,0.036,0.034,0.4827
t_5793,0.064,0.064,0.064,0.034,0.049,0.034,0.5515
t_5794,0.075,0.075,0.075,0.042,0.059,0.042,0.5444
t_5795,0.067,0.067,0.067,0.044,0.056,0.044,0.5253
t_5796,0.058,0.058,0.058,0.038,0.048,0.038,0.5293
t_5797,0.085,0.085,0.085,0.026,0.056,0.026,0.5753
t_5798,0.128,0.128,0.128,0.020,0.074,0.020,0.6399
t_5799,0.164,0.164,0.164,0.019,0.092,0.019,0.6565
t_5800,0.189,0.189,0.189,0.016,0.103,0.016,0.6442
t_5801,0.118,0.118,0.118,0.015,0.067,0.015,0.5919
t_5802,0.069,0.069,0.069,0.031,0.050,0.031,0.4833
t_5803,0.013,0.013,0.013,0.067,0.040,0.067,0.4528
t_5804,0.008,0.008,0.008,0.083,0.046,0.083,0.4371
t_5805,0.008,0.008,0.008,0.088,0.048,0.088,0.3577
t_5806,0.004,0.004,0.004,0.079,0.042,0.079,0.2786
t_5807,0.001,0.001,0.001,0.075,0.038,0.075,0.2327
t_5808,0.000,0.000,0.000,0.079,0.040,0.079,0.2036
t_5809,0.001,0.001,0.001,0.083,0.042,0.083,0.2034
t_5810,0.000,0.000,0.000,0.076,0.038,0.076,0.2083
t_5811,0.000,0.000,0.000,0.065,0.033,0.065,0.2025
t_5812,0.000,0.000,0.000,0.053,0.027,0.053,0.201
t_5813,0.000,0.000,0.000,0.042,0.021,0.042,0.2063
t_5814,0.000,0.000,0.000,0.030,0.015,0.030,0.1948
t_5815,0.000,0.000,0.000,0.023,0.012,0.023,0.2281
t_5816,0.001,0.001,0.001,0.029,0.015,0.029,0.2153
t_5817,0.004,0.004,0.004,0.045,0.025,0.045,0.1811
t_5818,0.016,0.016,0.016,0.077,0.047,0.077,0.172
t_5819,0.008,0.008,0.008,0.116,0.062,0.116,0.1437
t_5820,0.008,0.008,0.008,0.150,0.079,0.150,0.1151
t_5821,0.018,0.018,0.018,0.157,0.088,0.157,0.09
t_5822,0.026,0.026,0.026,0.154,0.090,0.154,0.0749
t_5823,0.021,0.021,0.021,0.152,0.087,0.152,0.0843
t_5824,0.017,0.017,0.017,0.121,0.069,0.121,0.0793
t_5825,0.017,0.017,0.017,0.079,0.048,0.079,0.069
t_5826,0.006,0.006,0.006,0.068,0.037,0.068,0.0371
t_5827,0.003,0.003,0.003,0.093,0.048,0.093,0.0235
t_5828,0.004,0.004,0.004,0.140,0.072,0.140,0.035
t_5829,0.003,0.003,0.003,0.175,0.089,0.175,0.0682
t_5830,0.001,0.001,0.001,0.236,0.119,0.236,0.0953
t_5831,0.001,0.001,0.001,0.261,0.131,0.261,0.1219
t_5832,0.000,0.000,0.000,0.312,0.156,0.312,0.1361
t_5833,0.000,0.000,0.000,0.421,0.211,0.421,0.1391
t_5834,0.000,0.000,0.000,0.528,0.264,0.528,0.1483
t_5835,0.000,0.000,0.000,0.621,0.311,0.621,0.1753
t_5836,0.000,0.000,0.000,0.717,0.359,0.717,0.1744
t_5837,0.000,0.000,0.000,0.793,0.397,0.793,0.1927
t_5838,0.000,0.000,0.000,0.846,0.423,0.846,0.2124
t_5839,0.000,0.000,0.000,0.870,0.435,0.870,0.3715
t_5840,0.005,0.005,0.005,0.880,0.443,0.880,0.4627
t_5841,0.026,0.026,0.026,0.887,0.457,0.887,0.4086
t_5842,0.046,0.046,0.046,0.879,0.463,0.879,0.3568
t_5843,0.057,0.057,0.057,0.857,0.457,0.857,0.311
t_5844,0.080,0.080,0.080,0.851,0.466,0.851,0.2977
t_5845,0.115,0.115,0.115,0.829,0.472,0.829,0.3159
t_5846,0.147,0.147,0.147,0.792,0.470,0.792,0.3725
t_5847,0.160,0.160,0.160,0.737,0.449,0.737,0.4247
t_5848,0.089,0.089,0.089,0.722,0.406,0.722,0.4367
t_5849,0.067,0.067,0.067,0.746,0.407,0.746,0.4012
t_5850,0.027,0.027,0.027,0.777,0.402,0.777,0.2605
t_5851,0.013,0.013,0.013,0.796,0.405,0.796,0.1997
t_5852,0.009,0.009,0.009,0.797,0.403,0.797,0.1747
t_5853,0.007,0.007,0.007,0.774,0.391,0.774,0.1442
t_5854,0.004,0.004,0.004,0.764,0.384,0.764,0.1345
t_5855,0.004,0.004,0.004,0.746,0.375,0.746,0.1281
t_5856,0.004,0.004,0.004,0.715,0.360,0.715,0.1225
t_5857,0.003,0.003,0.003,0.668,0.336,0.668,0.1424
t_5858,0.003,0.003,0.003,0.613,0.308,0.613,0.1693
t_5859,0.002,0.002,0.002,0.554,0.278,0.554,0.1829
t_5860,0.002,0.002,0.002,0.477,0.240,0.477,0.1884
t_5861,0.003,0.003,0.003,0.413,0.208,0.413,0.2043
t_5862,0.003,0.003,0.003,0.356,0.180,0.356,0.2095
t_5863,0.002,0.002,0.002,0.297,0.150,0.297,0.2254
t_5864,0.003,0.003,0.003,0.311,0.157,0.311,0.235
t_5865,0.005,0.005,0.005,0.349,0.177,0.349,0.1464
t_5866,0.006,0.006,0.006,0.369,0.188,0.369,0.0709
t_5867,0.010,0.010,0.010,0.380,0.195,0.380,0.0377
t_5868,0.014,0.014,0.014,0.374,0.194,0.374,0.0304
t_5869,0.016,0.016,0.016,0.353,0.185,0.353,0.0486
t_5870,0.017,0.017,0.017,0.304,0.161,0.304,0.0791
t_5871,0.019,0.019,0.019,0.226,0.123,0.226,0.1022
t_5872,0.017,0.017,0.017,0.150,0.084,0.150,0.1076
t_5873,0.011,0.011,0.011,0.061,0.036,0.061,0.0795
t_5874,0.007,0.007,0.007,0.041,0.024,0.041,0.0527
t_5875,0.006,0.006,0.006,0.045,0.026,0.045,0.0273
t_5876,0.004,0.004,0.004,0.044,0.024,0.044,0.008
t_5877,0.002,0.002,0.002,0.057,0.030,0.057,0.002
t_5878,0.004,0.004,0.004,0.069,0.037,0.069,0.0011
t_5879,0.040,0.040,0.040,0.080,0.060,0.080,0.0027
t_5880,0.076,0.076,0.076,0.094,0.085,0.094,0.0066
t_5881,0.111,0.111,0.111,0.107,0.109,0.107,0.0098
t_5882,0.148,0.148,0.148,0.122,0.135,0.122,0.0078
t_5883,0.162,0.162,0.162,0.130,0.146,0.130,0.0048
t_5884,0.226,0.226,0.226,0.151,0.189,0.151,0.0037
t_5885,0.304,0.304,0.304,0.152,0.228,0.152,0.0028
t_5886,0.375,0.375,0.375,0.125,0.250,0.125,0.0032
t_5887,0.319,0.319,0.319,0.053,0.186,0.053,0.0009
t_5888,0.377,0.377,0.377,0.088,0.233,0.088,0.0042
t_5889,0.363,0.363,0.363,0.146,0.255,0.146,0.0432
t_5890,0.437,0.437,0.437,0.142,0.290,0.142,0.0895
t_5891,0.558,0.558,0.558,0.131,0.345,0.131,0.1332
t_5892,0.717,0.717,0.717,0.138,0.428,0.138,0.1561
t_5893,0.832,0.832,0.832,0.185,0.509,0.185,0.1693
t_5894,0.872,0.872,0.872,0.229,0.551,0.229,0.172
t_5895,0.899,0.899,0.899,0.286,0.593,0.286,0.1606
t_5896,0.721,0.721,0.721,0.271,0.496,0.271,0.1106
t_5897,0.458,0.458,0.458,0.157,0.308,0.157,0.0332
t_5898,0.237,0.237,0.237,0.116,0.177,0.116,0.0067
t_5899,0.157,0.157,0.157,0.121,0.139,0.121,0.0048
t_5900,0.159,0.159,0.159,0.138,0.149,0.138,0.0078
t_5901,0.148,0.148,0.148,0.194,0.171,0.194,0.0432
t_5902,0.144,0.144,0.144,0.233,0.189,0.233,0.0784
t_5903,0.132,0.132,0.132,0.240,0.186,0.240,0.106
t_5904,0.112,0.112,0.112,0.238,0.175,0.238,0.1634
t_5905,0.082,0.082,0.082,0.230,0.156,0.230,0.1856
t_5906,0.056,0.056,0.056,0.213,0.135,0.213,0.1856
t_5907,0.042,0.042,0.042,0.183,0.113,0.183,0.1714
t_5908,0.038,0.038,0.038,0.176,0.107,0.176,0.1478
t_5909,0.037,0.037,0.037,0.171,0.104,0.171,0.1181
t_5910,0.044,0.044,0.044,0.150,0.097,0.150,0.1133
t_5911,0.049,0.049,0.049,0.147,0.098,0.147,0.1605
t_5912,0.086,0.086,0.086,0.239,0.163,0.239,0.2651
t_5913,0.184,0.184,0.184,0.316,0.250,0.316,0.2979
t_5914,0.273,0.273,0.273,0.331,0.302,0.331,0.2768
t_5915,0.342,0.342,0.342,0.322,0.332,0.322,0.2358
t_5916,0.336,0.336,0.336,0.308,0.322,0.308,0.2114
t_5917,0.278,0.278,0.278,0.295,0.287,0.295,0.2126
t_5918,0.186,0.186,0.186,0.280,0.233,0.280,0.2427
t_5919,0.129,0.129,0.129,0.275,0.202,0.275,0.2565
t_5920,0.079,0.079,0.079,0.266,0.173,0.266,0.1935
t_5921,0.041,0.041,0.041,0.224,0.133,0.224,0.1027
