t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_4034,0.019,0.103,0.103,0.103,0.001,0.052,0.001
t_4035,0.008,0.129,0.129,0.129,0.002,0.066,0.002
t_4036,0.006,0.134,0.134,0.134,0.003,0.069,0.003
t_4037,0.002,0.123,0.123,0.123,0.002,0.063,0.002
t_4038,0.001,0.093,0.093,0.093,0.001,0.047,0.001
t_4039,0.001,0.043,0.043,0.043,0.001,0.022,0.001
t_4040,0.001,0.006,0.006,0.006,0.001,0.004,0.001
t_4041,0.001,0.001,0.001,0.001,0.0,0.001,0.0
t_4042,0.001,0.0,0.0,0.0,0.0,0.0,0.0
t_4043,0.002,0.0,0.0,0.0,0.0,0.0,0.0
t_4044,0.005,0.0,0.0,0.0,0.0,0.0,0.0
t_4045,0.003,0.0,0.0,0.0,0.0,0.0,0.0
t_4046,0.005,0.0,0.0,0.0,0.0,0.0,0.0
t_4047,0.008,0.0,0.0,0.0,0.0,0.0,0.0
t_4048,0.007,0.0,0.0,0.0,0.0,0.0,0.0
t_4049,0.009,0.0,0.0,0.0,0.0,0.0,0.0
t_4050,0.011,0.0,0.0,0.0,0.0,0.0,0.0
t_4051,0.022,0.0,0.0,0.0,0.0,0.0,0.0
t_4052,0.055,0.0,0.0,0.0,0.001,0.001,0.001
t_4053,0.122,0.0,0.0,0.0,0.001,0.001,0.001
t_4054,0.194,0.0,0.0,0.0,0.0,0.0,0.0
t_4055,0.189,0.0,0.0,0.0,0.0,0.0,0.0
t_4056,0.192,0.0,0.0,0.0,0.0,0.0,0.0
t_4057,0.178,0.0,0.0,0.0,0.0,0.0,0.0
t_4058,0.165,0.0,0.0,0.0,0.0,0.0,0.0
t_4059,0.148,0.0,0.0,0.0,0.0,0.0,0.0
t_4060,0.13,0.0,0.0,0.0,0.0,0.0,0.0
t_4061,0.118,0.0,0.0,0.0,0.0,0.0,0.0
t_4062,0.096,0.0,0.0,0.0,0.0,0.0,0.0
t_4063,0.128,0.0,0.0,0.0,0.001,0.001,0.001
t_4064,0.181,0.0,0.0,0.0,0.001,0.001,0.001
t_4065,0.203,0.0,0.0,0.0,0.002,0.001,0.002
t_4066,0.178,0.0,0.0,0.0,0.002,0.001,0.002
t_4067,0.117,0.0,0.0,0.0,0.002,0.001,0.002
t_4068,0.058,0.0,0.0,0.0,0.002,0.001,0.002
t_4069,0.022,0.0,0.0,0.0,0.003,0.002,0.003
t_4070,0.007,0.0,0.0,0.0,0.004,0.002,0.004
t_4071,0.006,0.0,0.0,0.0,0.003,0.002,0.003
t_4072,0.002,0.0,0.0,0.0,0.002,0.001,0.002
t_4073,0.001,0.0,0.0,0.0,0.0,0.0,0.0
t_4074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_4075,0.0,0.001,0.001,0.001,0.0,0.001,0.0
t_4076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_4077,0.001,0.0,0.0,0.0,0.001,0.001,0.001
t_4078,0.001,0.0,0.0,0.0,0.004,0.002,0.004
t_4079,0.001,0.002,0.002,0.002,0.006,0.004,0.006
t_4080,0.002,0.011,0.011,0.011,0.007,0.009,0.007
t_4081,0.003,0.045,0.045,0.045,0.007,0.026,0.007
t_4082,0.005,0.102,0.102,0.102,0.006,0.054,0.006
t_4083,0.007,0.14,0.14,0.14,0.001,0.071,0.001
t_4084,0.01,0.193,0.193,0.193,0.002,0.098,0.002
t_4085,0.01,0.218,0.218,0.218,0.002,0.11,0.002
t_4086,0.005,0.166,0.166,0.166,0.001,0.084,0.001
t_4087,0.001,0.101,0.101,0.101,0.002,0.052,0.002
t_4088,0.001,0.188,0.188,0.188,0.023,0.106,0.023
t_4089,0.001,0.24,0.24,0.24,0.055,0.148,0.055
t_4090,0.001,0.253,0.253,0.253,0.124,0.189,0.124
t_4091,0.001,0.257,0.257,0.257,0.185,0.221,0.185
t_4092,0.001,0.264,0.264,0.264,0.224,0.244,0.224
t_4093,0.002,0.271,0.271,0.271,0.245,0.258,0.245
t_4094,0.003,0.322,0.322,0.322,0.246,0.284,0.246
t_4095,0.007,0.259,0.259,0.259,0.232,0.246,0.232
t_4096,0.006,0.218,0.218,0.218,0.208,0.213,0.208
t_4097,0.004,0.145,0.145,0.145,0.148,0.147,0.148
t_4098,0.002,0.1,0.1,0.1,0.084,0.092,0.084
t_4099,0.002,0.095,0.095,0.095,0.068,0.082,0.068
t_4100,0.004,0.099,0.099,0.099,0.06,0.08,0.06
t_4101,0.008,0.085,0.085,0.085,0.072,0.079,0.072
t_4102,0.009,0.067,0.067,0.067,0.095,0.081,0.095
t_4103,0.01,0.046,0.046,0.046,0.112,0.079,0.112
t_4104,0.015,0.026,0.026,0.026,0.119,0.073,0.119
t_4105,0.021,0.013,0.013,0.013,0.118,0.066,0.118
t_4106,0.032,0.004,0.004,0.004,0.128,0.066,0.128
t_4107,0.047,0.001,0.001,0.001,0.123,0.062,0.123
t_4108,0.063,0.0,0.0,0.0,0.11,0.055,0.11
t_4109,0.08,0.0,0.0,0.0,0.066,0.033,0.066
t_4110,0.059,0.001,0.001,0.001,0.02,0.011,0.02
t_4111,0.035,0.001,0.001,0.001,0.031,0.016,0.031
t_4112,0.036,0.001,0.001,0.001,0.067,0.034,0.067
t_4113,0.02,0.004,0.004,0.004,0.072,0.038,0.072
t_4114,0.007,0.01,0.01,0.01,0.061,0.036,0.061
t_4115,0.003,0.039,0.039,0.039,0.047,0.043,0.047
t_4116,0.002,0.07,0.07,0.07,0.043,0.057,0.043
t_4117,0.006,0.087,0.087,0.087,0.045,0.066,0.045
t_4118,0.009,0.081,0.081,0.081,0.042,0.062,0.042
t_4119,0.011,0.159,0.159,0.159,0.037,0.098,0.037
t_4120,0.008,0.123,0.123,0.123,0.023,0.073,0.023
t_4121,0.002,0.076,0.076,0.076,0.009,0.043,0.009
t_4122,0.0,0.019,0.019,0.019,0.003,0.011,0.003
t_4123,0.0,0.004,0.004,0.004,0.002,0.003,0.002
t_4124,0.005,0.001,0.001,0.001,0.001,0.001,0.001
t_4125,0.005,0.001,0.001,0.001,0.0,0.001,0.0
t_4126,0.004,0.0,0.0,0.0,0.0,0.0,0.0
t_4127,0.003,0.0,0.0,0.0,0.0,0.0,0.0
t_4128,0.003,0.0,0.0,0.0,0.0,0.0,0.0
t_4129,0.003,0.0,0.0,0.0,0.0,0.0,0.0
t_4130,0.005,0.0,0.0,0.0,0.0,0.0,0.0
t_4131,0.011,0.0,0.0,0.0,0.0,0.0,0.0
t_4132,0.029,0.0,0.0,0.0,0.0,0.0,0.0
t_4133,0.053,0.0,0.0,0.0,0.0,0.0,0.0
t_4134,0.044,0.0,0.0,0.0,0.0,0.0,0.0
t_4135,0.011,0.0,0.0,0.0,0.0,0.0,0.0
t_4136,0.003,0.0,0.0,0.0,0.0,0.0,0.0
t_4137,0.0,0.0,0.0,0.0,0.001,0.001,0.001
t_4138,0.0,0.0,0.0,0.0,0.001,0.001,0.001
t_4139,0.0,0.0,0.0,0.0,0.002,0.001,0.002
t_4140,0.0,0.0,0.0,0.0,0.003,0.002,0.003
t_4141,0.001,0.0,0.0,0.0,0.006,0.003,0.006
t_4142,0.002,0.0,0.0,0.0,0.005,0.003,0.005
t_4143,0.002,0.0,0.0,0.0,0.003,0.002,0.003
t_4144,0.002,0.0,0.0,0.0,0.001,0.001,0.001
t_4145,0.001,0.0,0.0,0.0,0.0,0.0,0.0
t_4146,0.002,0.0,0.0,0.0,0.0,0.0,0.0
t_4147,0.01,0.0,0.0,0.0,0.0,0.0,0.0
t_4148,0.044,0.0,0.0,0.0,0.003,0.002,0.003
t_4149,0.101,0.0,0.0,0.0,0.015,0.008,0.015
t_4150,0.149,0.001,0.001,0.001,0.026,0.014,0.026
t_4151,0.19,0.045,0.045,0.045,0.035,0.04,0.035
t_4152,0.178,0.213,0.213,0.213,0.036,0.125,0.036
t_4153,0.144,0.257,0.257,0.257,0.038,0.148,0.038
t_4154,0.108,0.365,0.365,0.365,0.037,0.201,0.037
t_4155,0.059,0.442,0.442,0.442,0.02,0.231,0.02
t_4156,0.054,0.468,0.468,0.468,0.012,0.24,0.012
t_4157,0.053,0.479,0.479,0.479,0.011,0.245,0.011
t_4158,0.036,0.403,0.403,0.403,0.004,0.204,0.004
t_4159,0.022,0.257,0.257,0.257,0.002,0.13,0.002
t_4160,0.051,0.233,0.233,0.233,0.007,0.12,0.007
t_4161,0.111,0.279,0.279,0.279,0.015,0.147,0.015
t_4162,0.174,0.228,0.228,0.228,0.03,0.129,0.03
t_4163,0.236,0.111,0.111,0.111,0.043,0.077,0.043
t_4164,0.314,0.091,0.091,0.091,0.058,0.075,0.058
t_4165,0.432,0.081,0.081,0.081,0.055,0.068,0.055
t_4166,0.476,0.078,0.078,0.078,0.043,0.061,0.043
t_4167,0.491,0.08,0.08,0.08,0.026,0.053,0.026
t_4168,0.456,0.109,0.109,0.109,0.014,0.062,0.014
t_4169,0.373,0.091,0.091,0.091,0.006,0.049,0.006
t_4170,0.301,0.066,0.066,0.066,0.003,0.035,0.003
t_4171,0.257,0.058,0.058,0.058,0.001,0.03,0.001
t_4172,0.242,0.076,0.076,0.076,0.0,0.038,0.0
t_4173,0.189,0.218,0.218,0.218,0.0,0.109,0.0
t_4174,0.155,0.381,0.381,0.381,0.0,0.191,0.0
t_4175,0.119,0.565,0.565,0.565,0.009,0.287,0.009
t_4176,0.089,0.614,0.614,0.614,0.066,0.34,0.066
t_4177,0.06,0.642,0.642,0.642,0.133,0.388,0.133
t_4178,0.028,0.612,0.612,0.612,0.184,0.398,0.184
t_4179,0.018,0.543,0.543,0.543,0.217,0.38,0.217
t_4180,0.009,0.398,0.398,0.398,0.202,0.3,0.202
t_4181,0.004,0.263,0.263,0.263,0.166,0.215,0.166
t_4182,0.001,0.128,0.128,0.128,0.101,0.115,0.101
t_4183,0.001,0.044,0.044,0.044,0.062,0.053,0.062
t_4184,0.013,0.036,0.036,0.036,0.081,0.059,0.081
t_4185,0.048,0.013,0.013,0.013,0.107,0.06,0.107
t_4186,0.087,0.011,0.011,0.011,0.095,0.053,0.095
t_4187,0.135,0.01,0.01,0.01,0.07,0.04,0.07
t_4188,0.167,0.014,0.014,0.014,0.049,0.032,0.049
t_4189,0.185,0.018,0.018,0.018,0.04,0.029,0.04
t_4190,0.198,0.051,0.051,0.051,0.035,0.043,0.035
t_4191,0.21,0.023,0.023,0.023,0.017,0.02,0.017
t_4192,0.21,0.002,0.002,0.002,0.005,0.004,0.005
t_4193,0.226,0.0,0.0,0.0,0.001,0.001,0.001
t_4194,0.186,0.0,0.0,0.0,0.0,0.0,0.0
t_4195,0.219,0.0,0.0,0.0,0.0,0.0,0.0
t_4196,0.221,0.001,0.001,0.001,0.0,0.001,0.0
t_4197,0.15,0.009,0.009,0.009,0.0,0.005,0.0
t_4198,0.115,0.012,0.012,0.012,0.0,0.006,0.0
t_4199,0.187,0.016,0.016,0.016,0.0,0.008,0.0
t_4200,0.185,0.024,0.024,0.024,0.0,0.012,0.0
t_4201,0.107,0.029,0.029,0.029,0.0,0.015,0.0
t_4202,0.059,0.061,0.061,0.061,0.0,0.031,0.0
t_4203,0.08,0.112,0.112,0.112,0.0,0.056,0.0
t_4204,0.071,0.133,0.133,0.133,0.001,0.067,0.001
t_4205,0.05,0.23,0.23,0.23,0.001,0.116,0.001
t_4206,0.037,0.233,0.233,0.233,0.0,0.117,0.0
t_4207,0.02,0.178,0.178,0.178,0.0,0.089,0.0
t_4208,0.037,0.062,0.062,0.062,0.0,0.031,0.0
t_4209,0.086,0.016,0.016,0.016,0.0,0.008,0.0
t_4210,0.147,0.008,0.008,0.008,0.002,0.005,0.002
t_4211,0.22,0.013,0.013,0.013,0.002,0.008,0.002
t_4212,0.293,0.013,0.013,0.013,0.001,0.007,0.001
t_4213,0.352,0.012,0.012,0.012,0.0,0.006,0.0
t_4214,0.386,0.014,0.014,0.014,0.0,0.007,0.0
t_4215,0.383,0.015,0.015,0.015,0.0,0.008,0.0
t_4216,0.34,0.009,0.009,0.009,0.0,0.005,0.0
t_4217,0.285,0.003,0.003,0.003,0.0,0.002,0.0
t_4218,0.179,0.004,0.004,0.004,0.0,0.002,0.0
t_4219,0.116,0.0,0.0,0.0,0.0,0.0,0.0
t_4220,0.065,0.0,0.0,0.0,0.0,0.0,0.0
t_4221,0.047,0.0,0.0,0.0,0.0,0.0,0.0
t_4222,0.024,0.005,0.005,0.005,0.002,0.004,0.002
t_4223,0.012,0.036,0.036,0.036,0.002,0.019,0.002
t_4224,0.005,0.119,0.119,0.119,0.001,0.06,0.001
t_4225,0.003,0.198,0.198,0.198,0.001,0.1,0.001
t_4226,0.004,0.264,0.264,0.264,0.001,0.133,0.001
t_4227,0.005,0.3,0.3,0.3,0.001,0.151,0.001
t_4228,0.008,0.273,0.273,0.273,0.002,0.138,0.002
t_4229,0.011,0.19,0.19,0.19,0.003,0.097,0.003
t_4230,0.008,0.095,0.095,0.095,0.002,0.049,0.002
t_4231,0.002,0.024,0.024,0.024,0.0,0.012,0.0
t_4232,0.004,0.016,0.016,0.016,0.001,0.009,0.001
t_4233,0.002,0.017,0.017,0.017,0.009,0.013,0.009
t_4234,0.0,0.034,0.034,0.034,0.017,0.026,0.017
t_4235,0.0,0.053,0.053,0.053,0.028,0.041,0.028
t_4236,0.0,0.093,0.093,0.093,0.041,0.067,0.041
t_4237,0.0,0.155,0.155,0.155,0.052,0.104,0.052
t_4238,0.0,0.367,0.367,0.367,0.055,0.211,0.055
t_4239,0.001,0.404,0.404,0.404,0.055,0.23,0.055
t_4240,0.012,0.347,0.347,0.347,0.049,0.198,0.049
t_4241,0.084,0.256,0.256,0.256,0.039,0.148,0.039
t_4242,0.243,0.264,0.264,0.264,0.027,0.146,0.027
t_4243,0.407,0.196,0.196,0.196,0.018,0.107,0.018
t_4244,0.51,0.133,0.133,0.133,0.021,0.077,0.021
t_4245,0.493,0.074,0.074,0.074,0.032,0.053,0.032
t_4246,0.426,0.025,0.025,0.025,0.034,0.03,0.034
t_4247,0.401,0.006,0.006,0.006,0.036,0.021,0.036
t_4248,0.428,0.002,0.002,0.002,0.049,0.026,0.049
t_4249,0.459,0.002,0.002,0.002,0.06,0.031,0.06
t_4250,0.473,0.003,0.003,0.003,0.059,0.031,0.059
t_4251,0.465,0.006,0.006,0.006,0.038,0.022,0.038
t_4252,0.418,0.01,0.01,0.01,0.019,0.015,0.019
t_4253,0.355,0.009,0.009,0.009,0.008,0.009,0.008
t_4254,0.25,0.005,0.005,0.005,0.005,0.005,0.005
t_4255,0.239,0.004,0.004,0.004,0.003,0.004,0.003
t_4256,0.266,0.002,0.002,0.002,0.002,0.002,0.002
t_4257,0.251,0.001,0.001,0.001,0.002,0.002,0.002
t_4258,0.208,0.0,0.0,0.0,0.002,0.001,0.002
t_4259,0.146,0.0,0.0,0.0,0.002,0.001,0.002
t_4260,0.089,0.0,0.0,0.0,0.002,0.001,0.002
t_4261,0.055,0.0,0.0,0.0,0.001,0.001,0.001
t_4262,0.039,0.0,0.0,0.0,0.001,0.001,0.001
t_4263,0.038,0.0,0.0,0.0,0.001,0.001,0.001
t_4264,0.037,0.0,0.0,0.0,0.0,0.0,0.0
t_4265,0.037,0.002,0.002,0.002,0.0,0.001,0.0
t_4266,0.029,0.012,0.012,0.012,0.0,0.006,0.0
t_4267,0.021,0.003,0.003,0.003,0.0,0.002,0.0
t_4268,0.028,0.002,0.002,0.002,0.0,0.001,0.0
t_4269,0.171,0.001,0.001,0.001,0.0,0.001,0.0
t_4270,0.205,0.001,0.001,0.001,0.0,0.001,0.0
t_4271,0.067,0.0,0.0,0.0,0.0,0.0,0.0
t_4272,0.091,0.0,0.0,0.0,0.0,0.0,0.0
t_4273,0.126,0.0,0.0,0.0,0.0,0.0,0.0
t_4274,0.168,0.0,0.0,0.0,0.0,0.0,0.0
t_4275,0.22,0.0,0.0,0.0,0.0,0.0,0.0
t_4276,0.255,0.0,0.0,0.0,0.001,0.001,0.001
t_4277,0.302,0.001,0.001,0.001,0.002,0.002,0.002
t_4278,0.363,0.0,0.0,0.0,0.002,0.001,0.002
t_4279,0.497,0.006,0.006,0.006,0.012,0.009,0.012
t_4280,0.613,0.07,0.07,0.07,0.057,0.064,0.057
t_4281,0.663,0.157,0.157,0.157,0.132,0.145,0.132
t_4282,0.685,0.179,0.179,0.179,0.21,0.195,0.21
t_4283,0.683,0.162,0.162,0.162,0.264,0.213,0.264
t_4284,0.688,0.151,0.151,0.151,0.304,0.228,0.304
t_4285,0.702,0.157,0.157,0.157,0.336,0.247,0.336
t_4286,0.726,0.166,0.166,0.166,0.355,0.261,0.355
t_4287,0.756,0.172,0.172,0.172,0.357,0.265,0.357
t_4288,0.799,0.182,0.182,0.182,0.35,0.266,0.35
t_4289,0.803,0.273,0.273,0.273,0.293,0.283,0.293
t_4290,0.778,0.212,0.212,0.212,0.19,0.201,0.19
t_4291,0.757,0.131,0.131,0.131,0.145,0.138,0.145
t_4292,0.772,0.09,0.09,0.09,0.12,0.105,0.12
t_4293,0.761,0.045,0.045,0.045,0.09,0.068,0.09
t_4294,0.761,0.015,0.015,0.015,0.055,0.035,0.055
t_4295,0.762,0.002,0.002,0.002,0.023,0.013,0.023
t_4296,0.755,0.001,0.001,0.001,0.008,0.005,0.008
t_4297,0.741,0.0,0.0,0.0,0.004,0.002,0.004
t_4298,0.721,0.003,0.003,0.003,0.006,0.005,0.006
t_4299,0.708,0.0,0.0,0.0,0.014,0.007,0.014
t_4300,0.668,0.0,0.0,0.0,0.022,0.011,0.022
t_4301,0.623,0.0,0.0,0.0,0.018,0.009,0.018
t_4302,0.553,0.0,0.0,0.0,0.015,0.008,0.015
t_4303,0.619,0.0,0.0,0.0,0.032,0.016,0.032
t_4304,0.715,0.0,0.0,0.0,0.043,0.022,0.043
t_4305,0.738,0.0,0.0,0.0,0.065,0.033,0.065
t_4306,0.815,0.0,0.0,0.0,0.094,0.047,0.094
t_4307,0.792,0.0,0.0,0.0,0.121,0.061,0.121
t_4308,0.765,0.0,0.0,0.0,0.14,0.07,0.14
t_4309,0.617,0.0,0.0,0.0,0.142,0.071,0.142
t_4310,0.596,0.001,0.001,0.001,0.126,0.064,0.126
t_4311,0.594,0.004,0.004,0.004,0.1,0.052,0.1
t_4312,0.594,0.01,0.01,0.01,0.067,0.039,0.067
t_4313,0.58,0.01,0.01,0.01,0.036,0.023,0.036
t_4314,0.635,0.004,0.004,0.004,0.009,0.007,0.009
t_4315,0.226,0.002,0.002,0.002,0.001,0.002,0.001
t_4316,0.227,0.002,0.002,0.002,0.0,0.001,0.0
t_4317,0.217,0.001,0.001,0.001,0.0,0.001,0.0
t_4318,0.209,0.0,0.0,0.0,0.0,0.0,0.0
t_4319,0.196,0.0,0.0,0.0,0.0,0.0,0.0
t_4320,0.182,0.0,0.0,0.0,0.0,0.0,0.0
t_4321,0.173,0.0,0.0,0.0,0.0,0.0,0.0
t_4322,0.164,0.001,0.001,0.001,0.0,0.001,0.0
t_4323,0.148,0.002,0.002,0.002,0.0,0.001,0.0
t_4324,0.118,0.001,0.001,0.001,0.0,0.001,0.0
t_4325,0.087,0.0,0.0,0.0,0.0,0.0,0.0
t_4326,0.04,0.0,0.0,0.0,0.0,0.0,0.0
t_4327,0.026,0.0,0.0,0.0,0.0,0.0,0.0
t_4328,0.054,0.0,0.0,0.0,0.0,0.0,0.0
t_4329,0.008,0.0,0.0,0.0,0.001,0.001,0.001
t_4330,0.0,0.0,0.0,0.0,0.002,0.001,0.002
t_4331,0.0,0.0,0.0,0.0,0.004,0.002,0.004
t_4332,0.0,0.0,0.0,0.0,0.004,0.002,0.004
t_4333,0.0,0.0,0.0,0.0,0.004,0.002,0.004
t_4334,0.002,0.0,0.0,0.0,0.002,0.001,0.002
t_4335,0.003,0.003,0.003,0.003,0.001,0.002,0.001
t_4336,0.003,0.011,0.011,0.011,0.0,0.006,0.0
t_4337,0.001,0.011,0.011,0.011,0.0,0.006,0.0
t_4338,0.0,0.01,0.01,0.01,0.0,0.005,0.0
t_4339,0.0,0.026,0.026,0.026,0.0,0.013,0.0
t_4340,0.002,0.02,0.02,0.02,0.0,0.01,0.0
t_4341,0.005,0.016,0.016,0.016,0.0,0.008,0.0
t_4342,0.006,0.011,0.011,0.011,0.0,0.006,0.0
t_4343,0.007,0.008,0.008,0.008,0.0,0.004,0.0
t_4344,0.009,0.006,0.006,0.006,0.0,0.003,0.0
t_4345,0.014,0.004,0.004,0.004,0.001,0.003,0.001
t_4346,0.019,0.003,0.003,0.003,0.001,0.002,0.001
t_4347,0.025,0.003,0.003,0.003,0.003,0.003,0.003
t_4348,0.056,0.002,0.002,0.002,0.006,0.004,0.006
t_4349,0.039,0.001,0.001,0.001,0.009,0.005,0.009
t_4350,0.038,0.0,0.0,0.0,0.005,0.003,0.005
t_4351,0.066,0.0,0.0,0.0,0.006,0.003,0.006
t_4352,0.085,0.0,0.0,0.0,0.017,0.009,0.017
t_4353,0.074,0.001,0.001,0.001,0.026,0.014,0.026
t_4354,0.052,0.001,0.001,0.001,0.036,0.019,0.036
t_4355,0.121,0.004,0.004,0.004,0.041,0.023,0.041
t_4356,0.053,0.017,0.017,0.017,0.038,0.028,0.038
t_4357,0.068,0.016,0.016,0.016,0.024,0.02,0.024
t_4358,0.277,0.007,0.007,0.007,0.01,0.009,0.01
t_4359,0.276,0.002,0.002,0.002,0.003,0.003,0.003
t_4360,0.26,0.001,0.001,0.001,0.001,0.001,0.001
t_4361,0.242,0.002,0.002,0.002,0.0,0.001,0.0
t_4362,0.114,0.013,0.013,0.013,0.0,0.007,0.0
t_4363,0.051,0.044,0.044,0.044,0.0,0.022,0.0
t_4364,0.085,0.09,0.09,0.09,0.0,0.045,0.0
t_4365,0.108,0.058,0.058,0.058,0.001,0.03,0.001
t_4366,0.11,0.046,0.046,0.046,0.002,0.024,0.002
t_4367,0.24,0.028,0.028,0.028,0.007,0.018,0.007
t_4368,0.241,0.016,0.016,0.016,0.017,0.017,0.017
t_4369,0.25,0.011,0.011,0.011,0.032,0.022,0.032
t_4370,0.249,0.01,0.01,0.01,0.041,0.026,0.041
t_4371,0.277,0.005,0.005,0.005,0.038,0.022,0.038
t_4372,0.229,0.003,0.003,0.003,0.04,0.022,0.04
t_4373,0.166,0.007,0.007,0.007,0.021,0.014,0.021
t_4374,0.053,0.006,0.006,0.006,0.003,0.005,0.003
t_4375,0.005,0.0,0.0,0.0,0.002,0.001,0.002
t_4376,0.002,0.001,0.001,0.001,0.003,0.002,0.003
t_4377,0.006,0.0,0.0,0.0,0.004,0.002,0.004
t_4378,0.008,0.0,0.0,0.0,0.003,0.002,0.003
t_4379,0.031,0.0,0.0,0.0,0.003,0.002,0.003
t_4380,0.068,0.002,0.002,0.002,0.004,0.003,0.004
t_4381,0.133,0.004,0.004,0.004,0.005,0.005,0.005
t_4382,0.171,0.017,0.017,0.017,0.005,0.011,0.005
t_4383,0.186,0.004,0.004,0.004,0.003,0.004,0.003
t_4384,0.138,0.0,0.0,0.0,0.002,0.001,0.002
t_4385,0.12,0.0,0.0,0.0,0.001,0.001,0.001
t_4386,0.088,0.0,0.0,0.0,0.001,0.001,0.001
t_4387,0.089,0.0,0.0,0.0,0.002,0.001,0.002
t_4388,0.104,0.0,0.0,0.0,0.002,0.001,0.002
t_4389,0.099,0.003,0.003,0.003,0.002,0.003,0.002
t_4390,0.13,0.052,0.052,0.052,0.002,0.027,0.002
t_4391,0.149,0.206,0.206,0.206,0.001,0.104,0.001
t_4392,0.144,0.341,0.341,0.341,0.001,0.171,0.001
t_4393,0.132,0.427,0.427,0.427,0.001,0.214,0.001
t_4394,0.119,0.319,0.319,0.319,0.001,0.16,0.001
t_4395,0.108,0.522,0.522,0.522,0.0,0.261,0.0
t_4396,0.071,0.319,0.319,0.319,0.0,0.16,0.0
t_4397,0.035,0.263,0.263,0.263,0.0,0.132,0.0
t_4398,0.013,0.152,0.152,0.152,0.0,0.076,0.0
t_4399,0.011,0.052,0.052,0.052,0.0,0.026,0.0
t_4400,0.053,0.035,0.035,0.035,0.0,0.018,0.0
t_4401,0.209,0.012,0.012,0.012,0.0,0.006,0.0
t_4402,0.391,0.006,0.006,0.006,0.0,0.003,0.0
t_4403,0.629,0.006,0.006,0.006,0.0,0.003,0.0
t_4404,0.76,0.003,0.003,0.003,0.0,0.002,0.0
t_4405,0.826,0.001,0.001,0.001,0.0,0.001,0.0
t_4406,0.84,0.0,0.0,0.0,0.0,0.0,0.0
t_4407,0.804,0.0,0.0,0.0,0.0,0.0,0.0
t_4408,0.722,0.001,0.001,0.001,0.001,0.001,0.001
t_4409,0.541,0.004,0.004,0.004,0.005,0.005,0.005
t_4410,0.362,0.017,0.017,0.017,0.011,0.014,0.011
t_4411,0.237,0.025,0.025,0.025,0.012,0.019,0.012
t_4412,0.177,0.015,0.015,0.015,0.009,0.012,0.009
t_4413,0.133,0.009,0.009,0.009,0.002,0.006,0.002
t_4414,0.152,0.013,0.013,0.013,0.001,0.007,0.001
t_4415,0.204,0.017,0.017,0.017,0.001,0.009,0.001
t_4416,0.256,0.021,0.021,0.021,0.0,0.011,0.0
t_4417,0.287,0.017,0.017,0.017,0.001,0.009,0.001
t_4418,0.3,0.008,0.008,0.008,0.002,0.005,0.002
t_4419,0.312,0.002,0.002,0.002,0.008,0.005,0.008
t_4420,0.215,0.002,0.002,0.002,0.032,0.017,0.032
t_4421,0.159,0.007,0.007,0.007,0.032,0.02,0.032
t_4422,0.11,0.008,0.008,0.008,0.016,0.012,0.016
t_4423,0.125,0.008,0.008,0.008,0.006,0.007,0.006
t_4424,0.217,0.01,0.01,0.01,0.007,0.009,0.007
t_4425,0.284,0.014,0.014,0.014,0.022,0.018,0.022
t_4426,0.251,0.021,0.021,0.021,0.034,0.028,0.034
t_4427,0.166,0.028,0.028,0.028,0.064,0.046,0.064
t_4428,0.101,0.052,0.052,0.052,0.091,0.072,0.091
t_4429,0.055,0.164,0.164,0.164,0.124,0.144,0.124
t_4430,0.068,0.232,0.232,0.232,0.139,0.186,0.139
t_4431,0.164,0.227,0.227,0.227,0.134,0.181,0.134
t_4432,0.289,0.242,0.242,0.242,0.138,0.19,0.138
t_4433,0.404,0.434,0.434,0.434,0.147,0.291,0.147
t_4434,0.349,0.375,0.375,0.375,0.145,0.26,0.145
t_4435,0.246,0.251,0.251,0.251,0.135,0.193,0.135
t_4436,0.222,0.055,0.055,0.055,0.135,0.095,0.135
t_4437,0.211,0.028,0.028,0.028,0.142,0.085,0.142
t_4438,0.213,0.022,0.022,0.022,0.182,0.102,0.182
t_4439,0.228,0.021,0.021,0.021,0.225,0.123,0.225
t_4440,0.249,0.022,0.022,0.022,0.288,0.155,0.288
t_4441,0.261,0.018,0.018,0.018,0.359,0.189,0.359
t_4442,0.271,0.013,0.013,0.013,0.412,0.213,0.412
t_4443,0.285,0.009,0.009,0.009,0.443,0.226,0.443
t_4444,0.292,0.002,0.002,0.002,0.387,0.195,0.387
t_4445,0.318,0.001,0.001,0.001,0.318,0.16,0.318
t_4446,0.299,0.0,0.0,0.0,0.275,0.138,0.275
t_4447,0.321,0.0,0.0,0.0,0.247,0.124,0.247
t_4448,0.41,0.0,0.0,0.0,0.211,0.106,0.211
t_4449,0.427,0.001,0.001,0.001,0.169,0.085,0.169
t_4450,0.377,0.004,0.004,0.004,0.136,0.07,0.136
t_4451,0.303,0.004,0.004,0.004,0.142,0.073,0.142
t_4452,0.226,0.001,0.001,0.001,0.172,0.087,0.172
t_4453,0.159,0.0,0.0,0.0,0.172,0.086,0.172
t_4454,0.118,0.0,0.0,0.0,0.126,0.063,0.126
t_4455,0.098,0.0,0.0,0.0,0.074,0.037,0.074
t_4456,0.092,0.001,0.001,0.001,0.044,0.023,0.044
