t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_3611,0.0,0.0,0.0,0.0,0.002,0.001,0.002
t_3612,0.0,0.0,0.0,0.0,0.011,0.006,0.011
t_3613,0.0,0.0,0.0,0.0,0.034,0.017,0.034
t_3614,0.001,0.0,0.0,0.0,0.059,0.03,0.059
t_3615,0.001,0.003,0.003,0.003,0.086,0.045,0.086
t_3616,0.002,0.042,0.042,0.042,0.079,0.061,0.079
t_3617,0.006,0.081,0.081,0.081,0.026,0.054,0.026
t_3618,0.01,0.064,0.064,0.064,0.013,0.039,0.013
t_3619,0.019,0.009,0.009,0.009,0.02,0.015,0.02
t_3620,0.038,0.01,0.01,0.01,0.029,0.02,0.029
t_3621,0.059,0.003,0.003,0.003,0.046,0.025,0.046
t_3622,0.057,0.008,0.008,0.008,0.068,0.038,0.068
t_3623,0.054,0.01,0.01,0.01,0.089,0.05,0.089
t_3624,0.049,0.013,0.013,0.013,0.104,0.059,0.104
t_3625,0.045,0.019,0.019,0.019,0.121,0.07,0.121
t_3626,0.027,0.02,0.02,0.02,0.138,0.079,0.138
t_3627,0.015,0.018,0.018,0.018,0.147,0.083,0.147
t_3628,0.01,0.008,0.008,0.008,0.168,0.088,0.168
t_3629,0.008,0.01,0.01,0.01,0.134,0.072,0.134
t_3630,0.01,0.008,0.008,0.008,0.104,0.056,0.104
t_3631,0.018,0.014,0.014,0.014,0.117,0.066,0.117
t_3632,0.021,0.028,0.028,0.028,0.144,0.086,0.144
t_3633,0.018,0.069,0.069,0.069,0.137,0.103,0.137
t_3634,0.03,0.134,0.134,0.134,0.127,0.131,0.127
t_3635,0.054,0.117,0.117,0.117,0.096,0.107,0.096
t_3636,0.104,0.13,0.13,0.13,0.06,0.095,0.06
t_3637,0.185,0.11,0.11,0.11,0.035,0.073,0.035
t_3638,0.29,0.077,0.077,0.077,0.028,0.053,0.028
t_3639,0.352,0.052,0.052,0.052,0.033,0.043,0.033
t_3640,0.328,0.036,0.036,0.036,0.033,0.035,0.033
t_3641,0.243,0.021,0.021,0.021,0.026,0.024,0.026
t_3642,0.16,0.006,0.006,0.006,0.015,0.011,0.015
t_3643,0.107,0.002,0.002,0.002,0.019,0.011,0.019
t_3644,0.115,0.001,0.001,0.001,0.025,0.013,0.025
t_3645,0.134,0.001,0.001,0.001,0.03,0.016,0.03
t_3646,0.14,0.004,0.004,0.004,0.03,0.017,0.03
t_3647,0.231,0.008,0.008,0.008,0.023,0.016,0.023
t_3648,0.268,0.013,0.013,0.013,0.014,0.014,0.014
t_3649,0.274,0.016,0.016,0.016,0.008,0.012,0.008
t_3650,0.268,0.018,0.018,0.018,0.005,0.012,0.005
t_3651,0.232,0.021,0.021,0.021,0.005,0.013,0.005
t_3652,0.121,0.006,0.006,0.006,0.003,0.005,0.003
t_3653,0.065,0.008,0.008,0.008,0.001,0.005,0.001
t_3654,0.036,0.005,0.005,0.005,0.0,0.003,0.0
t_3655,0.037,0.0,0.0,0.0,0.0,0.0,0.0
t_3656,0.087,0.0,0.0,0.0,0.0,0.0,0.0
t_3657,0.107,0.0,0.0,0.0,0.0,0.0,0.0
t_3658,0.08,0.0,0.0,0.0,0.0,0.0,0.0
t_3659,0.047,0.0,0.0,0.0,0.0,0.0,0.0
t_3660,0.026,0.0,0.0,0.0,0.0,0.0,0.0
t_3661,0.014,0.0,0.0,0.0,0.0,0.0,0.0
t_3662,0.012,0.003,0.003,0.003,0.001,0.002,0.001
t_3663,0.01,0.071,0.071,0.071,0.004,0.038,0.004
t_3664,0.008,0.067,0.067,0.067,0.017,0.042,0.017
t_3665,0.004,0.066,0.066,0.066,0.031,0.049,0.031
t_3666,0.003,0.04,0.04,0.04,0.045,0.043,0.045
t_3667,0.001,0.023,0.023,0.023,0.067,0.045,0.067
t_3668,0.003,0.02,0.02,0.02,0.077,0.049,0.077
t_3669,0.004,0.013,0.013,0.013,0.059,0.036,0.059
t_3670,0.022,0.01,0.01,0.01,0.06,0.035,0.06
t_3671,0.066,0.088,0.088,0.088,0.069,0.079,0.069
t_3672,0.119,0.228,0.228,0.228,0.064,0.146,0.064
t_3673,0.182,0.338,0.338,0.338,0.063,0.201,0.063
t_3674,0.178,0.38,0.38,0.38,0.08,0.23,0.08
t_3675,0.178,0.402,0.402,0.402,0.101,0.252,0.101
t_3676,0.129,0.259,0.259,0.259,0.111,0.185,0.111
t_3677,0.074,0.217,0.217,0.217,0.09,0.154,0.09
t_3678,0.052,0.114,0.114,0.114,0.042,0.078,0.042
t_3679,0.061,0.03,0.03,0.03,0.04,0.035,0.04
t_3680,0.056,0.017,0.017,0.017,0.058,0.038,0.058
t_3681,0.064,0.02,0.02,0.02,0.059,0.04,0.059
t_3682,0.082,0.016,0.016,0.016,0.041,0.029,0.041
t_3683,0.074,0.013,0.013,0.013,0.022,0.018,0.022
t_3684,0.076,0.016,0.016,0.016,0.014,0.015,0.014
t_3685,0.089,0.022,0.022,0.022,0.016,0.019,0.016
t_3686,0.076,0.028,0.028,0.028,0.023,0.026,0.023
t_3687,0.056,0.032,0.032,0.032,0.025,0.029,0.025
t_3688,0.032,0.04,0.04,0.04,0.017,0.029,0.017
t_3689,0.014,0.032,0.032,0.032,0.013,0.023,0.013
t_3690,0.007,0.035,0.035,0.035,0.008,0.022,0.008
t_3691,0.005,0.007,0.007,0.007,0.036,0.022,0.036
t_3692,0.009,0.002,0.002,0.002,0.108,0.055,0.108
t_3693,0.009,0.002,0.002,0.002,0.205,0.104,0.205
t_3694,0.008,0.002,0.002,0.002,0.319,0.161,0.319
t_3695,0.01,0.006,0.006,0.006,0.411,0.209,0.411
t_3696,0.013,0.016,0.016,0.016,0.436,0.226,0.436
t_3697,0.015,0.021,0.021,0.021,0.404,0.213,0.404
t_3698,0.017,0.024,0.024,0.024,0.3,0.162,0.3
t_3699,0.02,0.022,0.022,0.022,0.225,0.124,0.225
t_3700,0.026,0.012,0.012,0.012,0.189,0.101,0.189
t_3701,0.036,0.006,0.006,0.006,0.146,0.076,0.146
t_3702,0.04,0.001,0.001,0.001,0.116,0.059,0.116
t_3703,0.063,0.001,0.001,0.001,0.107,0.054,0.107
t_3704,0.081,0.001,0.001,0.001,0.092,0.047,0.092
t_3705,0.082,0.0,0.0,0.0,0.063,0.032,0.063
t_3706,0.06,0.0,0.0,0.0,0.041,0.021,0.041
t_3707,0.041,0.0,0.0,0.0,0.024,0.012,0.024
t_3708,0.039,0.0,0.0,0.0,0.011,0.006,0.011
t_3709,0.048,0.0,0.0,0.0,0.007,0.004,0.007
t_3710,0.069,0.005,0.005,0.005,0.005,0.005,0.005
t_3711,0.105,0.022,0.022,0.022,0.006,0.014,0.006
t_3712,0.175,0.035,0.035,0.035,0.006,0.021,0.006
t_3713,0.213,0.061,0.061,0.061,0.006,0.034,0.006
t_3714,0.278,0.083,0.083,0.083,0.003,0.043,0.003
t_3715,0.363,0.098,0.098,0.098,0.001,0.05,0.001
t_3716,0.396,0.134,0.134,0.134,0.002,0.068,0.002
t_3717,0.435,0.157,0.157,0.157,0.003,0.08,0.003
t_3718,0.426,0.146,0.146,0.146,0.007,0.077,0.007
t_3719,0.403,0.104,0.104,0.104,0.012,0.058,0.012
t_3720,0.389,0.058,0.058,0.058,0.015,0.037,0.015
t_3721,0.375,0.027,0.027,0.027,0.014,0.021,0.014
t_3722,0.367,0.013,0.013,0.013,0.011,0.012,0.011
t_3723,0.366,0.006,0.006,0.006,0.009,0.008,0.009
t_3724,0.37,0.002,0.002,0.002,0.011,0.007,0.011
t_3725,0.379,0.002,0.002,0.002,0.009,0.006,0.009
t_3726,0.387,0.002,0.002,0.002,0.006,0.004,0.006
t_3727,0.467,0.003,0.003,0.003,0.016,0.01,0.016
t_3728,0.524,0.001,0.001,0.001,0.034,0.018,0.034
t_3729,0.52,0.001,0.001,0.001,0.04,0.021,0.04
t_3730,0.511,0.0,0.0,0.0,0.036,0.018,0.036
t_3731,0.506,0.0,0.0,0.0,0.036,0.018,0.036
t_3732,0.52,0.001,0.001,0.001,0.054,0.028,0.054
t_3733,0.549,0.014,0.014,0.014,0.085,0.05,0.085
t_3734,0.565,0.044,0.044,0.044,0.114,0.079,0.114
t_3735,0.574,0.076,0.076,0.076,0.125,0.101,0.125
t_3736,0.587,0.1,0.1,0.1,0.096,0.098,0.096
t_3737,0.578,0.108,0.108,0.108,0.055,0.082,0.055
t_3738,0.491,0.08,0.08,0.08,0.039,0.06,0.039
t_3739,0.363,0.029,0.029,0.029,0.036,0.033,0.036
t_3740,0.378,0.012,0.012,0.012,0.033,0.023,0.033
t_3741,0.405,0.004,0.004,0.004,0.026,0.015,0.026
t_3742,0.433,0.005,0.005,0.005,0.02,0.013,0.02
t_3743,0.452,0.007,0.007,0.007,0.015,0.011,0.015
t_3744,0.452,0.009,0.009,0.009,0.01,0.01,0.01
t_3745,0.445,0.01,0.01,0.01,0.006,0.008,0.006
t_3746,0.438,0.007,0.007,0.007,0.003,0.005,0.003
t_3747,0.429,0.005,0.005,0.005,0.003,0.004,0.003
t_3748,0.396,0.002,0.002,0.002,0.003,0.003,0.003
t_3749,0.378,0.001,0.001,0.001,0.003,0.002,0.003
t_3750,0.35,0.001,0.001,0.001,0.002,0.002,0.002
t_3751,0.418,0.002,0.002,0.002,0.004,0.003,0.004
t_3752,0.571,0.006,0.006,0.006,0.006,0.006,0.006
t_3753,0.581,0.019,0.019,0.019,0.007,0.013,0.007
t_3754,0.563,0.022,0.022,0.022,0.007,0.015,0.007
t_3755,0.544,0.016,0.016,0.016,0.009,0.013,0.009
t_3756,0.546,0.018,0.018,0.018,0.018,0.018,0.018
t_3757,0.58,0.027,0.027,0.027,0.032,0.03,0.032
t_3758,0.611,0.054,0.054,0.054,0.058,0.056,0.058
t_3759,0.625,0.091,0.091,0.091,0.108,0.1,0.108
t_3760,0.618,0.106,0.106,0.106,0.117,0.112,0.117
t_3761,0.573,0.096,0.096,0.096,0.114,0.105,0.114
t_3762,0.489,0.051,0.051,0.051,0.122,0.087,0.122
t_3763,0.483,0.012,0.012,0.012,0.145,0.079,0.145
t_3764,0.479,0.004,0.004,0.004,0.169,0.087,0.169
t_3765,0.511,0.002,0.002,0.002,0.175,0.089,0.175
t_3766,0.526,0.003,0.003,0.003,0.202,0.103,0.202
t_3767,0.557,0.004,0.004,0.004,0.216,0.11,0.216
t_3768,0.594,0.005,0.005,0.005,0.216,0.111,0.216
t_3769,0.608,0.007,0.007,0.007,0.205,0.106,0.205
t_3770,0.632,0.01,0.01,0.01,0.184,0.097,0.184
t_3771,0.658,0.012,0.012,0.012,0.157,0.085,0.157
t_3772,0.65,0.01,0.01,0.01,0.124,0.067,0.124
t_3773,0.627,0.008,0.008,0.008,0.087,0.048,0.087
t_3774,0.601,0.008,0.008,0.008,0.054,0.031,0.054
t_3775,0.592,0.01,0.01,0.01,0.067,0.039,0.067
t_3776,0.617,0.012,0.012,0.012,0.092,0.052,0.092
t_3777,0.686,0.019,0.019,0.019,0.095,0.057,0.095
t_3778,0.755,0.037,0.037,0.037,0.089,0.063,0.089
t_3779,0.794,0.031,0.031,0.031,0.073,0.052,0.073
t_3780,0.826,0.068,0.068,0.068,0.052,0.06,0.052
t_3781,0.824,0.089,0.089,0.089,0.038,0.064,0.038
t_3782,0.822,0.102,0.102,0.102,0.027,0.065,0.027
t_3783,0.816,0.094,0.094,0.094,0.021,0.058,0.021
t_3784,0.795,0.07,0.07,0.07,0.023,0.047,0.023
t_3785,0.758,0.054,0.054,0.054,0.024,0.039,0.024
t_3786,0.678,0.099,0.099,0.099,0.021,0.06,0.021
t_3787,0.52,0.015,0.015,0.015,0.025,0.02,0.025
t_3788,0.497,0.012,0.012,0.012,0.028,0.02,0.028
t_3789,0.49,0.009,0.009,0.009,0.023,0.016,0.023
t_3790,0.497,0.008,0.008,0.008,0.014,0.011,0.014
t_3791,0.5,0.006,0.006,0.006,0.006,0.006,0.006
t_3792,0.504,0.005,0.005,0.005,0.002,0.004,0.002
t_3793,0.503,0.005,0.005,0.005,0.002,0.004,0.002
t_3794,0.495,0.004,0.004,0.004,0.006,0.005,0.006
t_3795,0.498,0.001,0.001,0.001,0.01,0.006,0.01
t_3796,0.509,0.0,0.0,0.0,0.012,0.006,0.012
t_3797,0.527,0.0,0.0,0.0,0.012,0.006,0.012
t_3798,0.546,0.0,0.0,0.0,0.012,0.006,0.012
t_3799,0.65,0.001,0.001,0.001,0.01,0.006,0.01
t_3800,0.804,0.001,0.001,0.001,0.006,0.004,0.006
t_3801,0.832,0.001,0.001,0.001,0.002,0.002,0.002
t_3802,0.833,0.0,0.0,0.0,0.001,0.001,0.001
t_3803,0.826,0.0,0.0,0.0,0.0,0.0,0.0
t_3804,0.817,0.0,0.0,0.0,0.0,0.0,0.0
t_3805,0.813,0.001,0.001,0.001,0.0,0.001,0.0
t_3806,0.81,0.005,0.005,0.005,0.001,0.003,0.001
t_3807,0.821,0.015,0.015,0.015,0.003,0.009,0.003
t_3808,0.802,0.018,0.018,0.018,0.003,0.011,0.003
t_3809,0.779,0.017,0.017,0.017,0.001,0.009,0.001
t_3810,0.728,0.014,0.014,0.014,0.0,0.007,0.0
t_3811,0.583,0.003,0.003,0.003,0.002,0.003,0.002
t_3812,0.581,0.0,0.0,0.0,0.008,0.004,0.008
t_3813,0.61,0.0,0.0,0.0,0.023,0.012,0.023
t_3814,0.62,0.0,0.0,0.0,0.028,0.014,0.028
t_3815,0.617,0.0,0.0,0.0,0.026,0.013,0.026
t_3816,0.601,0.0,0.0,0.0,0.02,0.01,0.02
t_3817,0.575,0.0,0.0,0.0,0.01,0.005,0.01
t_3818,0.535,0.0,0.0,0.0,0.004,0.002,0.004
t_3819,0.512,0.003,0.003,0.003,0.002,0.003,0.002
t_3820,0.48,0.009,0.009,0.009,0.001,0.005,0.001
t_3821,0.443,0.011,0.011,0.011,0.0,0.006,0.0
t_3822,0.375,0.011,0.011,0.011,0.0,0.006,0.0
t_3823,0.36,0.017,0.017,0.017,0.0,0.009,0.0
t_3824,0.439,0.039,0.039,0.039,0.0,0.02,0.0
t_3825,0.481,0.057,0.057,0.057,0.001,0.029,0.001
t_3826,0.417,0.062,0.062,0.062,0.001,0.032,0.001
t_3827,0.351,0.063,0.063,0.063,0.001,0.032,0.001
t_3828,0.28,0.152,0.152,0.152,0.002,0.077,0.002
t_3829,0.234,0.258,0.258,0.258,0.007,0.133,0.007
t_3830,0.221,0.39,0.39,0.39,0.014,0.202,0.014
t_3831,0.237,0.495,0.495,0.495,0.024,0.26,0.024
t_3832,0.289,0.549,0.549,0.549,0.029,0.289,0.029
t_3833,0.393,0.533,0.533,0.533,0.012,0.273,0.012
t_3834,0.282,0.422,0.422,0.422,0.007,0.215,0.007
t_3835,0.277,0.414,0.414,0.414,0.007,0.211,0.007
t_3836,0.313,0.294,0.294,0.294,0.006,0.15,0.006
t_3837,0.326,0.304,0.304,0.304,0.004,0.154,0.004
t_3838,0.342,0.292,0.292,0.292,0.003,0.148,0.003
t_3839,0.32,0.269,0.269,0.269,0.003,0.136,0.003
t_3840,0.273,0.238,0.238,0.238,0.003,0.121,0.003
t_3841,0.209,0.206,0.206,0.206,0.002,0.104,0.002
t_3842,0.147,0.175,0.175,0.175,0.002,0.089,0.002
t_3843,0.22,0.14,0.14,0.14,0.001,0.071,0.001
t_3844,0.142,0.087,0.087,0.087,0.001,0.044,0.001
t_3845,0.098,0.066,0.066,0.066,0.0,0.033,0.0
t_3846,0.023,0.03,0.03,0.03,0.0,0.015,0.0
t_3847,0.029,0.022,0.022,0.022,0.0,0.011,0.0
t_3848,0.057,0.041,0.041,0.041,0.001,0.021,0.001
t_3849,0.041,0.074,0.074,0.074,0.001,0.038,0.001
t_3850,0.026,0.093,0.093,0.093,0.002,0.048,0.002
t_3851,0.012,0.102,0.102,0.102,0.002,0.052,0.002
t_3852,0.003,0.171,0.171,0.171,0.003,0.087,0.003
t_3853,0.0,0.163,0.163,0.163,0.005,0.084,0.005
t_3854,0.0,0.168,0.168,0.168,0.011,0.09,0.011
t_3855,0.0,0.18,0.18,0.18,0.018,0.099,0.018
t_3856,0.0,0.176,0.176,0.176,0.023,0.1,0.023
t_3857,0.0,0.166,0.166,0.166,0.018,0.092,0.018
t_3858,0.0,0.131,0.131,0.131,0.014,0.073,0.014
t_3859,0.001,0.12,0.12,0.12,0.017,0.069,0.017
t_3860,0.001,0.126,0.126,0.126,0.023,0.075,0.023
t_3861,0.004,0.053,0.053,0.053,0.015,0.034,0.015
t_3862,0.002,0.041,0.041,0.041,0.009,0.025,0.009
t_3863,0.002,0.026,0.026,0.026,0.005,0.016,0.005
t_3864,0.002,0.023,0.023,0.023,0.002,0.013,0.002
t_3865,0.004,0.013,0.013,0.013,0.0,0.007,0.0
t_3866,0.01,0.007,0.007,0.007,0.0,0.004,0.0
t_3867,0.019,0.002,0.002,0.002,0.0,0.001,0.0
t_3868,0.016,0.01,0.01,0.01,0.0,0.005,0.0
t_3869,0.01,0.023,0.023,0.023,0.0,0.012,0.0
t_3870,0.002,0.012,0.012,0.012,0.0,0.006,0.0
t_3871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3875,0.002,0.0,0.0,0.0,0.0,0.0,0.0
t_3876,0.002,0.014,0.014,0.014,0.0,0.007,0.0
t_3877,0.004,0.046,0.046,0.046,0.0,0.023,0.0
t_3878,0.008,0.07,0.07,0.07,0.0,0.035,0.0
t_3879,0.006,0.065,0.065,0.065,0.0,0.033,0.0
t_3880,0.003,0.034,0.034,0.034,0.0,0.017,0.0
t_3881,0.0,0.007,0.007,0.007,0.0,0.004,0.0
t_3882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3884,0.0,0.0,0.0,0.0,0.004,0.002,0.004
t_3885,0.001,0.0,0.0,0.0,0.022,0.011,0.022
t_3886,0.002,0.0,0.0,0.0,0.05,0.025,0.05
t_3887,0.004,0.001,0.001,0.001,0.078,0.04,0.078
t_3888,0.003,0.004,0.004,0.004,0.109,0.057,0.109
t_3889,0.002,0.002,0.002,0.002,0.113,0.058,0.113
t_3890,0.002,0.004,0.004,0.004,0.112,0.058,0.112
t_3891,0.003,0.007,0.007,0.007,0.096,0.052,0.096
t_3892,0.005,0.006,0.006,0.006,0.086,0.046,0.086
t_3893,0.027,0.006,0.006,0.006,0.07,0.038,0.07
t_3894,0.014,0.002,0.002,0.002,0.048,0.025,0.048
t_3895,0.004,0.001,0.001,0.001,0.056,0.029,0.056
t_3896,0.0,0.001,0.001,0.001,0.075,0.038,0.075
t_3897,0.0,0.001,0.001,0.001,0.103,0.052,0.103
t_3898,0.0,0.001,0.001,0.001,0.118,0.06,0.118
t_3899,0.0,0.002,0.002,0.002,0.14,0.071,0.14
t_3900,0.001,0.003,0.003,0.003,0.161,0.082,0.161
t_3901,0.005,0.047,0.047,0.047,0.164,0.106,0.164
t_3902,0.023,0.091,0.091,0.091,0.161,0.126,0.161
t_3903,0.061,0.108,0.108,0.108,0.147,0.128,0.147
t_3904,0.114,0.099,0.099,0.099,0.108,0.104,0.108
t_3905,0.145,0.071,0.071,0.071,0.07,0.071,0.07
t_3906,0.137,0.036,0.036,0.036,0.056,0.046,0.056
t_3907,0.151,0.016,0.016,0.016,0.07,0.043,0.07
t_3908,0.214,0.03,0.03,0.03,0.095,0.063,0.095
t_3909,0.284,0.046,0.046,0.046,0.096,0.071,0.096
t_3910,0.388,0.076,0.076,0.076,0.077,0.077,0.077
t_3911,0.523,0.093,0.093,0.093,0.047,0.07,0.047
t_3912,0.653,0.089,0.089,0.089,0.018,0.054,0.018
t_3913,0.764,0.078,0.078,0.078,0.006,0.042,0.006
t_3914,0.821,0.05,0.05,0.05,0.001,0.026,0.001
t_3915,0.841,0.011,0.011,0.011,0.0,0.006,0.0
t_3916,0.8,0.005,0.005,0.005,0.0,0.003,0.0
t_3917,0.731,0.002,0.002,0.002,0.0,0.001,0.0
t_3918,0.669,0.001,0.001,0.001,0.0,0.001,0.0
t_3919,0.683,0.0,0.0,0.0,0.0,0.0,0.0
t_3920,0.682,0.0,0.0,0.0,0.0,0.0,0.0
t_3921,0.664,0.001,0.001,0.001,0.0,0.001,0.0
t_3922,0.696,0.006,0.006,0.006,0.002,0.004,0.002
t_3923,0.755,0.042,0.042,0.042,0.006,0.024,0.006
t_3924,0.758,0.104,0.104,0.104,0.012,0.058,0.012
t_3925,0.745,0.15,0.15,0.15,0.016,0.083,0.016
t_3926,0.702,0.205,0.205,0.205,0.014,0.11,0.014
t_3927,0.645,0.154,0.154,0.154,0.008,0.081,0.008
t_3928,0.614,0.218,0.218,0.218,0.002,0.11,0.002
t_3929,0.567,0.281,0.281,0.281,0.0,0.141,0.0
t_3930,0.409,0.281,0.281,0.281,0.0,0.141,0.0
t_3931,0.298,0.197,0.197,0.197,0.0,0.099,0.0
t_3932,0.362,0.192,0.192,0.192,0.0,0.096,0.0
t_3933,0.372,0.173,0.173,0.173,0.0,0.087,0.0
t_3934,0.351,0.153,0.153,0.153,0.004,0.079,0.004
t_3935,0.41,0.225,0.225,0.225,0.02,0.123,0.02
t_3936,0.47,0.134,0.134,0.134,0.09,0.112,0.09
t_3937,0.544,0.06,0.06,0.06,0.238,0.149,0.238
t_3938,0.539,0.036,0.036,0.036,0.397,0.217,0.397
t_3939,0.534,0.004,0.004,0.004,0.518,0.261,0.518
t_3940,0.5,0.001,0.001,0.001,0.504,0.253,0.504
t_3941,0.46,0.001,0.001,0.001,0.543,0.272,0.543
t_3942,0.435,0.0,0.0,0.0,0.536,0.268,0.536
t_3943,0.455,0.0,0.0,0.0,0.481,0.241,0.481
t_3944,0.498,0.0,0.0,0.0,0.417,0.209,0.417
t_3945,0.543,0.001,0.001,0.001,0.349,0.175,0.349
t_3946,0.547,0.001,0.001,0.001,0.283,0.142,0.283
t_3947,0.536,0.002,0.002,0.002,0.238,0.12,0.238
t_3948,0.503,0.014,0.014,0.014,0.212,0.113,0.212
t_3949,0.476,0.033,0.033,0.033,0.183,0.108,0.183
t_3950,0.458,0.051,0.051,0.051,0.144,0.098,0.144
t_3951,0.461,0.065,0.065,0.065,0.102,0.084,0.102
t_3952,0.477,0.076,0.076,0.076,0.074,0.075,0.074
t_3953,0.476,0.077,0.077,0.077,0.045,0.061,0.045
t_3954,0.442,0.067,0.067,0.067,0.015,0.041,0.015
t_3955,0.332,0.052,0.052,0.052,0.003,0.028,0.003
t_3956,0.342,0.011,0.011,0.011,0.001,0.006,0.001
t_3957,0.382,0.007,0.007,0.007,0.0,0.004,0.0
t_3958,0.382,0.005,0.005,0.005,0.0,0.003,0.0
t_3959,0.363,0.005,0.005,0.005,0.0,0.003,0.0
t_3960,0.343,0.004,0.004,0.004,0.0,0.002,0.0
t_3961,0.32,0.002,0.002,0.002,0.0,0.001,0.0
t_3962,0.301,0.001,0.001,0.001,0.0,0.001,0.0
t_3963,0.278,0.0,0.0,0.0,0.0,0.0,0.0
t_3964,0.264,0.0,0.0,0.0,0.0,0.0,0.0
t_3965,0.26,0.0,0.0,0.0,0.0,0.0,0.0
t_3966,0.223,0.0,0.0,0.0,0.0,0.0,0.0
t_3967,0.37,0.0,0.0,0.0,0.0,0.0,0.0
t_3968,0.512,0.0,0.0,0.0,0.0,0.0,0.0
t_3969,0.518,0.0,0.0,0.0,0.0,0.0,0.0
t_3970,0.473,0.0,0.0,0.0,0.0,0.0,0.0
t_3971,0.401,0.0,0.0,0.0,0.0,0.0,0.0
t_3972,0.355,0.0,0.0,0.0,0.0,0.0,0.0
t_3973,0.344,0.005,0.005,0.005,0.0,0.003,0.0
t_3974,0.361,0.029,0.029,0.029,0.0,0.015,0.0
t_3975,0.359,0.058,0.058,0.058,0.0,0.029,0.0
t_3976,0.344,0.081,0.081,0.081,0.001,0.041,0.001
t_3977,0.307,0.072,0.072,0.072,0.002,0.037,0.002
t_3978,0.221,0.036,0.036,0.036,0.002,0.019,0.002
t_3979,0.109,0.007,0.007,0.007,0.001,0.004,0.001
t_3980,0.301,0.001,0.001,0.001,0.0,0.001,0.0
t_3981,0.235,0.0,0.0,0.0,0.0,0.0,0.0
t_3982,0.157,0.0,0.0,0.0,0.0,0.0,0.0
t_3983,0.089,0.0,0.0,0.0,0.0,0.0,0.0
t_3984,0.046,0.0,0.0,0.0,0.0,0.0,0.0
t_3985,0.03,0.0,0.0,0.0,0.001,0.001,0.001
t_3986,0.028,0.0,0.0,0.0,0.003,0.002,0.003
t_3987,0.023,0.001,0.001,0.001,0.005,0.003,0.005
t_3988,0.01,0.013,0.013,0.013,0.003,0.008,0.003
t_3989,0.003,0.054,0.054,0.054,0.002,0.028,0.002
t_3990,0.0,0.072,0.072,0.072,0.0,0.036,0.0
t_3991,0.0,0.028,0.028,0.028,0.0,0.014,0.0
t_3992,0.001,0.006,0.006,0.006,0.0,0.003,0.0
t_3993,0.009,0.004,0.004,0.004,0.0,0.002,0.0
t_3994,0.056,0.009,0.009,0.009,0.0,0.005,0.0
t_3995,0.123,0.027,0.027,0.027,0.001,0.014,0.001
t_3996,0.204,0.02,0.02,0.02,0.001,0.011,0.001
t_3997,0.217,0.027,0.027,0.027,0.001,0.014,0.001
t_3998,0.173,0.033,0.033,0.033,0.001,0.017,0.001
t_3999,0.122,0.053,0.053,0.053,0.002,0.028,0.002
t_4000,0.076,0.043,0.043,0.043,0.003,0.023,0.003
t_4001,0.036,0.018,0.018,0.018,0.002,0.01,0.002
t_4002,0.006,0.007,0.007,0.007,0.002,0.005,0.002
t_4003,0.002,0.003,0.003,0.003,0.001,0.002,0.001
t_4004,0.001,0.001,0.001,0.001,0.0,0.001,0.0
t_4005,0.0,0.001,0.001,0.001,0.0,0.001,0.0
t_4006,0.0,0.002,0.002,0.002,0.001,0.002,0.001
t_4007,0.0,0.002,0.002,0.002,0.002,0.002,0.002
t_4008,0.0,0.0,0.0,0.0,0.005,0.003,0.005
t_4009,0.0,0.0,0.0,0.0,0.004,0.002,0.004
t_4010,0.001,0.0,0.0,0.0,0.003,0.002,0.003
t_4011,0.001,0.0,0.0,0.0,0.002,0.001,0.002
t_4012,0.002,0.0,0.0,0.0,0.001,0.001,0.001
t_4013,0.002,0.0,0.0,0.0,0.001,0.001,0.001
t_4014,0.003,0.0,0.0,0.0,0.001,0.001,0.001
t_4015,0.01,0.0,0.0,0.0,0.002,0.001,0.002
t_4016,0.056,0.0,0.0,0.0,0.002,0.001,0.002
t_4017,0.186,0.0,0.0,0.0,0.002,0.001,0.002
t_4018,0.313,0.0,0.0,0.0,0.002,0.001,0.002
t_4019,0.379,0.0,0.0,0.0,0.001,0.001,0.001
t_4020,0.387,0.0,0.0,0.0,0.001,0.001,0.001
t_4021,0.424,0.0,0.0,0.0,0.001,0.001,0.001
t_4022,0.51,0.0,0.0,0.0,0.001,0.001,0.001
t_4023,0.479,0.0,0.0,0.0,0.001,0.001,0.001
t_4024,0.324,0.0,0.0,0.0,0.0,0.0,0.0
t_4025,0.223,0.0,0.0,0.0,0.0,0.0,0.0
t_4026,0.175,0.0,0.0,0.0,0.0,0.0,0.0
t_4027,0.156,0.0,0.0,0.0,0.0,0.0,0.0
t_4028,0.144,0.0,0.0,0.0,0.0,0.0,0.0
t_4029,0.125,0.001,0.001,0.001,0.0,0.001,0.0
t_4030,0.12,0.001,0.001,0.001,0.0,0.001,0.0
t_4031,0.082,0.012,0.012,0.012,0.0,0.006,0.0
t_4032,0.064,0.038,0.038,0.038,0.0,0.019,0.0
t_4033,0.04,0.071,0.071,0.071,0.0,0.036,0.0
