scenario,zone,tech,weather_year,2030,2035,2040,2050,Unnamed: 8,Unnamed: 9
DistributedEnergy,FR00,nuclear,1995,410341.4575,305968.4878,201595.5181,81584.4922,,
DistributedEnergy,FR00,nuclear,2008,425998.8352,320418.7172,214838.5993,85209.3953,,
DistributedEnergy,FR00,nuclear,2009,420775.1325,321003.9461,221232.7597,89713.2527,,
GlobalAmbition,FR00,nuclear,1995,382314.3821,352855.2393,323396.0964,309241.4006,,
GlobalAmbition,FR00,nuclear,2008,384588.0747,355533.9266,326479.7784,315677.898,,
GlobalAmbition,FR00,nuclear,2009,400074.9002,375207.6723,350340.4443,330527.0821,,
DistributedEnergy,FR00,oil,1995,64.5579,32.2789,,,,
DistributedEnergy,FR00,oil,2009,12.8349,6.4174,,,,
GlobalAmbition,FR00,oil,1995,38.1949,19.0975,,,,
GlobalAmbition,FR00,oil,2009,6.9317,3.4659,,,,
DistributedEnergy,FR00,pvrf,1995,106134.8671,153081.0204,200027.1738,259582.4587,,
DistributedEnergy,FR00,pvrf,2008,103473.4033,149216.9243,194960.4453,253166.248,,
DistributedEnergy,FR00,pvrf,2009,108250.8636,156115.8303,203980.7971,262954.3037,,
GlobalAmbition,FR00,pvrf,1995,91918.0347,137555.6844,183193.3341,231831.9821,,
GlobalAmbition,FR00,pvrf,2008,89960.6193,134291.742,178622.8647,227667.6904,,
GlobalAmbition,FR00,pvrf,2009,93790.3318,139198.0765,184605.8211,237203.8137,,
DistributedEnergy,FR00,windof,1995,37567.3134,88075.3165,138583.3196,205793.6982,,
DistributedEnergy,FR00,windof,2008,39632.8573,92823.8272,146014.7971,217325.2303,,
DistributedEnergy,FR00,windof,2009,36769.4504,86144.3446,135519.2389,201433.729,,
GlobalAmbition,FR00,windof,1995,63677.5958,131524.4239,199371.2519,273702.1912,,
GlobalAmbition,FR00,windof,2008,67176.9136,138701.5698,210226.226,287974.9057,,
GlobalAmbition,FR00,windof,2009,62317.9059,128623.174,194928.4421,267314.332,,
DistributedEnergy,FR00,windon,1995,120035.8849,182208.3144,244380.7439,313397.5213,,
DistributedEnergy,FR00,windon,2008,116975.2453,179367.9043,241760.5634,311605.1492,,
DistributedEnergy,FR00,windon,2009,113060.29,173860.4294,234660.5689,306587.6236,,
GlobalAmbition,FR00,windon,1995,111781.0166,141888.2209,171995.4252,237500.4999,,
GlobalAmbition,FR00,windon,2008,108710.2536,138146.1013,167581.9491,231288.7304,,
GlobalAmbition,FR00,windon,2009,105150.1644,134048.011,162945.8576,224923.742,,
DistributedEnergy,FR15,battery,1995,29.2193,27.7511,26.283,165.7925,,
DistributedEnergy,FR15,battery,2008,32.7154,29.0274,25.3394,182.1942,,
DistributedEnergy,FR15,battery,2009,36.2964,29.4704,22.6444,183.2419,,
GlobalAmbition,FR15,battery,1995,9.6491,23.4035,37.158,129.9223,,
GlobalAmbition,FR15,battery,2008,6.7673,17.1123,27.4573,104.527,,
GlobalAmbition,FR15,battery,2009,6.9329,16.7981,26.6634,155.2911,,
DistributedEnergy,FR15,dsr,1995,,0.018,0.036,0.0509,,
DistributedEnergy,FR15,dsr,2008,,0.018,0.036,,,
DistributedEnergy,FR15,dsr,2009,,,,0.039,,
GlobalAmbition,FR15,dsr,1995,,,,0.0105,,
DistributedEnergy,GR00,battery,1995,4405.186,7581.9977,10758.8094,13479.548,,
DistributedEnergy,GR00,battery,2008,4388.5998,7660.4922,10932.3845,13401.8788,,
DistributedEnergy,GR00,battery,2009,4433.0496,7684.0133,10934.977,13317.6265,,
GlobalAmbition,GR00,battery,1995,1455.7891,2830.8929,4205.9968,5917.1695,,
GlobalAmbition,GR00,battery,2008,1454.3795,2908.5899,4362.8003,6004.7204,,
GlobalAmbition,GR00,battery,2009,1441.269,2905.9241,4370.5791,5858.174,,
DistributedEnergy,GR00,biomass,1995,2180.8015,3123.636,4066.4705,5027.0921,,
DistributedEnergy,GR00,biomass,2008,2180.7669,3124.1098,4067.4527,5027.0921,,
DistributedEnergy,GR00,biomass,2009,2180.8015,3124.1098,4067.4181,5027.0921,,
GlobalAmbition,GR00,biomass,1995,2180.8015,3115.7299,4050.6583,5028.5058,,
GlobalAmbition,GR00,biomass,2008,2180.7109,3114.3921,4048.0733,5029.5678,,
GlobalAmbition,GR00,biomass,2009,2180.8015,3116.8858,4052.9701,5027.3866,,
DistributedEnergy,GR00,gas,1995,10701.6277,14830.3701,18959.1125,15063.0772,,
DistributedEnergy,GR00,gas,2008,9707.6501,14149.0592,18590.4682,13653.3959,,
DistributedEnergy,GR00,gas,2009,10156.4143,14873.5468,19590.6793,15554.2812,,
GlobalAmbition,GR00,gas,1995,11547.9355,12172.5084,12797.0813,14253.046,,
GlobalAmbition,GR00,gas,2008,11131.8674,11270.248,11408.6286,13167.5057,,
GlobalAmbition,GR00,gas,2009,10780.4115,11629.992,12479.5725,14479.6777,,
DistributedEnergy,GR00,pvrf,1995,21540.8108,29595.8523,37650.8938,56167.3866,,
DistributedEnergy,GR00,pvrf,2008,22053.5502,30352.4575,38651.3647,57435.6845,,
DistributedEnergy,GR00,pvrf,2009,21370.5799,29299.1449,37227.7098,56257.9946,,
GlobalAmbition,GR00,pvrf,1995,18240.0924,24994.065,31748.0376,39957.9333,,
GlobalAmbition,GR00,pvrf,2008,18768.4037,25505.4992,32242.5947,40910.524,,
GlobalAmbition,GR00,pvrf,2009,18145.6614,24886.2875,31626.9135,40362.6357,,
DistributedEnergy,GR00,windof,1995,1695.5496,3057.3619,4419.1742,7653.4422,,
DistributedEnergy,GR00,windof,2008,1757.6088,3176.352,4595.0952,7934.4961,,
DistributedEnergy,GR00,windof,2009,1759.7443,3167.1794,4574.6146,7943.2067,,
GlobalAmbition,GR00,windof,1995,7194.3048,10859.7471,14525.1894,17175.2055,,
GlobalAmbition,GR00,windof,2008,7457.8715,11275.732,15093.5925,17871.464,,
GlobalAmbition,GR00,windof,2009,7466.686,11247.9092,15029.1323,17769.571,,
DistributedEnergy,GR00,windon,1995,18755.8407,24195.3653,29634.8899,40372.2081,,
DistributedEnergy,GR00,windon,2008,18573.2293,23881.4898,29189.7502,39901.1758,,
DistributedEnergy,GR00,windon,2009,18317.2476,23748.1457,29179.0439,39455.7759,,
GlobalAmbition,GR00,windon,1995,18727.0835,22178.4759,25629.8684,27122.4102,,
GlobalAmbition,GR00,windon,2008,18469.203,22000.3143,25531.4257,26900.6454,,
GlobalAmbition,GR00,windon,2009,18238.1843,21585.775,24933.3656,26298.1029,,
DistributedEnergy,GR03,battery,1995,45.7634,95.9495,146.1357,293.7915,,
DistributedEnergy,GR03,battery,2008,45.1846,96.33,147.4754,276.7875,,
DistributedEnergy,GR03,battery,2009,48.4243,96.2795,144.1348,292.5953,,
GlobalAmbition,GR03,battery,1995,41.3839,79.7306,118.0773,212.5539,,
GlobalAmbition,GR03,battery,2008,37.6326,77.5689,117.5053,204.4581,,
GlobalAmbition,GR03,battery,2009,39.6819,79.5436,119.4053,202.505,,
DistributedEnergy,GR03,oil,1995,,0.049,0.098,,,
DistributedEnergy,GR03,oil,2008,,0.49,0.98,,,
GlobalAmbition,GR03,oil,1995,,,,5.6575,,
GlobalAmbition,GR03,oil,2009,,,,0.882,,
DistributedEnergy,GR03,pvrf,1995,494.3704,600.6548,706.9392,628.9238,,
DistributedEnergy,GR03,pvrf,2008,476.6821,584.7324,692.7828,619.2077,,
DistributedEnergy,GR03,pvrf,2009,459.9998,570.0586,680.1173,598.5902,,
GlobalAmbition,GR03,pvrf,1995,583.0788,666.9381,750.7975,690.6561,,
GlobalAmbition,GR03,pvrf,2008,565.6116,640.1948,714.778,672.9694,,
GlobalAmbition,GR03,pvrf,2009,537.6108,625.3683,713.1258,643.8316,,
GlobalAmbition,GR03,windof,1995,211.61,211.5865,211.5629,176.5707,,
GlobalAmbition,GR03,windof,2008,213.9744,215.62,217.2656,179.1028,,
GlobalAmbition,GR03,windof,2009,212.4829,214.5451,216.6072,182.6411,,
DistributedEnergy,GR03,windon,1995,20111.0645,19825.6748,19540.2852,18993.9686,,
DistributedEnergy,GR03,windon,2008,21112.3171,20927.8375,20743.358,20078.4309,,
DistributedEnergy,GR03,windon,2009,21726.8416,21562.8511,21398.8605,20666.3392,,
GlobalAmbition,GR03,windon,1995,18481.0988,18474.0096,18466.9205,19105.761,,
GlobalAmbition,GR03,windon,2008,19531.3627,19560.823,19590.2834,20092.6772,,
GlobalAmbition,GR03,windon,2009,20188.7046,20288.516,20388.3275,20571.5231,,
DistributedEnergy,HR00,battery,1995,291.6143,1468.7844,2645.9546,3300.4887,,
DistributedEnergy,HR00,battery,2008,286.239,1494.9581,2703.6771,3295.4729,,
DistributedEnergy,HR00,battery,2009,298.133,1475.2908,2652.4485,3237.1545,,
GlobalAmbition,HR00,battery,1995,33.2502,332.9807,632.7113,1339.8205,,
GlobalAmbition,HR00,battery,2008,31.0291,333.0742,635.1194,1340.1097,,
GlobalAmbition,HR00,battery,2009,33.1771,334.9547,636.7322,1345.9578,,
DistributedEnergy,HR00,biomass,1995,2787.84,2795.3512,2802.8624,2787.84,,
DistributedEnergy,HR00,biomass,2008,2787.84,2795.52,2803.2,2787.84,,
DistributedEnergy,HR00,biomass,2009,2787.84,2795.52,2803.2,2787.84,,
GlobalAmbition,HR00,biomass,1995,2787.84,2795.5113,2803.1826,2795.52,,
GlobalAmbition,HR00,biomass,2008,2787.84,2795.52,2803.2,2795.52,,
GlobalAmbition,HR00,biomass,2009,2787.84,2795.52,2803.2,2795.52,,
DistributedEnergy,HR00,dsr,1995,,0.6739,1.3479,2.284,,
DistributedEnergy,HR00,dsr,2008,,0.3263,0.6525,1.171,,
DistributedEnergy,HR00,dsr,2009,,0.61,1.22,1.9563,,
GlobalAmbition,HR00,dsr,1995,,0.1119,0.2238,1.295,,
GlobalAmbition,HR00,dsr,2008,,0.0063,0.0125,0.3438,,
GlobalAmbition,HR00,dsr,2009,,0.0531,0.1063,0.8238,,
DistributedEnergy,HR00,gas,1995,863.7605,1750.7997,2637.8389,1775.1728,,
DistributedEnergy,HR00,gas,2008,393.6155,1401.7182,2409.8209,1742.4,,
DistributedEnergy,HR00,gas,2009,919.6024,1755.1363,2590.6702,1748.3801,,
GlobalAmbition,HR00,gas,1995,824.8658,1531.1887,2237.5115,1747.2,,
GlobalAmbition,HR00,gas,2008,396.5501,1210.9487,2025.3473,1747.2,,
GlobalAmbition,HR00,gas,2009,731.5915,1482.252,2232.9126,1747.2,,
DistributedEnergy,HR00,pvrf,1995,2118.6679,3309.6765,4500.6852,8764.6892,,
DistributedEnergy,HR00,pvrf,2008,2159.9472,3351.9767,4544.0061,8885.2135,,
DistributedEnergy,HR00,pvrf,2009,2121.9289,3292.5922,4463.2554,8715.4164,,
GlobalAmbition,HR00,pvrf,1995,1076.8957,1583.2905,2089.6854,2344.8176,,
GlobalAmbition,HR00,pvrf,2008,1101.6187,1618.7561,2135.8935,2393.3155,,
GlobalAmbition,HR00,pvrf,2009,1073.9327,1582.9498,2091.9668,2347.5404,,
DistributedEnergy,HR00,windon,1995,12012.6624,16333.0621,20653.4618,26379.6937,,
DistributedEnergy,HR00,windon,2008,12454.6453,17160.3529,21866.0604,27220.6067,,
DistributedEnergy,HR00,windon,2009,12384.4211,16964.5172,21544.6133,26968.899,,
GlobalAmbition,HR00,windon,1995,5792.2868,5807.2719,5822.2569,6467.6893,,
GlobalAmbition,HR00,windon,2008,6029.6593,6050.5635,6071.4678,6742.2142,,
GlobalAmbition,HR00,windon,2009,5975.7619,6004.4837,6033.2054,6702.446,,
DistributedEnergy,HU00,Biofuels,1995,29.4227,14.7113,,,,
DistributedEnergy,HU00,Biofuels,2008,7.4885,3.7442,,,,
DistributedEnergy,HU00,Biofuels,2009,29.411,14.7055,,,,
GlobalAmbition,HU00,Biofuels,1995,15.9236,7.9618,,,,
GlobalAmbition,HU00,Biofuels,2008,2.2918,1.1459,,,,
GlobalAmbition,HU00,Biofuels,2009,11.0051,5.5026,,,,
DistributedEnergy,HU00,battery,1995,3255.7395,5323.3427,7390.9459,10614.1343,,
DistributedEnergy,HU00,battery,2008,3258.8074,5408.2888,7557.7702,10671.0283,,
DistributedEnergy,HU00,battery,2009,3334.2304,5346.9458,7359.6613,10517.8779,,
GlobalAmbition,HU00,battery,1995,1068.2106,2188.5299,3308.8491,4804.0485,,
GlobalAmbition,HU00,battery,2008,1025.2651,2218.8983,3412.5314,4823.8055,,
GlobalAmbition,HU00,battery,2009,1051.4104,2213.3752,3375.3401,4688.5973,,
DistributedEnergy,HU00,biomass,1995,2151.4185,2412.5491,2673.6796,2666.2411,,
DistributedEnergy,HU00,biomass,2008,2151.4185,2412.5491,2673.6796,2666.2411,,
DistributedEnergy,HU00,biomass,2009,2151.4185,2412.5491,2673.6796,2666.2411,,
GlobalAmbition,HU00,biomass,1995,2151.4185,2412.5491,2673.6796,2673.6796,,
GlobalAmbition,HU00,biomass,2008,2151.4185,2412.5491,2673.6796,2673.6796,,
GlobalAmbition,HU00,biomass,2009,2151.4185,2412.5491,2673.6796,2673.6796,,
DistributedEnergy,HU00,gas,1995,4951.887,4821.9663,4692.0456,3234.4683,,
DistributedEnergy,HU00,gas,2008,4003.5016,3958.4319,3913.3621,2458.1683,,
DistributedEnergy,HU00,gas,2009,5209.1021,5130.969,5052.8359,3138.1116,,
GlobalAmbition,HU00,gas,1995,4616.6001,3978.2211,3339.842,2622.247,,
GlobalAmbition,HU00,gas,2008,3884.4169,3330.0778,2775.7387,2589.6914,,
GlobalAmbition,HU00,gas,2009,4584.4689,3973.033,3361.597,2879.1374,,
DistributedEnergy,HU00,nuclear,1995,7681.5668,3840.7834,,,,
DistributedEnergy,HU00,nuclear,2008,7795.8788,3897.9394,,,,
DistributedEnergy,HU00,nuclear,2009,7787.0737,3893.5369,,,,
GlobalAmbition,HU00,nuclear,1995,25660.1846,24335.1692,23010.1537,19423.107,,
GlobalAmbition,HU00,nuclear,2008,25703.9008,24514.7412,23325.5815,19495.1657,,
GlobalAmbition,HU00,nuclear,2009,25652.6639,24393.9971,23135.3303,19383.0866,,
DistributedEnergy,HU00,oil,1995,,3.2933,6.5867,,,
DistributedEnergy,HU00,pvrf,1995,13255.4435,19515.6323,25775.8212,36557.6389,,
DistributedEnergy,HU00,pvrf,2008,13901.7745,20548.9324,27196.0902,38547.1244,,
DistributedEnergy,HU00,pvrf,2009,13815.3631,20359.6445,26903.926,38258.1361,,
GlobalAmbition,HU00,pvrf,1995,10412.6316,15683.3041,20953.9766,26157.4358,,
GlobalAmbition,HU00,pvrf,2008,10807.3407,16264.9163,21722.492,27136.148,,
GlobalAmbition,HU00,pvrf,2009,10699.282,16048.688,21398.0941,26732.622,,
DistributedEnergy,HU00,windon,1995,16847.3075,28927.4851,41007.6628,50504.7715,,
DistributedEnergy,HU00,windon,2008,16822.5555,29029.7173,41236.8791,50838.6151,,
DistributedEnergy,HU00,windon,2009,15913.8309,27497.5197,39081.2085,48061.5462,,
GlobalAmbition,HU00,windon,1995,3092.11,5181.8115,7271.5129,8962.5484,,
GlobalAmbition,HU00,windon,2008,3084.8365,5171.8997,7258.9629,8926.6292,,
GlobalAmbition,HU00,windon,2009,2938.6591,4945.9017,6953.1443,8513.3171,,
DistributedEnergy,IE00,Biofuels,1995,12.3045,81.6309,150.9573,70.1539,,
DistributedEnergy,IE00,Biofuels,2008,10.7055,75.0816,139.4577,69.0736,,
DistributedEnergy,IE00,Biofuels,2009,15.1515,93.4179,171.6843,71.9444,,
GlobalAmbition,IE00,Biofuels,1995,7.2558,49.4297,91.6036,117.917,,
GlobalAmbition,IE00,Biofuels,2008,6.2138,44.4678,82.7217,116.0055,,
GlobalAmbition,IE00,Biofuels,2009,6.2115,53.6508,101.09,137.5744,,
DistributedEnergy,IE00,battery,1995,2112.5192,3196.5172,4280.5153,5000.1918,,
DistributedEnergy,IE00,battery,2008,2132.2039,3205.928,4279.652,5214.737,,
DistributedEnergy,IE00,battery,2009,2133.3773,3182.3372,4231.2972,5216.8356,,
GlobalAmbition,IE00,battery,1995,553.7361,1194.5044,1835.2727,2199.496,,
GlobalAmbition,IE00,battery,2008,562.6067,1235.4434,1908.28,2254.9754,,
GlobalAmbition,IE00,battery,2009,551.8576,1209.8128,1867.7681,2204.2273,,
DistributedEnergy,IE00,biomass,1995,527.9115,713.0468,898.1821,448.4732,,
DistributedEnergy,IE00,biomass,2008,527.9115,716.7776,905.6437,453.6526,,
DistributedEnergy,IE00,biomass,2009,527.7924,717.733,907.6737,458.0994,,
GlobalAmbition,IE00,biomass,1995,464.2735,642.5569,820.8404,799.3657,,
GlobalAmbition,IE00,biomass,2008,464.7833,640.6944,816.6055,779.7048,,
GlobalAmbition,IE00,biomass,2009,475.2291,652.6305,830.032,825.1007,,
DistributedEnergy,IE00,dsr,1995,4.4387,401.5967,798.7546,,,
DistributedEnergy,IE00,dsr,2008,2.1,385.4617,768.8234,,,
DistributedEnergy,IE00,dsr,2009,1.7,489.6677,977.6353,,,
GlobalAmbition,IE00,dsr,1995,6.4039,49.6402,92.8765,367.6035,,
GlobalAmbition,IE00,dsr,2008,,64.2574,128.5148,350.5862,,
GlobalAmbition,IE00,dsr,2009,0.2591,44.8046,89.3502,303.8833,,
DistributedEnergy,IE00,gas,1995,5708.5121,7718.5616,9728.611,4423.4622,,
DistributedEnergy,IE00,gas,2008,5888.9784,7311.0165,8733.0545,4420.3007,,
DistributedEnergy,IE00,gas,2009,6570.5159,8897.7613,11225.0067,4030.1062,,
GlobalAmbition,IE00,gas,1995,4801.2424,4834.8074,4868.3725,6201.1267,,
GlobalAmbition,IE00,gas,2008,5130.4057,4992.6765,4854.9472,5666.8741,,
GlobalAmbition,IE00,gas,2009,5317.5871,5686.3546,6055.122,6643.8591,,
DistributedEnergy,IE00,hardcoal,1995,258.5623,129.2812,,,,
DistributedEnergy,IE00,hardcoal,2008,251.7123,125.8562,,,,
DistributedEnergy,IE00,hardcoal,2009,259.4592,129.7296,,,,
GlobalAmbition,IE00,hardcoal,1995,192.9061,96.453,,,,
GlobalAmbition,IE00,hardcoal,2008,194.276,97.138,,,,
GlobalAmbition,IE00,hardcoal,2009,209.1381,104.569,,,,
DistributedEnergy,IE00,oil,1995,8.6953,8.083,7.4706,,,
DistributedEnergy,IE00,oil,2009,2.393,1.1965,,,,
GlobalAmbition,IE00,oil,1995,8.5327,4.2663,,7.452,,
GlobalAmbition,IE00,oil,2009,,,,3.3087,,
DistributedEnergy,IE00,pvrf,1995,1120.9325,1945.1489,2769.3653,3011.2296,,
DistributedEnergy,IE00,pvrf,2008,1048.4855,1821.8171,2595.1487,2811.2514,,
DistributedEnergy,IE00,pvrf,2009,1071.6764,1862.8772,2654.078,2847.9852,,
GlobalAmbition,IE00,pvrf,1995,597.8338,847.2599,1096.6861,1376.0852,,
GlobalAmbition,IE00,pvrf,2008,559.3026,793.7381,1028.1736,1289.6299,,
GlobalAmbition,IE00,pvrf,2009,577.5791,816.1137,1054.6484,1337.1846,,
DistributedEnergy,IE00,windof,1995,20235.1604,28274.1095,36313.0586,96327.3857,,
DistributedEnergy,IE00,windof,2008,19982.1532,27827.2491,35672.345,93756.9263,,
DistributedEnergy,IE00,windof,2009,20186.9383,28277.7856,36368.633,98081.0157,,
GlobalAmbition,IE00,windof,1995,21019.71,24965.9329,28912.1558,46426.3601,,
GlobalAmbition,IE00,windof,2008,20778.463,24479.6967,28180.9303,45512.6923,,
GlobalAmbition,IE00,windof,2009,21052.1095,25029.1939,29006.2784,46526.8185,,
DistributedEnergy,IE00,windon,1995,17046.3648,24928.0373,32809.7098,22015.4802,,
DistributedEnergy,IE00,windon,2008,17706.8013,25825.5927,33944.3841,23488.8105,,
DistributedEnergy,IE00,windon,2009,16749.8866,24759.5365,32769.1864,23345.3033,,
GlobalAmbition,IE00,windon,1995,16161.9931,18045.8852,19929.7773,24257.4396,,
GlobalAmbition,IE00,windon,2008,16884.6244,18646.8877,20409.151,24819.7803,,
GlobalAmbition,IE00,windon,2009,15912.7452,17928.514,19944.2827,24324.4279,,
DistributedEnergy,IT00,battery,1995,27838.3884,46542.0717,65245.755,74167.8494,,
DistributedEnergy,IT00,battery,2008,27312.461,46456.4299,65600.3987,73311.6124,,
DistributedEnergy,IT00,battery,2009,27681.1991,46438.7137,65196.2282,73139.2057,,
GlobalAmbition,IT00,battery,1995,9936.6049,19862.0872,29787.5695,38716.3984,,
GlobalAmbition,IT00,battery,2008,9688.6783,19587.7022,29486.7261,38532.6792,,
GlobalAmbition,IT00,battery,2009,9803.5291,19794.1712,29784.8134,38287.9453,,
DistributedEnergy,IT00,biomass,1995,21568.0501,22211.1381,22854.2261,22724.7588,,
DistributedEnergy,IT00,biomass,2008,21600.0056,22245.9037,22891.8017,22768.1276,,
DistributedEnergy,IT00,biomass,2009,21589.0231,22229.5017,22869.9802,22758.0806,,
GlobalAmbition,IT00,biomass,1995,21534.5376,22150.585,22766.6323,22701.1836,,
GlobalAmbition,IT00,biomass,2008,21595.775,22224.8779,22853.9808,22785.1879,,
GlobalAmbition,IT00,biomass,2009,21580.6025,22196.2058,22811.809,22714.0033,,
DistributedEnergy,IT00,dsr,1995,860.0508,2034.4169,3208.7829,2482.4655,,
DistributedEnergy,IT00,dsr,2008,906.276,1881.0878,2855.8996,1781.3911,,
DistributedEnergy,IT00,dsr,2009,887.3936,2131.3168,3375.2399,2344.5911,,
GlobalAmbition,IT00,dsr,1995,825.5971,1182.9198,1540.2425,2907.1924,,
GlobalAmbition,IT00,dsr,2008,853.5516,1170.0135,1486.4754,2450.1281,,
GlobalAmbition,IT00,dsr,2009,852.3273,1176.2345,1500.1416,2553.0794,,
DistributedEnergy,IT00,gas,1995,98393.6162,103627.7669,108861.9176,112090.7392,,
DistributedEnergy,IT00,gas,2008,99024.5052,104577.6757,110130.8462,110679.076,,
DistributedEnergy,IT00,gas,2009,107011.638,112188.7027,117365.7674,120843.7,,
GlobalAmbition,IT00,gas,1995,89323.5785,85051.5162,80779.4539,95845.1682,,
GlobalAmbition,IT00,gas,2008,92162.3135,86630.813,81099.3125,94064.623,,
GlobalAmbition,IT00,gas,2009,95163.8057,90896.7139,86629.6221,101450.3789,,
DistributedEnergy,IT00,pvrf,1995,115779.5437,160112.7836,204446.0234,264083.8287,,
DistributedEnergy,IT00,pvrf,2008,111091.8133,154639.2204,198186.6276,256771.8223,,
DistributedEnergy,IT00,pvrf,2009,113563.9053,157018.3527,200472.8001,260075.1545,,
GlobalAmbition,IT00,pvrf,1995,89672.0228,122958.2356,156244.4484,194922.5968,,
GlobalAmbition,IT00,pvrf,2008,86314.9079,118802.7749,151290.6418,189302.2796,,
GlobalAmbition,IT00,pvrf,2009,88065.4833,120669.6824,153273.8816,191712.9848,,
DistributedEnergy,IT00,windof,1995,21955.3384,26115.7807,30276.2231,35440.0614,,
DistributedEnergy,IT00,windof,2008,20240.0222,24218.1271,28196.232,32893.1622,,
DistributedEnergy,IT00,windof,2009,22037.4947,26281.6055,30525.7163,35717.7919,,
GlobalAmbition,IT00,windof,1995,24107.8415,28115.4815,32123.1215,37387.2152,,
GlobalAmbition,IT00,windof,2008,22454.1761,26310.0555,30165.935,35125.5168,,
GlobalAmbition,IT00,windof,2009,24419.5738,28603.9867,32788.3996,37996.1689,,
DistributedEnergy,IT00,windon,1995,47713.7083,54198.0407,60682.3731,71496.7852,,
DistributedEnergy,IT00,windon,2008,45657.5493,52411.0976,59164.6458,70024.8787,,
DistributedEnergy,IT00,windon,2009,46938.0988,54170.3708,61402.6427,72111.1917,,
GlobalAmbition,IT00,windon,1995,44584.2954,47024.3373,49464.3791,51977.825,,
GlobalAmbition,IT00,windon,2008,42611.8193,45174.4872,47737.1552,50233.1252,,
GlobalAmbition,IT00,windon,2009,43864.1318,46642.9609,49421.79,51934.52,,
DistributedEnergy,LT00,battery,1995,1266.9225,1695.2536,2123.5846,2829.5941,,
DistributedEnergy,LT00,battery,2008,1259.1678,1683.5042,2107.8405,2848.9694,,
DistributedEnergy,LT00,battery,2009,1249.5646,1660.8577,2072.1508,2731.4464,,
GlobalAmbition,LT00,battery,1995,369.0147,574.3407,779.6667,883.5677,,
GlobalAmbition,LT00,battery,2008,363.1015,559.9575,756.8135,852.8995,,
GlobalAmbition,LT00,battery,2009,367.4423,558.8118,750.1812,863.0001,,
DistributedEnergy,LT00,biomass,1995,1850.3417,1851.7049,1853.0681,1807.5348,,
DistributedEnergy,LT00,biomass,2008,1850.3417,1853.5261,1856.7105,1820.82,,
DistributedEnergy,LT00,biomass,2009,1850.3417,1855.3503,1860.359,1839.2112,,
GlobalAmbition,LT00,biomass,1995,1836.399,1788.0171,1739.6352,1813.2205,,
GlobalAmbition,LT00,biomass,2008,1833.0294,1795.0621,1757.0948,1817.6126,,
GlobalAmbition,LT00,biomass,2009,1839.3885,1810.4468,1781.505,1842.7455,,
DistributedEnergy,LT00,dsr,1995,3.5331,14.0789,24.6248,29.0066,,
DistributedEnergy,LT00,dsr,2008,0.8342,11.0521,21.27,22.9234,,
DistributedEnergy,LT00,dsr,2009,5.3934,22.2834,39.1735,43.4349,,
GlobalAmbition,LT00,dsr,1995,2.7641,7.7015,12.6389,32.2415,,
GlobalAmbition,LT00,dsr,2008,0.4254,4.0199,7.6143,27.0071,,
GlobalAmbition,LT00,dsr,2009,3.4312,10.3509,17.2706,50.3373,,
DistributedEnergy,LT00,gas,1995,491.3137,1179.0366,1866.7595,1205.7828,,
DistributedEnergy,LT00,gas,2008,393.9649,1056.7746,1719.5844,1193.8476,,
DistributedEnergy,LT00,gas,2009,678.6729,1388.1957,2097.7186,1381.6836,,
GlobalAmbition,LT00,gas,1995,459.3206,977.7638,1496.207,1201.1168,,
GlobalAmbition,LT00,gas,2008,306.0701,829.5515,1353.0329,1196.772,,
GlobalAmbition,LT00,gas,2009,607.2533,1090.961,1574.6687,1238.2818,,
DistributedEnergy,LT00,oil,1995,4.341,15.8129,27.2848,,,
DistributedEnergy,LT00,oil,2008,,3.7942,7.5884,,,
DistributedEnergy,LT00,oil,2009,17.3441,25.5068,33.6695,,,
GlobalAmbition,LT00,oil,1995,4.4971,2.2485,,11.925,,
GlobalAmbition,LT00,oil,2009,14.9303,7.4651,,2.7,,
DistributedEnergy,LT00,pvrf,1995,1622.3479,1762.1778,1902.0078,3190.7018,,
DistributedEnergy,LT00,pvrf,2008,1584.6915,1729.8979,1875.1043,3143.8534,,
DistributedEnergy,LT00,pvrf,2009,1623.6573,1767.6074,1911.5575,3207.5205,,
GlobalAmbition,LT00,pvrf,1995,872.4931,863.8269,855.1607,1141.0592,,
GlobalAmbition,LT00,pvrf,2008,847.955,844.5375,841.1199,1114.2021,,
GlobalAmbition,LT00,pvrf,2009,869.1392,863.8918,858.6444,1143.083,,
DistributedEnergy,LT00,windof,1995,5166.9956,5173.9999,5181.0042,7374.6102,,
DistributedEnergy,LT00,windof,2008,5357.5802,5357.3611,5357.142,7653.2834,,
DistributedEnergy,LT00,windof,2009,4812.624,4815.423,4818.222,6881.2506,,
GlobalAmbition,LT00,windof,1995,9069.1611,8887.6652,8706.1692,9694.8088,,
GlobalAmbition,LT00,windof,2008,9399.326,9243.5977,9087.8694,10018.1423,,
GlobalAmbition,LT00,windof,2009,8451.3343,8360.6603,8269.9862,9021.8174,,
DistributedEnergy,LT00,windon,1995,11871.1937,13102.136,14333.0784,14218.1821,,
DistributedEnergy,LT00,windon,2008,12151.5982,13698.4069,15245.2156,15029.417,,
DistributedEnergy,LT00,windon,2009,10322.4216,11788.7641,13255.1067,13425.4155,,
GlobalAmbition,LT00,windon,1995,8776.6893,9539.4565,10302.2237,12154.6841,,
GlobalAmbition,LT00,windon,2008,8994.522,9813.2462,10631.9704,12525.48,,
