t,CH00
524,6213.12
525,5829.4
526,5436.69
527,5399.43
528,4968.75
529,5720.8
530,5533.94
531,5573.91
532,5639.86
533,5613.56
534,5769.18
535,6580.67
536,7471.71
537,7969.06
538,8009.31
539,8144.51
540,8355.49
541,7939.66
542,7951.35
543,7939.21
544,7914.38
545,8008.92
546,8335.28
547,8584.07
548,8142.62
549,7559.05
550,7215.3
551,7011.85
552,6514.22
553,6253.33
554,6166.39
555,6120.43
556,6134.42
557,6044.92
558,6121.21
559,6875.14
560,7755.98
561,8163.14
562,8174.67
563,8255.12
564,8409.26
565,8014.3
566,8063.76
567,7961.57
568,7972.82
569,8163.71
570,8510.44
571,8727.76
572,8260.66
573,7746.04
574,7396.3
575,7195.63
576,6779.94
577,6528.68
578,6392.78
579,6278.86
580,6282.86
581,6148.48
582,6206.92
583,6891.99
584,7717.87
585,8133.13
586,8147.55
587,8303.95
588,8448.58
589,8083.11
590,8075.6
591,7973.97
592,7933.71
593,8121.54
594,8434.27
595,8726.26
596,8304.38
597,7734.8
598,7391.05
599,7178.2
600,6773.49
601,6575.79
602,6421.91
603,6374.94
604,6309.99
605,6183.6
606,6204.37
607,6859.72
608,7738.68
609,8169.98
610,8197.34
611,8333.63
612,8453.73
613,8031.86
614,8081.43
615,8019.3
616,8012.48
617,8211.09
618,8532.64
619,8758.7
620,8404.1
621,7855.5
622,7483.78
623,7318.24
624,6882.57
625,6705.85
626,6525.99
627,6403.08
628,6370.1
629,6227.52
630,6168.95
631,6797.52
632,7659.24
633,8124.3
634,8222.82
635,8326.39
636,8519.58
637,8149.52
638,8154.88
639,8031.66
640,7927.04
641,8016.28
642,8348.34
643,8545.01
644,8174.1
645,7643.5
646,7289.76
647,7191.49
648,6871.73
649,6114.44
650,5896.6
651,5793.68
652,5726.73
653,5610.6
654,5666.42
655,5901.78
656,6087.52
657,6443.05
658,6667.1
659,6898.05
660,6997.55
661,7100.9
662,7149.74
663,7132.13
664,7085.78
665,7112.06
666,7490.07
667,7559.69
668,7193.89
669,6747.22
670,6362.5
671,6357.26
672,6179.39
673,5637.43
674,5374.62
675,5240.72
676,5133.8
677,5049.68
678,5154.35
679,5283.51
680,5303.27
681,5609.75
682,5847.86
683,6200.83
684,6421.82
685,6692.47
686,6675.25
687,6522.24
688,6423.44
689,6501.88
690,6925.04
691,6860.84
692,6540.23
693,6173.5
694,5836.75
695,5905.23
696,5603.45
697,5777.78
698,5543.95
699,5558.94
700,5587.92
701,5554.4
702,5654.93
703,6371.19
704,7290.07
705,7797.31
706,7918.61
707,8146.88
708,8288.99
709,7947.02
710,8052.51
711,7968.4
712,7937.59
713,8065.37
714,8330.94
715,8574.97
716,8132.83
717,7578.24
718,7223.51
719,7041.84
720,6577.19
721,6365.13
722,6171.28
723,6141.3
724,6085.34
725,5958.89
726,5962.56
727,6620.91
728,7497.9
729,7898.19
730,7963.56
731,8169.76
732,8282.88
733,7990.89
734,8037.5
735,7957.36
736,7914.6
737,8051.24
738,8313.82
739,8678.74
740,8323.25
741,7808.63
742,7450.9
743,7322.42
744,6932.71
745,6617.79
746,6439.93
747,6361.98
748,6313.02
749,6124.64
750,6097.73
751,6764.39
752,7619.52
753,8059.94
754,8113.15
755,8210.32
756,8295.89
757,8024.46
758,8110.15
759,8051.59
760,8060.19
761,8216.57
762,8547.91
763,8871.38
764,8523.75
765,7999.14
766,7611.43
767,7521.13
768,7171.38
769,6930.34
770,6705.51
771,6624.57
772,6573.6
773,6370.1
774,6284.48
775,6975.7
776,7820.33
777,8222.3
778,8295.98
779,8472.59
780,8514.45
781,8275.74
782,8348.94
783,8311.13
784,8265
785,8450.38
786,8741.66
787,9147.62
788,8885.39
789,8353.78
790,7948.08
791,7854.66
792,7551.88
793,7324.17
794,7091.34
795,7000.41
796,6928.46
797,6721.22
798,6648.18
799,7250.55
800,8039.87
801,8426.52
802,8508.52
803,8598.55
804,8568.63
805,8377.72
806,8417.59
807,8321.63
808,8198.75
809,8290.88
810,8655.69
811,9202.62
812,8976.99
813,8456.38
814,8099.64
815,8133.57
816,7957.7
817,7168.09
818,6825.35
819,6659.47
820,6553.55
821,6355.18
822,6355.67
823,6451.71
824,6658.92
825,7020.08
826,7246.49
827,7433.98
828,7432.29
829,7598.86
830,7710.14
831,7617.93
832,7548.26
833,7466.54
834,7794.6
835,8193.95
836,7911.93
837,7465.26
838,7086.54
839,7208.06
840,7060.17
841,6383.39
842,6029.65
843,5887.76
844,5775.84
845,5728.43
846,5799.85
847,5901.04
848,5905.45
849,6246.6
850,6394.09
851,6643.49
852,6719.22
853,6968.25
854,6930.69
855,6763
856,6649.9
857,6557.1
858,6981.98
859,7282.33
860,7086.1
861,6747.35
862,6370.63
863,6593.23
864,6356.41
865,6995.35
866,6680.59
867,6652.61
868,6683.58
869,6611.51
870,6563.41
871,7203.65
872,8049.91
873,8459.51
874,8628.48
875,8702.54
876,8670.12
877,8434.74
878,8520.56
879,8389.08
880,8312.71
881,8485.81
882,8769.77
883,9397.63
884,9104.04
885,8603.41
886,8200.7
887,8097.54
888,7786.77
889,7503.53
890,7263.71
891,7207.75
892,7128.81
893,6888.24
894,6901.37
895,7470.6
896,8303.17
897,8696.03
898,8742.85
899,8808.61
900,8822.53
901,8647.73
902,8748.84
903,8653.01
904,8689.89
905,8880.4
906,9147.71
907,9611.15
908,9279.81
909,8745.21
910,8350.5
911,8242.98
912,7847.28
913,7603.36
914,7341.55
915,7250.62
916,7194.66
917,6911.46
918,6838.39
919,7411.01
920,8202.15
921,8612.56
922,8711.78
923,8776
924,8746.18
925,8564.16
926,8620.84
927,8426.86
928,8351.04
929,8586.44
930,8930.84
931,9499.05
932,9119.64
933,8578.04
934,8138.36
935,8036.04
936,7666.31
937,7381.47
938,7153.64
939,7114.67
940,6992.76
941,6726.19
942,6662.65
943,7334.19
944,8113.97
945,8487.03
946,8521.66
947,8578.27
948,8492.67
949,8245.52
950,8298.83
951,8220.58
952,8235.88
953,8480.01
954,8781.08
955,9239.64
956,8932.56
957,8407.95
958,7999.25
959,7866.11
960,7519.37
961,7289.17
962,7086.32
963,7042.35
964,6980.4
965,6725.07
966,6661.75
967,7284.35
968,8069.4
969,8469.75
970,8506.08
971,8560.4
972,8502.59
973,8381.54
974,8409.15
975,8290.05
976,8258.26
977,8349.91
978,8644.28
979,9230.89
980,8915.6
981,8322.04
982,7916.34
983,7907.71
984,7668.89
985,6850.48
986,6519.73
987,6434.79
988,6266.92
989,6045.35
990,6109.41
991,6336.15
992,6507.33
993,6967.24
994,7234.79
995,7438.34
996,7444.73
997,7590.22
998,7683.46
999,7631.09
1000,7588.53
1001,7516.04
1002,7796.16
1003,8039.36
1004,7756.33
1005,7298.67
1006,6816.03
1007,6925.43
1008,6766.55
1009,6163.35
1010,5832.6
1011,5712.69
1012,5651.73
1013,5572.71
1014,5660.37
1015,5788.85
1016,5831.65
1017,6178.23
1018,6333.28
1019,6532.3
1020,6532.87
1021,6803.1
1022,6758.96
1023,6596.51
1024,6480.17
1025,6439.51
1026,6788.54
1027,7154.6
1028,7004.87
1029,6652.14
1030,6268.42
1031,6458.14
1032,6200.33
1033,7783.6
1034,7568.76
1035,7534.79
1036,7458.84
1037,7265.06
1038,7254.16
1039,7775.39
1040,8480.04
1041,8860.93
1042,9005.65
1043,9138.38
1044,9151.77
1045,8959.52
1046,9010.64
1047,8890.32
1048,8778.82
1049,8902.36
1050,9078.8
1051,9674.95
1052,9340
1053,8784.41
1054,8455.66
1055,8353.18
1056,8032.42
1057,7975.28
1058,7745.45
1059,7672.5
1060,7548.59
1061,7255.94
1062,7161.19
1063,7655.4
1064,8290.12
1065,8683.03
1066,8711.81
1067,8730.61
1068,8790.45
1069,8468.8
1070,8474.98
1071,8358.17
1072,8359.07
1073,8498.6
1074,8759.01
1075,9312.8
1076,8928.98
1077,8337.42
1078,7977.69
1079,7791.41
1080,7454.66
1081,7360.08
1082,7192.21
1083,7093.28
1084,7003.35
1085,6832.39
1086,6797.49
1087,7299.22
1088,7977.74
1089,8375.45
1090,8528.33
1091,8693.19
1092,8744.62
1093,8509.32
1094,8502.35
1095,8413.89
1096,8354.46
1097,8507.28
1098,8666.1
1099,9124.83
1100,8712.04
1101,8196.42
1102,7821.7
1103,7693.83
1104,7284.14
1105,7044.93
1106,6886.05
1107,6803.11
1108,6766.14
1109,6589.87
1110,6545.55
1111,7143.72
1112,7800.79
1113,8187.07
1114,8227.47
1115,8320.85
1116,8419.02
1117,8090.02
1118,8083.58
1119,7985.44
1120,7983.65
1121,8155.42
1122,8347.22
1123,8899.12
1124,8632.95
1125,8081.35
1126,7705.63
1127,7521.58
1128,7155.85
1129,7040.41
1130,6889.52
1131,6795.59
1132,6727.64
1133,6562.57
1134,6595.64
1135,7169.3
1136,7777.89
1137,8191.59
1138,8214.57
1139,8274.48
1140,8295.46
1141,7940.73
1142,7863.83
1143,7733.91
1144,7606.02
1145,7714.85
1146,8000.6
1147,8641.05
1148,8418.27
1149,7814.72
1150,7499.95
1151,7335.19
1152,7038.41
1153,6460.79
1154,6180
1155,6049.1
1156,5923.19
1157,5788.63
1158,5925.9
1159,6110.97
1160,6168.3
1161,6477.5
1162,6603.98
1163,6725.52
1164,6753.8
1165,6792.47
1166,6758.86
1167,6624.68
1168,6549.02
1169,6513.29
1170,6781.26
1171,7343.78
1172,7100.68
1173,6690.98
1174,6292.28
1175,6199.98
1176,5884.22
1177,5290.86
1178,4987.09
1179,4914.14
1180,4916.14
1181,4882.34
1182,5008.19
1183,5218.89
1184,5228.87
1185,5582.56
1186,5781.46
1187,6076.25
1188,6286.62
1189,6589.87
1190,6492.93
1191,6298.52
1192,6207.14
1193,6220.17
1194,6496.09
1195,6804.85
1196,6599.01
1197,6250.26
1198,5851.56
1199,5925.39
1200,5520.69
1201,6598.02
1202,6448.13
1203,6433.14
1204,6439.13
1205,6413.21
1206,6522.08
1207,7174.49
1208,7829.94
1209,8250.62
1210,8319.58
1211,8430.56
1212,8498.52
1213,8229.71
1214,8225.65
1215,8103.73
1216,8090.75
1217,8225.73
1218,8418.67
1219,9050.18
1220,8787.8
1221,8255.19
1222,7977.4
1223,7805.12
1224,7495.35
1225,7429.01
1226,7312.1
1227,7224.16
1228,7167.2
1229,6954.89
1230,6937.38
1231,7568.49
1232,8137.56
1233,8484.87
1234,8485.3
1235,8510.79
1236,8544.5
1237,8185.03
1238,8148.55
1239,7907.02
1240,7908.73
1241,8091.57
1242,8355.33
1243,9074
1244,8826.99
1245,8252.42
1246,7930.65
1247,7803.73
1248,7451.99
1249,7389.46
1250,7265.55
1251,7120.66
1252,7041.72
1253,6866.46
1254,6873.8
1255,7525.7
1256,8077.76
1257,8400.98
1258,8380.53
1259,8402.05
1260,8434.8
1261,8072.3
1262,7970.84
1263,7792.18
1264,7687.05
1265,7911.93
1266,8166.84
1267,8894.75
1268,8672.59
1269,8081.03
1270,7786.25
1271,7610.3
1272,7246.57
1273,7216.91
1274,7025.06
1275,6942.12
1276,6865.18
1277,6654.09
1278,6619.72
1279,7242.27
1280,7844.53
1281,8260.85
1282,8319.18
1283,8430.39
1284,8521
1285,8104.64
1286,8053.37
1287,7998.72
1288,8012.4
1289,8167.92
1290,8340.44
1291,8839.17
1292,8530.4
1293,7928.85
1294,7579.11
1295,7357.81
1296,6892.16
1297,6661.51
1298,6514.62
1299,6444.67
1300,6506.63
1301,6321.3
1302,6408.85
1303,7046.9
1304,7682.93
1305,8005.21
1306,7903.77
1307,7882.28
1308,7933.98
1309,7504.56
1310,7365.17
1311,7157.6
1312,7041.41
1313,7126.32
1314,7447.08
1315,8129.06
1316,7997.44
1317,7433.86
1318,7090.11
1319,6935.31
1320,6576.57
1321,5910.5
1322,5595.74
1323,5493.81
1324,5473.83
1325,5422.53
1326,5593.88
1327,5823.56
1328,5919.09
1329,6304.39
1330,6410.72
1331,6602.98
1332,6782.59
1333,6779.85
1334,6780.45
1335,6606.9
1336,6528.64
1337,6474.49
1338,6716.04
1339,7112.14
1340,6900.52
1341,6441.85
1342,6054.14
1343,5985.45
1344,5690.67
1345,5123.37
1346,4863.57
1347,4761.64
1348,4735.66
1349,4740.03
1350,4885.57
1351,5072.19
1352,5054.77
1353,5412.1
1354,5600.37
1355,5829.63
1356,6035.16
1357,6255.31
1358,6106.99
1359,5892.44
1360,5743.26
1361,5756.1
1362,6087.68
1363,6449.73
1364,6378.36
1365,6028.62
1366,5700.86
1367,5718.93
1368,5353.2
1369,6334.93
1370,6207.02
1371,6214.02
1372,6252.99
1373,6222.82
1374,6425.77
1375,7101.35
1376,7639.99
1377,7959.76
1378,7951.76
1379,8003.68
1380,8135.57
1381,7730.89
1382,7708.94
1383,7563.03
1384,7483.11
1385,7555.97
1386,7766.77
1387,8440.2
1388,8300.36
1389,7739.77
1390,7467.97
1391,7223.27
1392,6829.56
1393,6799.59
1394,6699.67
1395,6660.7
1396,6636.72
1397,6489.52
1398,6561.44
1399,7245.63
1400,7822.08
1401,8106.76
1402,7946.98
1403,7875.16
1404,8031.58
1405,7587.37
1406,7554.28
1407,7442.84
1408,7451.35
1409,7632.47
1410,7842.49
1411,8412.42
1412,8191.59
1413,7637
1414,7331.22
1415,7093.38
1416,6635.72
1417,6286.32
1418,6108.45
1419,6039.51
1420,6069.48
1421,5959.38
1422,6073.08
1423,6745.17
1424,7313.57
1425,7678.15
1426,7667.31
1427,7748.43
1428,7878.43
1429,7396.69
1430,7320.56
1431,7154.6
1432,7115.71
1433,7161.03
1434,7307.17
1435,7995.06
1436,7922.55
1437,7379.95
1438,7057.19
1439,6803.94
1440,6429.22
1441,6210.9
1442,6046.02
1443,5966.08
1444,5968.08
1445,5917.73
1446,6007.25
1447,6679.82
1448,7221.01
1449,7569.42
1450,7530.78
1451,7545.18
1452,7659.24
1453,7168.46
1454,7093.11
1455,6915.08
1456,6729.38
1457,6738.09
1458,6969.54
1459,7664
1460,7638.61
1461,7149.97
1462,6837.2
1463,6677.55
1464,6316.82
1465,5580.75
1466,5362.91
1467,5191.03
1468,5199.03
1469,5172.28
1470,5397.27
1471,5695.75
1472,5749.95
1473,6109.9
1474,6166.64
1475,6269.33
1476,6401.6
1477,6327.29
1478,6248.58
1479,6103.3
1480,5995.77
1481,6007.28
1482,6251.64
1483,6665.65
1484,6553.45
1485,6127.76
1486,5784.02
1487,5707.65
1488,5351.91
1489,4789.94
1490,4455.19
1491,4326.28
1492,4341.27
1493,4402.14
1494,4661.79
1495,4930.31
1496,4851.29
1497,5172.93
1498,5313.95
1499,5561.85
1500,5730.79
1501,5805.66
1502,5659.69
1503,5478.77
1504,5349.92
1505,5386.09
1506,5754.98
1507,6192.94
1508,6143.99
1509,5793.25
1510,5457.5
1511,5388.5
1512,4936.83
1513,5469.86
1514,5285
1515,5297.99
1516,5419.9
1517,5551.64
1518,5833.52
1519,6726.76
1520,7450.17
1521,7943.81
1522,8009.76
1523,8158.7
1524,8391.5
1525,7954.85
1526,7981.78
1527,7858.89
1528,7813.9
1529,7887.88
1530,7978.93
1531,8486.53
1532,8285.77
1533,7696.21
1534,7378.45
1535,7159.61
1536,6777.9
1537,6602.79
1538,6506.86
1539,6449.9
1540,6472.88
1541,6284.81
1542,6434.42
1543,7177.08
1544,7733.42
1545,8081.93
1546,8047.18
1547,8121.38
1548,8283.89
1549,7610.76
1550,7596.52
1551,7499.96
1552,7489.6
1553,7726.94
1554,7929.32
1555,8442.62
1556,8260.02
1557,7695.44
1558,7359.68
1559,7161.37
1560,6736.69
1561,6577.17
1562,6450.26
1563,6411.29
1564,6387.31
1565,6253.08
1566,6345.76
1567,7141.25
1568,7585.63
1569,7925.1
1570,7862.42
1571,7772.78
1572,7873.85
1573,7398.06
1574,7358.79
1575,7261.72
1576,7207.91
1577,7397.37
1578,7631.8
1579,8235.33
1580,8110.64
1581,7560.05
1582,7229.29
1583,6961.89
1584,6488.24
1585,6307.51
1586,6126.65
1587,6033.72
1588,6006.74
1589,5915.38
1590,5988.19
1591,6833.12
1592,7537.42
1593,7962.95
1594,8013.07
1595,8081.19
1596,8213.68
1597,7792.41
1598,7753.26
1599,7670.74
1600,7666.32
1601,7820.55
1602,7905.77
1603,8351.19
1604,8234.3
1605,7740.67
1606,7385.93
1607,7142.9
1608,6800.15
1609,6688.51
1610,6538.62
1611,6478.67
1612,6435.7
1613,6296.99
1614,6383.95
1615,7094.94
1616,7615.71
1617,7932.64
1618,7812.57
1619,7816.4
1620,7922.76
1621,7500.64
1622,7400.87
1623,7207.63
1624,7017.16
1625,7027.86
1626,7322.26
1627,7893.49
1628,7997.26
1629,7476.64
1630,7157.88
1631,7001.28
1632,6719.49
1633,6075.16
1634,5870.31
1635,5771.39
1636,5674.46
1637,5545.48
1638,5690.19
1639,5949.65
1640,5971.5
1641,6300.13
1642,6376.2
1643,6489.25
1644,6573.26
1645,6548.21
1646,6511.1
1647,6361.15
1648,6227.31
1649,6150.63
1650,6316.73
1651,6701.06
1652,6760.9
1653,6384.18
1654,6042.43
1655,5935.27
1656,5674.46
1657,5184.42
1658,4921.61
1659,4786.71
1660,4729.76
1661,4760.87
1662,4929.8
1663,5087.77
1664,5006.86
1665,5308.7
1666,5439.54
1667,5704.32
1668,5860.69
1669,5961.13
1670,5836.25
1671,5682.93
1672,5576.44
1673,5622.34
1674,5908.07
1675,6141.87
1676,6106.73
1677,5724.01
1678,5429.23
1679,5406.26
1680,4949.59
1681,5821.76
1682,5693.86
1683,5710.84
1684,5747.82
1685,5784.46
1686,6061.76
1687,6836.93
1688,7446.04
1689,7809.33
1690,7711.84
1691,7786.23
1692,8026.76
1693,7474.46
1694,7494
1695,7353.35
1696,7280.16
1697,7403.92
1698,7467.72
1699,7937.76
1700,8016.18
1701,7468.59
1702,7155.82
1703,6864.99
1704,6376.35
1705,6192.75
1706,6050.86
1707,5983.91
1708,6020.88
1709,5939.99
1710,6129.96
1711,6914.99
1712,7456.77
1713,7744.73
1714,7590.67
1715,7599.49
1716,7790.74
1717,7299.71
1718,7320.87
1719,7155.59
1720,7109.03
1721,7175.63
1722,7268.12
1723,7749.28
1724,7891.81
1725,7347.21
1726,7070.42
1727,6821.29
1728,6328.65
1729,6121.11
1730,5920.26
1731,5865.3
1732,5879.29
1733,5880.98
1734,6019.63
1735,6832.35
1736,7369.7
1737,7647.25
1738,7620.52
1739,7702.71
1740,7874.72
1741,7344.97
1742,7333.73
1743,7186.74
1744,7100.9
1745,7150.35
1746,7300.69
1747,7771.97
1748,7865.29
1749,7309.7
1750,7099.85
1751,6848.57
1752,6359.94
1753,6128.64
1754,5924.79
1755,5831.86
1756,5873.83
1757,5870.18
1758,6014.26
1759,6784.14
1760,7301.93
1761,7554.91
1762,7457.82
1763,7458.64
1764,7642.93
1765,7098.9
1766,7047.12
1767,6897.8
1768,6853.26
1769,6945.84
1770,7013.52
1771,7451.4
1772,7667.39
1773,7171.76
1774,6927.94
1775,6679.23
1776,6215.58
1777,6024.41
1778,5827.55
1779,5718.63
1780,5745.61
1781,5735.21
1782,5889.74
1783,6643.92
1784,7147.14
1785,7419.57
1786,7194.1
1787,7197.51
1788,7411.55
1789,6880.75
1790,6814.39
1791,6639.34
1792,6463.65
1793,6445.45
1794,6600.21
1795,7031.07
1796,7217.32
1797,6720.69
1798,6453.88
1799,6298.2
1800,5985.44
1801,5357.91
1802,5099.1
1803,4915.23
1804,4867.27
1805,4841.82
1806,5145.3
1807,5430.83
1808,5533.36
1809,5869.72
1810,5913.08
1811,6051.37
1812,6216.44
1813,6225.24
1814,6158.9
1815,6019.81
1816,5923.07
1817,5856.9
1818,6035.64
1819,6268.72
1820,6354.94
1821,5965.23
1822,5646.47
1823,5573.75
1824,5263.97
1825,4747.9
1826,4452.12
1827,4321.21
1828,4296.23
1829,4345.74
1830,4535.1
1831,4757.55
1832,4707.15
1833,4979.46
1834,5080.87
1835,5280.17
1836,5588.18
1837,5843.75
1838,5915.25
1839,5790.07
1840,5818.32
1841,5944.13
1842,6211.86
1843,6326.05
1844,6230.78
1845,5864.06
1846,5547.29
1847,5467.36
1848,5094.64
1849,5722.78
1850,5576.89
1851,5581.88
1852,5596.87
1853,5606.93
1854,5789.82
1855,6581.97
1856,7192.44
1857,7614.09
1858,7744.03
1859,7893
1860,8131.87
1861,7757.1
1862,7727.04
1863,7617.11
1864,7631.11
1865,7817.09
1866,7924.24
1867,8287.07
1868,8167.22
1869,7620.62
1870,7343.83
1871,7052.79
1872,6633.11
1873,6488.56
1874,6394.63
1875,6280.71
1876,6255.73
1877,6154.45
