t,demand_[MWh]
t_331,2506.12
t_332,1773.16
t_333,1304.32
t_334,1008.28
t_335,700.82
t_336,457.78
t_337,59.08
t_338,66.04
t_339,64.64
t_340,94.16
t_341,210.84
t_342,682.82
t_343,2444.16
t_344,3832.64
t_345,3323.66
t_346,2659.28
t_347,2522.34
t_348,2510.42
t_349,3224.42
t_350,2996.08
t_351,2582.96
t_352,2592.48
t_353,3368.34
t_354,4969.54
t_355,4575.52
t_356,3139.3
t_357,1865.28
t_358,1181.82
t_359,1101.06
t_360,741.18
t_361,59.08
t_362,66.04
t_363,64.64
t_364,94.16
t_365,210.84
t_366,682.82
t_367,2444.16
t_368,3832.64
t_369,3323.66
t_370,2659.28
t_371,2522.34
t_372,2510.42
t_373,3224.42
t_374,2996.08
t_375,2582.96
t_376,2592.48
t_377,3368.34
t_378,4969.54
t_379,4575.52
t_380,3139.3
t_381,1865.28
t_382,1181.82
t_383,1101.06
t_384,741.18
t_385,59.08
t_386,66.04
t_387,64.64
t_388,94.16
t_389,210.84
t_390,682.82
t_391,2444.16
t_392,3832.64
t_393,3323.66
t_394,2659.28
t_395,2522.34
t_396,2510.42
t_397,3224.42
t_398,2996.08
t_399,2582.96
t_400,2592.48
t_401,3368.34
t_402,4969.54
t_403,4575.52
t_404,3139.3
t_405,1865.28
t_406,1181.82
t_407,1101.06
t_408,741.18
t_409,59.08
t_410,66.04
t_411,64.64
t_412,94.16
t_413,210.84
t_414,682.82
t_415,2444.16
t_416,3832.64
t_417,3323.66
t_418,2659.28
t_419,2522.34
t_420,2510.42
t_421,3224.42
t_422,2996.08
t_423,2582.96
t_424,2592.48
t_425,3368.34
t_426,4969.54
t_427,4575.52
t_428,3139.3
t_429,1865.28
t_430,1181.82
t_431,1101.06
t_432,741.18
t_433,59.08
t_434,66.04
t_435,64.64
t_436,94.16
t_437,210.84
t_438,682.82
t_439,2444.16
t_440,3832.64
t_441,3323.66
t_442,2659.28
t_443,2522.34
t_444,2510.42
t_445,3224.42
t_446,2996.08
t_447,2582.96
t_448,2592.48
t_449,3368.34
t_450,4969.54
t_451,4575.52
t_452,3139.3
t_453,1865.28
t_454,1181.82
t_455,1101.06
t_456,741.18
t_457,474.04
t_458,388.4
t_459,194.7
t_460,167.06
t_461,153.26
t_462,307.32
t_463,612.18
t_464,1392.56
t_465,2341
t_466,3829.88
t_467,4206.48
t_468,3584.18
t_469,3316.18
t_470,3596.28
t_471,4164.16
t_472,3822.54
t_473,3689.2
t_474,3314.58
t_475,2862.1
t_476,1996.22
t_477,1573.46
t_478,1339.54
t_479,1396.94
t_480,1191.56
t_481,560.96
t_482,612.06
t_483,356.76
t_484,254.02
t_485,197.38
t_486,269.9
t_487,375.54
t_488,816.46
t_489,1397.94
t_490,2339.2
t_491,2865.3
t_492,3155.92
t_493,2650.2
t_494,3105.12
t_495,3611.28
t_496,3590.98
t_497,3325.96
t_498,3121.54
t_499,2506.12
t_500,1773.16
t_501,1304.32
t_502,1008.28
t_503,700.82
t_504,457.78
t_505,59.08
t_506,66.04
t_507,64.64
t_508,94.16
t_509,210.84
t_510,682.82
t_511,2444.16
t_512,3832.64
t_513,3323.66
t_514,2659.28
t_515,2522.34
t_516,2510.42
t_517,3224.42
t_518,2996.08
t_519,2582.96
t_520,2592.48
t_521,3368.34
t_522,4969.54
t_523,4575.52
t_524,3139.3
t_525,1865.28
t_526,1181.82
t_527,1101.06
t_528,741.18
t_529,59.08
t_530,66.04
t_531,64.64
t_532,94.16
t_533,210.84
t_534,682.82
t_535,2444.16
t_536,3832.64
t_537,3323.66
t_538,2659.28
t_539,2522.34
t_540,2510.42
t_541,3224.42
t_542,2996.08
t_543,2582.96
t_544,2592.48
t_545,3368.34
t_546,4969.54
t_547,4575.52
t_548,3139.3
t_549,1865.28
t_550,1181.82
t_551,1101.06
t_552,741.18
t_553,59.08
t_554,66.04
t_555,64.64
t_556,94.16
t_557,210.84
t_558,682.82
t_559,2444.16
t_560,3832.64
t_561,3323.66
t_562,2659.28
t_563,2522.34
t_564,2510.42
t_565,3224.42
t_566,2996.08
t_567,2582.96
t_568,2592.48
t_569,3368.34
t_570,4969.54
t_571,4575.52
t_572,3139.3
t_573,1865.28
t_574,1181.82
t_575,1101.06
t_576,741.18
t_577,59.08
t_578,66.04
t_579,64.64
t_580,94.16
t_581,210.84
t_582,682.82
t_583,2444.16
t_584,3832.64
t_585,3323.66
t_586,2659.28
t_587,2522.34
t_588,2510.42
t_589,3224.42
t_590,2996.08
t_591,2582.96
t_592,2592.48
t_593,3368.34
t_594,4969.54
t_595,4575.52
t_596,3139.3
t_597,1865.28
t_598,1181.82
t_599,1101.06
t_600,741.18
t_601,59.08
t_602,66.04
t_603,64.64
t_604,94.16
t_605,210.84
t_606,682.82
t_607,2444.16
t_608,3832.64
t_609,3323.66
t_610,2659.28
t_611,2522.34
t_612,2510.42
t_613,3224.42
t_614,2996.08
t_615,2582.96
t_616,2592.48
t_617,3368.34
t_618,4969.54
t_619,4575.52
t_620,3139.3
t_621,1865.28
t_622,1181.82
t_623,1101.06
t_624,741.18
t_625,474.04
t_626,388.4
t_627,194.7
t_628,167.06
t_629,153.26
t_630,307.32
t_631,612.18
t_632,1392.56
t_633,2341
t_634,3829.88
t_635,4206.48
t_636,3584.18
t_637,3316.18
t_638,3596.28
t_639,4164.16
t_640,3822.54
t_641,3689.2
t_642,3314.58
t_643,2862.1
t_644,1996.22
t_645,1573.46
t_646,1339.54
t_647,1396.94
t_648,1191.56
t_649,560.96
t_650,612.06
t_651,356.76
t_652,254.02
t_653,197.38
t_654,269.9
t_655,375.54
t_656,816.46
t_657,1397.94
t_658,2339.2
t_659,2865.3
t_660,3155.92
t_661,2650.2
t_662,3105.12
t_663,3611.28
t_664,3590.98
t_665,3325.96
t_666,3121.54
t_667,2506.12
t_668,1773.16
t_669,1304.32
t_670,1008.28
t_671,700.82
t_672,457.78
t_673,59.08
t_674,66.04
t_675,64.64
t_676,94.16
t_677,210.84
t_678,682.82
t_679,2444.16
t_680,3832.64
t_681,3323.66
t_682,2659.28
t_683,2522.34
t_684,2510.42
t_685,3224.42
t_686,2996.08
t_687,2582.96
t_688,2592.48
t_689,3368.34
t_690,4969.54
t_691,4575.52
t_692,3139.3
t_693,1865.28
t_694,1181.82
t_695,1101.06
t_696,741.18
t_697,59.08
t_698,66.04
t_699,64.64
t_700,94.16
t_701,210.84
t_702,682.82
t_703,2444.16
t_704,3832.64
t_705,3323.66
t_706,2659.28
t_707,2522.34
t_708,2510.42
t_709,3224.42
t_710,2996.08
t_711,2582.96
t_712,2592.48
t_713,3368.34
t_714,4969.54
t_715,4575.52
t_716,3139.3
t_717,1865.28
t_718,1181.82
t_719,1101.06
t_720,741.18
t_721,59.08
t_722,66.04
t_723,64.64
t_724,94.16
t_725,210.84
t_726,682.82
t_727,2444.16
t_728,3832.64
t_729,3323.66
t_730,2659.28
t_731,2522.34
t_732,2510.42
t_733,3224.42
t_734,2996.08
t_735,2582.96
t_736,2592.48
t_737,3368.34
t_738,4969.54
t_739,4575.52
t_740,3139.3
t_741,1865.28
t_742,1181.82
t_743,1101.06
t_744,741.18
t_745,59.08
t_746,66.04
t_747,64.64
t_748,94.16
t_749,210.84
t_750,682.82
t_751,2444.16
t_752,3832.64
t_753,3323.66
t_754,2659.28
t_755,2522.34
t_756,2510.42
t_757,3224.42
t_758,2996.08
t_759,2582.96
t_760,2592.48
t_761,3368.34
t_762,4969.54
t_763,4575.52
t_764,3139.3
t_765,1865.28
t_766,1181.82
t_767,1101.06
t_768,741.18
t_769,59.08
t_770,66.04
t_771,64.64
t_772,94.16
t_773,210.84
t_774,682.82
t_775,2444.16
t_776,3832.64
t_777,3323.66
t_778,2659.28
t_779,2522.34
t_780,2510.42
t_781,3224.42
t_782,2996.08
t_783,2582.96
t_784,2592.48
t_785,3368.34
t_786,4969.54
t_787,4575.52
t_788,3139.3
t_789,1865.28
t_790,1181.82
t_791,1101.06
t_792,741.18
t_793,474.04
t_794,388.4
t_795,194.7
t_796,167.06
t_797,153.26
t_798,307.32
t_799,612.18
t_800,1392.56
t_801,2341
t_802,3829.88
t_803,4206.48
t_804,3584.18
t_805,3316.18
t_806,3596.28
t_807,4164.16
t_808,3822.54
t_809,3689.2
t_810,3314.58
t_811,2862.1
t_812,1996.22
t_813,1573.46
t_814,1339.54
t_815,1396.94
t_816,1191.56
t_817,560.96
t_818,612.06
t_819,356.76
t_820,254.02
t_821,197.38
t_822,269.9
t_823,375.54
t_824,816.46
t_825,1397.94
t_826,2339.2
t_827,2865.3
t_828,3155.92
t_829,2650.2
t_830,3105.12
t_831,3611.28
t_832,3590.98
t_833,3325.96
t_834,3121.54
t_835,2506.12
t_836,1773.16
t_837,1304.32
t_838,1008.28
t_839,700.82
t_840,457.78
t_841,59.08
t_842,66.04
t_843,64.64
t_844,94.16
t_845,210.84
t_846,682.82
t_847,2444.16
t_848,3832.64
t_849,3323.66
t_850,2659.28
t_851,2522.34
t_852,2510.42
t_853,3224.42
t_854,2996.08
t_855,2582.96
t_856,2592.48
t_857,3368.34
t_858,4969.54
t_859,4575.52
t_860,3139.3
t_861,1865.28
t_862,1181.82
t_863,1101.06
t_864,741.18
t_865,59.08
t_866,66.04
t_867,64.64
t_868,94.16
t_869,210.84
t_870,682.82
t_871,2444.16
t_872,3832.64
t_873,3323.66
t_874,2659.28
t_875,2522.34
t_876,2510.42
t_877,3224.42
t_878,2996.08
t_879,2582.96
t_880,2592.48
t_881,3368.34
t_882,4969.54
t_883,4575.52
t_884,3139.3
t_885,1865.28
t_886,1181.82
t_887,1101.06
t_888,741.18
t_889,59.08
t_890,66.04
t_891,64.64
t_892,94.16
t_893,210.84
t_894,682.82
t_895,2444.16
t_896,3832.64
t_897,3323.66
t_898,2659.28
t_899,2522.34
t_900,2510.42
t_901,3224.42
t_902,2996.08
t_903,2582.96
t_904,2592.48
t_905,3368.34
t_906,4969.54
t_907,4575.52
t_908,3139.3
t_909,1865.28
t_910,1181.82
t_911,1101.06
t_912,741.18
t_913,59.08
t_914,66.04
t_915,64.64
t_916,94.16
t_917,210.84
t_918,682.82
t_919,2444.16
t_920,3832.64
t_921,3323.66
t_922,2659.28
t_923,2522.34
t_924,2510.42
t_925,3224.42
t_926,2996.08
t_927,2582.96
t_928,2592.48
t_929,3368.34
t_930,4969.54
t_931,4575.52
t_932,3139.3
t_933,1865.28
t_934,1181.82
t_935,1101.06
t_936,741.18
t_937,59.08
t_938,66.04
t_939,64.64
t_940,94.16
t_941,210.84
t_942,682.82
t_943,2444.16
t_944,3832.64
t_945,3323.66
t_946,2659.28
t_947,2522.34
t_948,2510.42
t_949,3224.42
t_950,2996.08
t_951,2582.96
t_952,2592.48
t_953,3368.34
t_954,4969.54
t_955,4575.52
t_956,3139.3
t_957,1865.28
t_958,1181.82
t_959,1101.06
t_960,741.18
t_961,474.04
t_962,388.4
t_963,194.7
t_964,167.06
t_965,153.26
t_966,307.32
t_967,612.18
t_968,1392.56
t_969,2341
t_970,3829.88
t_971,4206.48
t_972,3584.18
t_973,3316.18
t_974,3596.28
t_975,4164.16
t_976,3822.54
t_977,3689.2
t_978,3314.58
t_979,2862.1
t_980,1996.22
t_981,1573.46
t_982,1339.54
t_983,1396.94
t_984,1191.56
t_985,560.96
t_986,612.06
t_987,356.76
t_988,254.02
t_989,197.38
t_990,269.9
t_991,375.54
t_992,816.46
t_993,1397.94
t_994,2339.2
t_995,2865.3
t_996,3155.92
t_997,2650.2
t_998,3105.12
t_999,3611.28
t_1000,3590.98
t_1001,3325.96
t_1002,3121.54
t_1003,2506.12
t_1004,1773.16
t_1005,1304.32
t_1006,1008.28
t_1007,700.82
t_1008,457.78
t_1009,59.08
t_1010,66.04
t_1011,64.64
t_1012,94.16
t_1013,210.84
t_1014,682.82
t_1015,2444.16
t_1016,3832.64
t_1017,3323.66
t_1018,2659.28
t_1019,2522.34
t_1020,2510.42
t_1021,3224.42
t_1022,2996.08
t_1023,2582.96
t_1024,2592.48
t_1025,3368.34
t_1026,4969.54
t_1027,4575.52
t_1028,3139.3
t_1029,1865.28
t_1030,1181.82
t_1031,1101.06
t_1032,741.18
t_1033,59.08
t_1034,66.04
t_1035,64.64
t_1036,94.16
t_1037,210.84
t_1038,682.82
t_1039,2444.16
t_1040,3832.64
t_1041,3323.66
t_1042,2659.28
t_1043,2522.34
t_1044,2510.42
t_1045,3224.42
t_1046,2996.08
t_1047,2582.96
t_1048,2592.48
t_1049,3368.34
t_1050,4969.54
t_1051,4575.52
t_1052,3139.3
t_1053,1865.28
t_1054,1181.82
t_1055,1101.06
t_1056,741.18
t_1057,59.08
t_1058,66.04
t_1059,64.64
t_1060,94.16
t_1061,210.84
t_1062,682.82
t_1063,2444.16
t_1064,3832.64
t_1065,3323.66
t_1066,2659.28
t_1067,2522.34
t_1068,2510.42
t_1069,3224.42
t_1070,2996.08
t_1071,2582.96
t_1072,2592.48
t_1073,3368.34
t_1074,4969.54
t_1075,4575.52
t_1076,3139.3
t_1077,1865.28
t_1078,1181.82
t_1079,1101.06
t_1080,741.18
t_1081,59.08
t_1082,66.04
t_1083,64.64
t_1084,94.16
t_1085,210.84
t_1086,682.82
t_1087,2444.16
t_1088,3832.64
t_1089,3323.66
t_1090,2659.28
t_1091,2522.34
t_1092,2510.42
t_1093,3224.42
t_1094,2996.08
t_1095,2582.96
t_1096,2592.48
t_1097,3368.34
t_1098,4969.54
t_1099,4575.52
t_1100,3139.3
t_1101,1865.28
t_1102,1181.82
t_1103,1101.06
t_1104,741.18
t_1105,59.08
t_1106,66.04
t_1107,64.64
t_1108,94.16
t_1109,210.84
t_1110,682.82
t_1111,2444.16
t_1112,3832.64
t_1113,3323.66
t_1114,2659.28
t_1115,2522.34
t_1116,2510.42
t_1117,3224.42
t_1118,2996.08
t_1119,2582.96
t_1120,2592.48
t_1121,3368.34
t_1122,4969.54
t_1123,4575.52
t_1124,3139.3
t_1125,1865.28
t_1126,1181.82
t_1127,1101.06
t_1128,741.18
t_1129,474.04
t_1130,388.4
t_1131,194.7
t_1132,167.06
t_1133,153.26
t_1134,307.32
t_1135,612.18
t_1136,1392.56
t_1137,2341
t_1138,3829.88
t_1139,4206.48
t_1140,3584.18
t_1141,3316.18
t_1142,3596.28
t_1143,4164.16
t_1144,3822.54
t_1145,3689.2
t_1146,3314.58
t_1147,2862.1
t_1148,1996.22
t_1149,1573.46
t_1150,1339.54
t_1151,1396.94
t_1152,1191.56
t_1153,560.96
t_1154,612.06
t_1155,356.76
t_1156,254.02
t_1157,197.38
t_1158,269.9
t_1159,375.54
t_1160,816.46
t_1161,1397.94
t_1162,2339.2
t_1163,2865.3
t_1164,3155.92
t_1165,2650.2
t_1166,3105.12
t_1167,3611.28
t_1168,3590.98
t_1169,3325.96
t_1170,3121.54
t_1171,2506.12
t_1172,1773.16
t_1173,1304.32
t_1174,1008.28
t_1175,700.82
t_1176,457.78
t_1177,59.08
t_1178,66.04
t_1179,64.64
t_1180,94.16
t_1181,210.84
t_1182,682.82
t_1183,2444.16
t_1184,3832.64
t_1185,3323.66
t_1186,2659.28
t_1187,2522.34
t_1188,2510.42
t_1189,3224.42
t_1190,2996.08
t_1191,2582.96
t_1192,2592.48
t_1193,3368.34
t_1194,4969.54
t_1195,4575.52
t_1196,3139.3
t_1197,1865.28
t_1198,1181.82
t_1199,1101.06
t_1200,741.18
t_1201,59.08
t_1202,66.04
t_1203,64.64
t_1204,94.16
t_1205,210.84
t_1206,682.82
t_1207,2444.16
t_1208,3832.64
t_1209,3323.66
t_1210,2659.28
t_1211,2522.34
t_1212,2510.42
t_1213,3224.42
t_1214,2996.08
t_1215,2582.96
t_1216,2592.48
t_1217,3368.34
t_1218,4969.54
t_1219,4575.52
t_1220,3139.3
t_1221,1865.28
t_1222,1181.82
t_1223,1101.06
t_1224,741.18
t_1225,59.08
t_1226,66.04
t_1227,64.64
t_1228,94.16
t_1229,210.84
t_1230,682.82
t_1231,2444.16
t_1232,3832.64
t_1233,3323.66
t_1234,2659.28
t_1235,2522.34
t_1236,2510.42
t_1237,3224.42
t_1238,2996.08
t_1239,2582.96
t_1240,2592.48
t_1241,3368.34
t_1242,4969.54
t_1243,4575.52
t_1244,3139.3
t_1245,1865.28
t_1246,1181.82
t_1247,1101.06
t_1248,741.18
t_1249,59.08
t_1250,66.04
t_1251,64.64
t_1252,94.16
t_1253,210.84
t_1254,682.82
t_1255,2444.16
t_1256,3832.64
t_1257,3323.66
t_1258,2659.28
t_1259,2522.34
t_1260,2510.42
t_1261,3224.42
t_1262,2996.08
t_1263,2582.96
t_1264,2592.48
t_1265,3368.34
t_1266,4969.54
t_1267,4575.52
t_1268,3139.3
t_1269,1865.28
t_1270,1181.82
t_1271,1101.06
t_1272,741.18
t_1273,59.08
t_1274,66.04
t_1275,64.64
t_1276,94.16
t_1277,210.84
t_1278,682.82
t_1279,2444.16
t_1280,3832.64
t_1281,3323.66
t_1282,2659.28
t_1283,2522.34
t_1284,2510.42
t_1285,3224.42
t_1286,2996.08
t_1287,2582.96
t_1288,2592.48
t_1289,3368.34
t_1290,4969.54
t_1291,4575.52
t_1292,3139.3
t_1293,1865.28
t_1294,1181.82
t_1295,1101.06
t_1296,741.18
t_1297,474.04
t_1298,388.4
t_1299,194.7
t_1300,167.06
t_1301,153.26
t_1302,307.32
t_1303,612.18
t_1304,1392.56
t_1305,2341
t_1306,3829.88
t_1307,4206.48
t_1308,3584.18
t_1309,3316.18
t_1310,3596.28
t_1311,4164.16
t_1312,3822.54
t_1313,3689.2
t_1314,3314.58
t_1315,2862.1
t_1316,1996.22
t_1317,1573.46
t_1318,1339.54
t_1319,1396.94
t_1320,1191.56
t_1321,560.96
t_1322,612.06
t_1323,356.76
t_1324,254.02
t_1325,197.38
t_1326,269.9
t_1327,375.54
t_1328,816.46
t_1329,1397.94
t_1330,2339.2
t_1331,2865.3
t_1332,3155.92
t_1333,2650.2
t_1334,3105.12
t_1335,3611.28
t_1336,3590.98
t_1337,3325.96
t_1338,3121.54
t_1339,2506.12
t_1340,1773.16
t_1341,1304.32
t_1342,1008.28
t_1343,700.82
t_1344,457.78
t_1345,59.08
t_1346,66.04
t_1347,64.64
t_1348,94.16
t_1349,210.84
t_1350,682.82
t_1351,2444.16
t_1352,3832.64
t_1353,3323.66
t_1354,2659.28
t_1355,2522.34
t_1356,2510.42
t_1357,3224.42
t_1358,2996.08
t_1359,2582.96
t_1360,2592.48
t_1361,3368.34
t_1362,4969.54
t_1363,4575.52
t_1364,3139.3
t_1365,1865.28
t_1366,1181.82
t_1367,1101.06
t_1368,741.18
t_1369,59.08
t_1370,66.04
t_1371,64.64
t_1372,94.16
t_1373,210.84
t_1374,682.82
t_1375,2444.16
t_1376,3832.64
t_1377,3323.66
t_1378,2659.28
t_1379,2522.34
t_1380,2510.42
t_1381,3224.42
t_1382,2996.08
t_1383,2582.96
t_1384,2592.48
t_1385,3368.34
t_1386,4969.54
t_1387,4575.52
t_1388,3139.3
t_1389,1865.28
t_1390,1181.82
t_1391,1101.06
t_1392,741.18
t_1393,59.08
t_1394,66.04
t_1395,64.64
t_1396,94.16
t_1397,210.84
t_1398,682.82
t_1399,2444.16
t_1400,3832.64
t_1401,3323.66
t_1402,2659.28
t_1403,2522.34
t_1404,2510.42
t_1405,3224.42
t_1406,2996.08
t_1407,2582.96
t_1408,2592.48
t_1409,3368.34
t_1410,4969.54
t_1411,4575.52
t_1412,3139.3
t_1413,1865.28
t_1414,1181.82
t_1415,1101.06
t_1416,741.18
t_1417,59.08
t_1418,66.04
t_1419,64.64
t_1420,94.16
t_1421,210.84
t_1422,682.82
t_1423,2444.16
t_1424,3832.64
t_1425,3323.66
t_1426,2659.28
t_1427,2522.34
t_1428,2510.42
t_1429,3224.42
t_1430,2996.08
t_1431,2582.96
t_1432,2592.48
t_1433,3368.34
t_1434,4969.54
t_1435,4575.52
t_1436,3139.3
t_1437,1865.28
t_1438,1181.82
t_1439,1101.06
t_1440,741.18
t_1441,59.08
t_1442,66.04
t_1443,64.64
t_1444,94.16
t_1445,210.84
t_1446,682.82
t_1447,2444.16
t_1448,3832.64
t_1449,3323.66
t_1450,2659.28
t_1451,2522.34
t_1452,2510.42
t_1453,3224.42
t_1454,2996.08
t_1455,2582.96
t_1456,2592.48
t_1457,3368.34
t_1458,4969.54
t_1459,4575.52
t_1460,3139.3
t_1461,1865.28
t_1462,1181.82
t_1463,1101.06
t_1464,741.18
t_1465,474.04
t_1466,388.4
t_1467,194.7
t_1468,167.06
t_1469,153.26
t_1470,307.32
t_1471,612.18
t_1472,1392.56
t_1473,2341
t_1474,3829.88
t_1475,4206.48
t_1476,3584.18
t_1477,3316.18
t_1478,3596.28
t_1479,4164.16
t_1480,3822.54
t_1481,3689.2
t_1482,3314.58
t_1483,2862.1
t_1484,1996.22
t_1485,1573.46
t_1486,1339.54
t_1487,1396.94
t_1488,1191.56
t_1489,560.96
t_1490,612.06
t_1491,356.76
t_1492,254.02
t_1493,197.38
t_1494,269.9
t_1495,375.54
t_1496,816.46
t_1497,1397.94
t_1498,2339.2
t_1499,2865.3
t_1500,3155.92
t_1501,2650.2
t_1502,3105.12
t_1503,3611.28
t_1504,3590.98
t_1505,3325.96
t_1506,3121.54
t_1507,2506.12
t_1508,1773.16
t_1509,1304.32
t_1510,1008.28
t_1511,700.82
t_1512,457.78
t_1513,59.08
t_1514,66.04
t_1515,64.64
t_1516,94.16
t_1517,210.84
t_1518,682.82
t_1519,2444.16
t_1520,3832.64
t_1521,3323.66
t_1522,2659.28
t_1523,2522.34
t_1524,2510.42
t_1525,3224.42
t_1526,2996.08
t_1527,2582.96
t_1528,2592.48
t_1529,3368.34
t_1530,4969.54
t_1531,4575.52
t_1532,3139.3
t_1533,1865.28
t_1534,1181.82
t_1535,1101.06
t_1536,741.18
t_1537,59.08
t_1538,66.04
t_1539,64.64
t_1540,94.16
t_1541,210.84
t_1542,682.82
t_1543,2444.16
t_1544,3832.64
t_1545,3323.66
t_1546,2659.28
t_1547,2522.34
