t,charging_power_rate_[MWh]
t_1411,7348
t_1412,8016
t_1413,8610
t_1414,8928
t_1415,8964
t_1416,9132
t_1417,9450
t_1418,9448
t_1419,9448
t_1420,9436
t_1421,9378
t_1422,9160
t_1423,8340
t_1424,7692
t_1425,7930
t_1426,8238
t_1427,8304
t_1428,8308
t_1429,7978
t_1430,8082
t_1431,8274
t_1432,8272
t_1433,7908
t_1434,7164
t_1435,7348
t_1436,8016
t_1437,8610
t_1438,8928
t_1439,8964
t_1440,9132
t_1441,9450
t_1442,9448
t_1443,9448
t_1444,9436
t_1445,9378
t_1446,9160
t_1447,8340
t_1448,7692
t_1449,7930
t_1450,8238
t_1451,8304
t_1452,8308
t_1453,7978
t_1454,8082
t_1455,8274
t_1456,8272
t_1457,7908
t_1458,7164
t_1459,7348
t_1460,8016
t_1461,8610
t_1462,8928
t_1463,8964
t_1464,9132
t_1465,9258
t_1466,9298
t_1467,9388
t_1468,9400
t_1469,9406
t_1470,9334
t_1471,9192
t_1472,8830
t_1473,8388
t_1474,7696
t_1475,7518
t_1476,7810
t_1477,7932
t_1478,7804
t_1479,7540
t_1480,7698
t_1481,7758
t_1482,7936
t_1483,8146
t_1484,8548
t_1485,8746
t_1486,8854
t_1487,8826
t_1488,8922
t_1489,9216
t_1490,9192
t_1491,9312
t_1492,9360
t_1493,9388
t_1494,9352
t_1495,9304
t_1496,9096
t_1497,8826
t_1498,8388
t_1499,8142
t_1500,8008
t_1501,8244
t_1502,8032
t_1503,7794
t_1504,7806
t_1505,7930
t_1506,8026
t_1507,8310
t_1508,8652
t_1509,8872
t_1510,9010
t_1511,9150
t_1512,9264
t_1513,9450
t_1514,9448
t_1515,9448
t_1516,9436
t_1517,9378
t_1518,9160
t_1519,8340
t_1520,7692
t_1521,7930
t_1522,8238
t_1523,8304
t_1524,8308
t_1525,7978
t_1526,8082
t_1527,8274
t_1528,8272
t_1529,7908
t_1530,7164
t_1531,7348
t_1532,8016
t_1533,8610
t_1534,8928
t_1535,8964
t_1536,9132
t_1537,9450
t_1538,9448
t_1539,9448
t_1540,9436
t_1541,9378
t_1542,9160
t_1543,8340
t_1544,7692
t_1545,7930
t_1546,8238
t_1547,8304
t_1548,8308
t_1549,7978
t_1550,8082
t_1551,8274
t_1552,8272
t_1553,7908
t_1554,7164
t_1555,7348
t_1556,8016
t_1557,8610
t_1558,8928
t_1559,8964
t_1560,9132
t_1561,9450
t_1562,9448
t_1563,9448
t_1564,9436
t_1565,9378
t_1566,9160
t_1567,8340
t_1568,7692
t_1569,7930
t_1570,8238
t_1571,8304
t_1572,8308
t_1573,7978
t_1574,8082
t_1575,8274
t_1576,8272
t_1577,7908
t_1578,7164
t_1579,7348
t_1580,8016
t_1581,8610
t_1582,8928
t_1583,8964
t_1584,9132
t_1585,9450
t_1586,9448
t_1587,9448
t_1588,9436
t_1589,9378
t_1590,9160
t_1591,8340
t_1592,7692
t_1593,7930
t_1594,8238
t_1595,8304
t_1596,8308
t_1597,7978
t_1598,8082
t_1599,8274
t_1600,8272
t_1601,7908
t_1602,7164
t_1603,7348
t_1604,8016
t_1605,8610
t_1606,8928
t_1607,8964
t_1608,9132
t_1609,9450
t_1610,9448
t_1611,9448
t_1612,9436
t_1613,9378
t_1614,9160
t_1615,8340
t_1616,7692
t_1617,7930
t_1618,8238
t_1619,8304
t_1620,8308
t_1621,7978
t_1622,8082
t_1623,8274
t_1624,8272
t_1625,7908
t_1626,7164
t_1627,7348
t_1628,8016
t_1629,8610
t_1630,8928
t_1631,8964
t_1632,9132
t_1633,9258
t_1634,9298
t_1635,9388
t_1636,9400
t_1637,9406
t_1638,9334
t_1639,9192
t_1640,8830
t_1641,8388
t_1642,7696
t_1643,7518
t_1644,7810
t_1645,7932
t_1646,7804
t_1647,7540
t_1648,7698
t_1649,7758
t_1650,7936
t_1651,8146
t_1652,8548
t_1653,8746
t_1654,8854
t_1655,8826
t_1656,8922
t_1657,9216
t_1658,9192
t_1659,9312
t_1660,9360
t_1661,9388
t_1662,9352
t_1663,9304
t_1664,9096
t_1665,8826
t_1666,8388
t_1667,8142
t_1668,8008
t_1669,8244
t_1670,8032
t_1671,7794
t_1672,7806
t_1673,7930
t_1674,8026
t_1675,8310
t_1676,8652
t_1677,8872
t_1678,9010
t_1679,9150
t_1680,9264
t_1681,9450
t_1682,9448
t_1683,9448
t_1684,9436
t_1685,9378
t_1686,9160
t_1687,8340
t_1688,7692
t_1689,7930
t_1690,8238
t_1691,8304
t_1692,8308
t_1693,7978
t_1694,8082
t_1695,8274
t_1696,8272
t_1697,7908
t_1698,7164
t_1699,7348
t_1700,8016
t_1701,8610
t_1702,8928
t_1703,8964
t_1704,9132
t_1705,9450
t_1706,9448
t_1707,9448
t_1708,9436
t_1709,9378
t_1710,9160
t_1711,8340
t_1712,7692
t_1713,7930
t_1714,8238
t_1715,8304
t_1716,8308
t_1717,7978
t_1718,8082
t_1719,8274
t_1720,8272
t_1721,7908
t_1722,7164
t_1723,7348
t_1724,8016
t_1725,8610
t_1726,8928
t_1727,8964
t_1728,9132
t_1729,9450
t_1730,9448
t_1731,9448
t_1732,9436
t_1733,9378
t_1734,9160
t_1735,8340
t_1736,7692
t_1737,7930
t_1738,8238
t_1739,8304
t_1740,8308
t_1741,7978
t_1742,8082
t_1743,8274
t_1744,8272
t_1745,7908
t_1746,7164
t_1747,7348
t_1748,8016
t_1749,8610
t_1750,8928
t_1751,8964
t_1752,9132
t_1753,9450
t_1754,9448
t_1755,9448
t_1756,9436
t_1757,9378
t_1758,9160
t_1759,8340
t_1760,7692
t_1761,7930
t_1762,8238
t_1763,8304
t_1764,8308
t_1765,7978
t_1766,8082
t_1767,8274
t_1768,8272
t_1769,7908
t_1770,7164
t_1771,7348
t_1772,8016
t_1773,8610
t_1774,8928
t_1775,8964
t_1776,9132
t_1777,9450
t_1778,9448
t_1779,9448
t_1780,9436
t_1781,9378
t_1782,9160
t_1783,8340
t_1784,7692
t_1785,7930
t_1786,8238
t_1787,8304
t_1788,8308
t_1789,7978
t_1790,8082
t_1791,8274
t_1792,8272
t_1793,7908
t_1794,7164
t_1795,7348
t_1796,8016
t_1797,8610
t_1798,8928
t_1799,8964
t_1800,9132
t_1801,9258
t_1802,9298
t_1803,9388
t_1804,9400
t_1805,9406
t_1806,9334
t_1807,9192
t_1808,8830
t_1809,8388
t_1810,7696
t_1811,7518
t_1812,7810
t_1813,7932
t_1814,7804
t_1815,7540
t_1816,7698
t_1817,7758
t_1818,7936
t_1819,8146
t_1820,8548
t_1821,8746
t_1822,8854
t_1823,8826
t_1824,8922
t_1825,9216
t_1826,9192
t_1827,9312
t_1828,9360
t_1829,9388
t_1830,9352
t_1831,9304
t_1832,9096
t_1833,8826
t_1834,8388
t_1835,8142
t_1836,8008
t_1837,8244
t_1838,8032
t_1839,7794
t_1840,7806
t_1841,7930
t_1842,8026
t_1843,8310
t_1844,8652
t_1845,8872
t_1846,9010
t_1847,9150
t_1848,9264
t_1849,9450
t_1850,9448
t_1851,9448
t_1852,9436
t_1853,9378
t_1854,9160
t_1855,8340
t_1856,7692
t_1857,7930
t_1858,8238
t_1859,8304
t_1860,8308
t_1861,7978
t_1862,8082
t_1863,8274
t_1864,8272
t_1865,7908
t_1866,7164
t_1867,7348
t_1868,8016
t_1869,8610
t_1870,8928
t_1871,8964
t_1872,9132
t_1873,9450
t_1874,9448
t_1875,9448
t_1876,9436
t_1877,9378
t_1878,9160
t_1879,8340
t_1880,7692
t_1881,7930
t_1882,8238
t_1883,8304
t_1884,8308
t_1885,7978
t_1886,8082
t_1887,8274
t_1888,8272
t_1889,7908
t_1890,7164
t_1891,7348
t_1892,8016
t_1893,8610
t_1894,8928
t_1895,8964
t_1896,9132
t_1897,9450
t_1898,9448
t_1899,9448
t_1900,9436
t_1901,9378
t_1902,9160
t_1903,8340
t_1904,7692
t_1905,7930
t_1906,8238
t_1907,8304
t_1908,8308
t_1909,7978
t_1910,8082
t_1911,8274
t_1912,8272
t_1913,7908
t_1914,7164
t_1915,7348
t_1916,8016
t_1917,8610
t_1918,8928
t_1919,8964
t_1920,9132
t_1921,9450
t_1922,9448
t_1923,9448
t_1924,9436
t_1925,9378
t_1926,9160
t_1927,8340
t_1928,7692
t_1929,7930
t_1930,8238
t_1931,8304
t_1932,8308
t_1933,7978
t_1934,8082
t_1935,8274
t_1936,8272
t_1937,7908
t_1938,7164
t_1939,7348
t_1940,8016
t_1941,8610
t_1942,8928
t_1943,8964
t_1944,9132
t_1945,9450
t_1946,9448
t_1947,9448
t_1948,9436
t_1949,9378
t_1950,9160
t_1951,8340
t_1952,7692
t_1953,7930
t_1954,8238
t_1955,8304
t_1956,8308
t_1957,7978
t_1958,8082
t_1959,8274
t_1960,8272
t_1961,7908
t_1962,7164
t_1963,7348
t_1964,8016
t_1965,8610
t_1966,8928
t_1967,8964
t_1968,9132
t_1969,9258
t_1970,9298
t_1971,9388
t_1972,9400
t_1973,9406
t_1974,9334
t_1975,9192
t_1976,8830
t_1977,8388
t_1978,7696
t_1979,7518
t_1980,7810
t_1981,7932
t_1982,7804
t_1983,7540
t_1984,7698
t_1985,7758
t_1986,7936
t_1987,8146
t_1988,8548
t_1989,8746
t_1990,8854
t_1991,8826
t_1992,8922
t_1993,9216
t_1994,9192
t_1995,9312
t_1996,9360
t_1997,9388
t_1998,9352
t_1999,9304
t_2000,9096
t_2001,8826
t_2002,8388
t_2003,8142
t_2004,8008
t_2005,8244
t_2006,8032
t_2007,7794
t_2008,7806
t_2009,7930
t_2010,8026
t_2011,8310
t_2012,8652
t_2013,8872
t_2014,9010
t_2015,9150
t_2016,9264
t_2017,9450
t_2018,9448
t_2019,9448
t_2020,9436
t_2021,9378
t_2022,9160
t_2023,8340
t_2024,7692
t_2025,7930
t_2026,8238
t_2027,8304
t_2028,8308
t_2029,7978
t_2030,8082
t_2031,8274
t_2032,8272
t_2033,7908
t_2034,7164
t_2035,7348
t_2036,8016
t_2037,8610
t_2038,8928
t_2039,8964
t_2040,9132
t_2041,9450
t_2042,9448
t_2043,9448
t_2044,9436
t_2045,9378
t_2046,9160
t_2047,8340
t_2048,7692
t_2049,7930
t_2050,8238
t_2051,8304
t_2052,8308
t_2053,7978
t_2054,8082
t_2055,8274
t_2056,8272
t_2057,7908
t_2058,7164
t_2059,7348
t_2060,8016
t_2061,8610
t_2062,8928
t_2063,8964
t_2064,9132
t_2065,9450
t_2066,9448
t_2067,9448
t_2068,9436
t_2069,9378
t_2070,9160
t_2071,8340
t_2072,7692
t_2073,7930
t_2074,8238
t_2075,8304
t_2076,8308
t_2077,7978
t_2078,8082
t_2079,8274
t_2080,8272
t_2081,7908
t_2082,7164
t_2083,7348
t_2084,8016
t_2085,8610
t_2086,8928
t_2087,8964
t_2088,9132
t_2089,9450
t_2090,9448
t_2091,9448
t_2092,9436
t_2093,9378
t_2094,9160
t_2095,8340
t_2096,7692
t_2097,7930
t_2098,8238
t_2099,8304
t_2100,8308
t_2101,7978
t_2102,8082
t_2103,8274
t_2104,8272
t_2105,7908
t_2106,7164
t_2107,7348
t_2108,8016
t_2109,8610
t_2110,8928
t_2111,8964
t_2112,9132
t_2113,9450
t_2114,9448
t_2115,9448
t_2116,9436
t_2117,9378
t_2118,9160
t_2119,8340
t_2120,7692
t_2121,7930
t_2122,8238
t_2123,8304
t_2124,8308
t_2125,7978
t_2126,8082
t_2127,8274
t_2128,8272
t_2129,7908
t_2130,7164
t_2131,7348
t_2132,8016
t_2133,8610
t_2134,8928
t_2135,8964
t_2136,9132
t_2137,9258
t_2138,9298
t_2139,9388
t_2140,9400
t_2141,9406
t_2142,9334
t_2143,9192
t_2144,8830
t_2145,8388
t_2146,7696
t_2147,7518
t_2148,7810
t_2149,7932
t_2150,7804
t_2151,7540
t_2152,7698
t_2153,7758
t_2154,7936
t_2155,8146
t_2156,8548
t_2157,8746
t_2158,8854
t_2159,8826
t_2160,8922
t_2161,9216
t_2162,9192
t_2163,9312
t_2164,9360
t_2165,9388
t_2166,9352
t_2167,9304
t_2168,9096
t_2169,8826
t_2170,8388
t_2171,8142
t_2172,8008
t_2173,8244
t_2174,8032
t_2175,7794
t_2176,7806
t_2177,7930
t_2178,8026
t_2179,8310
t_2180,8652
t_2181,8872
t_2182,9010
t_2183,9150
t_2184,9264
t_2185,9450
t_2186,9448
t_2187,9448
t_2188,9436
t_2189,9378
t_2190,9160
t_2191,8340
t_2192,7692
t_2193,7930
t_2194,8238
t_2195,8304
t_2196,8308
t_2197,7978
t_2198,8082
t_2199,8274
t_2200,8272
t_2201,7908
t_2202,7164
t_2203,7348
t_2204,8016
t_2205,8610
t_2206,8928
t_2207,8964
t_2208,9132
t_2209,9450
t_2210,9448
t_2211,9448
t_2212,9436
t_2213,9378
t_2214,9160
t_2215,8340
t_2216,7692
t_2217,7930
t_2218,8238
t_2219,8304
t_2220,8308
t_2221,7978
t_2222,8082
t_2223,8274
t_2224,8272
t_2225,7908
t_2226,7164
t_2227,7348
t_2228,8016
t_2229,8610
t_2230,8928
t_2231,8964
t_2232,9132
t_2233,9450
t_2234,9448
t_2235,9448
t_2236,9436
t_2237,9378
t_2238,9160
t_2239,8340
t_2240,7692
t_2241,7930
t_2242,8238
t_2243,8304
t_2244,8308
t_2245,7978
t_2246,8082
t_2247,8274
t_2248,8272
t_2249,7908
t_2250,7164
t_2251,7348
t_2252,8016
t_2253,8610
t_2254,8928
t_2255,8964
t_2256,9132
t_2257,9450
t_2258,9448
t_2259,9448
t_2260,9436
t_2261,9378
t_2262,9160
t_2263,8340
t_2264,7692
t_2265,7930
t_2266,8238
t_2267,8304
t_2268,8308
t_2269,7978
t_2270,8082
t_2271,8274
t_2272,8272
t_2273,7908
t_2274,7164
t_2275,7348
t_2276,8016
t_2277,8610
t_2278,8928
t_2279,8964
t_2280,9132
t_2281,9450
t_2282,9448
t_2283,9448
t_2284,9436
t_2285,9378
t_2286,9160
t_2287,8340
t_2288,7692
t_2289,7930
t_2290,8238
t_2291,8304
t_2292,8308
t_2293,7978
t_2294,8082
t_2295,8274
t_2296,8272
t_2297,7908
t_2298,7164
t_2299,7348
t_2300,8016
t_2301,8610
t_2302,8928
t_2303,8964
t_2304,9132
t_2305,9258
t_2306,9298
t_2307,9388
t_2308,9400
t_2309,9406
t_2310,9334
t_2311,9192
t_2312,8830
t_2313,8388
t_2314,7696
t_2315,7518
t_2316,7810
t_2317,7932
t_2318,7804
t_2319,7540
t_2320,7698
t_2321,7758
t_2322,7936
t_2323,8146
t_2324,8548
t_2325,8746
t_2326,8854
t_2327,8826
t_2328,8922
t_2329,9216
t_2330,9192
t_2331,9312
t_2332,9360
t_2333,9388
t_2334,9352
t_2335,9304
t_2336,9096
t_2337,8826
t_2338,8388
t_2339,8142
t_2340,8008
t_2341,8244
t_2342,8032
t_2343,7794
t_2344,7806
t_2345,7930
t_2346,8026
t_2347,8310
t_2348,8652
t_2349,8872
t_2350,9010
t_2351,9150
t_2352,9264
t_2353,9450
t_2354,9448
t_2355,9448
t_2356,9436
t_2357,9378
t_2358,9160
t_2359,8340
t_2360,7692
t_2361,7930
t_2362,8238
t_2363,8304
t_2364,8308
t_2365,7978
t_2366,8082
t_2367,8274
t_2368,8272
t_2369,7908
t_2370,7164
t_2371,7348
t_2372,8016
t_2373,8610
t_2374,8928
t_2375,8964
t_2376,9132
t_2377,9450
t_2378,9448
t_2379,9448
t_2380,9436
t_2381,9378
t_2382,9160
t_2383,8340
t_2384,7692
t_2385,7930
t_2386,8238
t_2387,8304
t_2388,8308
t_2389,7978
t_2390,8082
t_2391,8274
t_2392,8272
t_2393,7908
t_2394,7164
t_2395,7348
t_2396,8016
t_2397,8610
t_2398,8928
t_2399,8964
t_2400,9132
t_2401,9450
t_2402,9448
t_2403,9448
t_2404,9436
t_2405,9378
t_2406,9160
t_2407,8340
t_2408,7692
t_2409,7930
t_2410,8238
t_2411,8304
t_2412,8308
t_2413,7978
t_2414,8082
t_2415,8274
t_2416,8272
t_2417,7908
t_2418,7164
t_2419,7348
t_2420,8016
t_2421,8610
t_2422,8928
t_2423,8964
t_2424,9132
t_2425,9450
t_2426,9448
t_2427,9448
t_2428,9436
t_2429,9378
t_2430,9160
t_2431,8340
t_2432,7692
t_2433,7930
t_2434,8238
t_2435,8304
t_2436,8308
t_2437,7978
t_2438,8082
t_2439,8274
t_2440,8272
t_2441,7908
t_2442,7164
t_2443,7348
t_2444,8016
t_2445,8610
t_2446,8928
t_2447,8964
t_2448,9132
t_2449,9450
t_2450,9448
t_2451,9448
t_2452,9436
t_2453,9378
t_2454,9160
t_2455,8340
t_2456,7692
t_2457,7930
t_2458,8238
t_2459,8304
t_2460,8308
t_2461,7978
t_2462,8082
t_2463,8274
t_2464,8272
t_2465,7908
t_2466,7164
t_2467,7348
t_2468,8016
t_2469,8610
t_2470,8928
t_2471,8964
t_2472,9132
t_2473,9258
t_2474,9298
t_2475,9388
t_2476,9400
t_2477,9406
t_2478,9334
t_2479,9192
t_2480,8830
t_2481,8388
t_2482,7696
t_2483,7518
t_2484,7810
t_2485,7932
t_2486,7804
t_2487,7540
t_2488,7698
t_2489,7758
t_2490,7936
t_2491,8146
t_2492,8548
t_2493,8746
t_2494,8854
t_2495,8826
t_2496,8922
t_2497,9216
t_2498,9192
t_2499,9312
t_2500,9360
t_2501,9388
t_2502,9352
t_2503,9304
t_2504,9096
t_2505,8826
t_2506,8388
t_2507,8142
t_2508,8008
t_2509,8244
t_2510,8032
t_2511,7794
t_2512,7806
t_2513,7930
t_2514,8026
t_2515,8310
t_2516,8652
t_2517,8872
t_2518,9010
t_2519,9150
t_2520,9264
t_2521,9450
t_2522,9448
t_2523,9448
t_2524,9436
t_2525,9378
t_2526,9160
t_2527,8340
t_2528,7692
t_2529,7930
t_2530,8238
t_2531,8304
t_2532,8308
t_2533,7978
t_2534,8082
t_2535,8274
t_2536,8272
t_2537,7908
t_2538,7164
t_2539,7348
t_2540,8016
t_2541,8610
t_2542,8928
t_2543,8964
t_2544,9132
t_2545,9450
t_2546,9448
t_2547,9448
t_2548,9436
t_2549,9378
t_2550,9160
t_2551,8340
t_2552,7692
t_2553,7930
t_2554,8238
t_2555,8304
t_2556,8308
t_2557,7978
t_2558,8082
t_2559,8274
t_2560,8272
t_2561,7908
t_2562,7164
t_2563,7348
t_2564,8016
t_2565,8610
t_2566,8928
t_2567,8964
t_2568,9132
t_2569,9450
t_2570,9448
t_2571,9448
t_2572,9436
t_2573,9378
t_2574,9160
t_2575,8340
t_2576,7692
t_2577,7930
t_2578,8238
t_2579,8304
t_2580,8308
t_2581,7978
t_2582,8082
t_2583,8274
t_2584,8272
t_2585,7908
t_2586,7164
t_2587,7348
t_2588,8016
t_2589,8610
t_2590,8928
t_2591,8964
t_2592,9132
t_2593,9450
t_2594,9448
t_2595,9448
t_2596,9436
t_2597,9378
t_2598,9160
t_2599,8340
t_2600,7692
t_2601,7930
t_2602,8238
t_2603,8304
t_2604,8308
t_2605,7978
t_2606,8082
t_2607,8274
t_2608,8272
t_2609,7908
t_2610,7164
t_2611,7348
t_2612,8016
t_2613,8610
t_2614,8928
t_2615,8964
t_2616,9132
t_2617,9450
t_2618,9448
t_2619,9448
t_2620,9436
t_2621,9378
t_2622,9160
t_2623,8340
t_2624,7692
t_2625,7930
t_2626,8238
t_2627,8304
t_2628,8308
t_2629,7978
t_2630,8082
t_2631,8274
t_2632,8272
t_2633,7908
t_2634,7164
t_2635,7348
t_2636,8016
t_2637,8610
t_2638,8928
t_2639,8964
t_2640,9132
t_2641,9258
t_2642,9298
t_2643,9388
t_2644,9400
t_2645,9406
t_2646,9334
t_2647,9192
t_2648,8830
t_2649,8388
t_2650,7696
t_2651,7518
t_2652,7810
t_2653,7932
t_2654,7804
t_2655,7540
t_2656,7698
t_2657,7758
t_2658,7936
t_2659,8146
t_2660,8548
t_2661,8746
t_2662,8854
t_2663,8826
t_2664,8922
t_2665,9216
t_2666,9192
t_2667,9312
t_2668,9360
t_2669,9388
t_2670,9352
t_2671,9304
t_2672,9096
t_2673,8826
t_2674,8388
t_2675,8142
t_2676,8008
t_2677,8244
t_2678,8032
t_2679,7794
t_2680,7806
t_2681,7930
t_2682,8026
t_2683,8310
t_2684,8652
t_2685,8872
t_2686,9010
t_2687,9150
t_2688,9264
t_2689,9450
t_2690,9448
t_2691,9448
t_2692,9436
t_2693,9378
t_2694,9160
t_2695,8340
t_2696,7692
t_2697,7930
t_2698,8238
t_2699,8304
t_2700,8308
t_2701,7978
t_2702,8082
t_2703,8274
t_2704,8272
t_2705,7908
t_2706,7164
t_2707,7348
t_2708,8016
t_2709,8610
t_2710,8928
t_2711,8964
t_2712,9132
t_2713,9450
t_2714,9448
t_2715,9448
t_2716,9436
t_2717,9378
t_2718,9160
t_2719,8340
t_2720,7692
t_2721,7930
t_2722,8238
t_2723,8304
t_2724,8308
t_2725,7978
t_2726,8082
t_2727,8274
t_2728,8272
t_2729,7908
t_2730,7164
t_2731,7348
t_2732,8016
t_2733,8610
t_2734,8928
t_2735,8964
t_2736,9132
t_2737,9450
t_2738,9448
t_2739,9448
t_2740,9436
t_2741,9378
t_2742,9160
t_2743,8340
t_2744,7692
t_2745,7930
t_2746,8238
t_2747,8304
t_2748,8308
t_2749,7978
t_2750,8082
t_2751,8274
t_2752,8272
t_2753,7908
t_2754,7164
t_2755,7348
t_2756,8016
t_2757,8610
t_2758,8928
t_2759,8964
t_2760,9132
t_2761,9450
t_2762,9448
t_2763,9448
t_2764,9436
t_2765,9378
t_2766,9160
t_2767,8340
t_2768,7692
t_2769,7930
t_2770,8238
t_2771,8304
t_2772,8308
t_2773,7978
t_2774,8082
t_2775,8274
t_2776,8272
t_2777,7908
t_2778,7164
t_2779,7348
t_2780,8016
t_2781,8610
t_2782,8928
t_2783,8964
t_2784,9132
t_2785,9450
t_2786,9448
t_2787,9448
t_2788,9436
t_2789,9378
t_2790,9160
t_2791,8340
t_2792,7692
t_2793,7930
t_2794,8238
t_2795,8304
t_2796,8308
t_2797,7978
t_2798,8082
t_2799,8274
t_2800,8272
t_2801,7908
t_2802,7164
t_2803,7348
t_2804,8016
t_2805,8610
t_2806,8928
t_2807,8964
t_2808,9132
t_2809,9258
t_2810,9298
t_2811,9388
t_2812,9400
t_2813,9406
t_2814,9334
t_2815,9192
t_2816,8830
t_2817,8388
t_2818,7696
t_2819,7518
t_2820,7810
t_2821,7932
t_2822,7804
t_2823,7540
t_2824,7698
t_2825,7758
t_2826,7936
t_2827,8146
t_2828,8548
t_2829,8746
t_2830,8854
t_2831,8826
t_2832,8922
t_2833,9216
t_2834,9192
t_2835,9312
t_2836,9360
t_2837,9388
t_2838,9352
t_2839,9304
t_2840,9096
t_2841,8826
t_2842,8388
t_2843,8142
t_2844,8008
t_2845,8244
t_2846,8032
t_2847,7794
t_2848,7806
t_2849,7930
t_2850,8026
t_2851,8310
t_2852,8652
t_2853,8872
t_2854,9010
t_2855,9150
t_2856,9264
t_2857,9450
t_2858,9448
t_2859,9448
t_2860,9436
t_2861,9378
t_2862,9160
t_2863,8340
t_2864,7692
t_2865,7930
t_2866,8238
t_2867,8304
t_2868,8308
t_2869,7978
t_2870,8082
t_2871,8274
t_2872,8272
t_2873,7908
t_2874,7164
t_2875,7348
t_2876,8016
t_2877,8610
t_2878,8928
t_2879,8964
t_2880,9132
t_2881,9450
t_2882,9448
t_2883,9448
t_2884,9436
t_2885,9378
t_2886,9160
t_2887,8340
t_2888,7692
t_2889,7930
t_2890,8238
t_2891,8304
t_2892,8308
t_2893,7978
t_2894,8082
t_2895,8274
t_2896,8272
t_2897,7908
t_2898,7164
t_2899,7348
t_2900,8016
t_2901,8610
t_2902,8928
t_2903,8964
t_2904,9132
t_2905,9450
t_2906,9448
t_2907,9448
t_2908,9436
t_2909,9378
t_2910,9160
t_2911,8340
t_2912,7692
t_2913,7930
t_2914,8238
t_2915,8304
t_2916,8308
t_2917,7978
t_2918,8082
t_2919,8274
t_2920,8272
t_2921,7908
t_2922,7164
t_2923,7348
t_2924,8016
t_2925,8610
t_2926,8928
t_2927,8964
t_2928,9132
t_2929,9450
t_2930,9448
t_2931,9448
t_2932,9436
t_2933,9378
t_2934,9160
t_2935,8340
t_2936,7692
t_2937,7930
t_2938,8238
t_2939,8304
t_2940,8308
t_2941,7978
t_2942,8082
t_2943,8274
t_2944,8272
t_2945,7908
t_2946,7164
t_2947,7348
t_2948,8016
t_2949,8610
t_2950,8928
t_2951,8964
t_2952,9132
t_2953,9450
t_2954,9448
t_2955,9448
t_2956,9436
t_2957,9378
t_2958,9160
t_2959,8340
t_2960,7692
t_2961,7930
t_2962,8238
t_2963,8304
t_2964,8308
t_2965,7978
t_2966,8082
t_2967,8274
t_2968,8272
t_2969,7908
t_2970,7164
t_2971,7348
t_2972,8016
t_2973,8610
t_2974,8928
t_2975,8964
t_2976,9132
t_2977,9258
t_2978,9298
t_2979,9388
t_2980,9400
t_2981,9406
t_2982,9334
t_2983,9192
t_2984,8830
t_2985,8388
t_2986,7696
t_2987,7518
t_2988,7810
t_2989,7932
t_2990,7804
t_2991,7540
t_2992,7698
t_2993,7758
t_2994,7936
t_2995,8146
t_2996,8548
t_2997,8746
t_2998,8854
t_2999,8826
t_3000,8922
t_3001,9216
t_3002,9192
t_3003,9312
t_3004,9360
t_3005,9388
t_3006,9352
t_3007,9304
t_3008,9096
t_3009,8826
t_3010,8388
t_3011,8142
t_3012,8008
t_3013,8244
t_3014,8032
t_3015,7794
t_3016,7806
t_3017,7930
t_3018,8026
t_3019,8310
t_3020,8652
t_3021,8872
t_3022,9010
t_3023,9150
t_3024,9264
t_3025,9450
t_3026,9448
t_3027,9448
t_3028,9436
t_3029,9378
t_3030,9160
t_3031,8340
t_3032,7692
t_3033,7930
t_3034,8238
t_3035,8304
t_3036,8308
t_3037,7978
t_3038,8082
t_3039,8274
t_3040,8272
t_3041,7908
t_3042,7164
t_3043,7348
t_3044,8016
t_3045,8610
t_3046,8928
t_3047,8964
t_3048,9132
t_3049,9450
t_3050,9448
t_3051,9448
t_3052,9436
t_3053,9378
t_3054,9160
t_3055,8340
t_3056,7692
t_3057,7930
t_3058,8238
t_3059,8304
t_3060,8308
t_3061,7978
t_3062,8082
t_3063,8274
t_3064,8272
t_3065,7908
t_3066,7164
t_3067,7348
t_3068,8016
t_3069,8610
t_3070,8928
t_3071,8964
t_3072,9132
t_3073,9450
t_3074,9448
t_3075,9448
t_3076,9436
t_3077,9378
t_3078,9160
t_3079,8340
t_3080,7692
t_3081,7930
t_3082,8238
t_3083,8304
t_3084,8308
t_3085,7978
t_3086,8082
t_3087,8274
t_3088,8272
t_3089,7908
t_3090,7164
t_3091,7348
t_3092,8016
t_3093,8610
t_3094,8928
t_3095,8964
t_3096,9132
t_3097,9450
t_3098,9448
t_3099,9448
t_3100,9436
t_3101,9378
t_3102,9160
t_3103,8340
t_3104,7692
t_3105,7930
t_3106,8238
t_3107,8304
t_3108,8308
t_3109,7978
t_3110,8082
t_3111,8274
t_3112,8272
t_3113,7908
t_3114,7164
t_3115,7348
t_3116,8016
t_3117,8610
t_3118,8928
t_3119,8964
t_3120,9132
t_3121,9450
t_3122,9448
t_3123,9448
t_3124,9436
t_3125,9378
t_3126,9160
t_3127,8340
t_3128,7692
t_3129,7930
t_3130,8238
t_3131,8304
t_3132,8308
t_3133,7978
t_3134,8082
t_3135,8274
t_3136,8272
t_3137,7908
t_3138,7164
t_3139,7348
t_3140,8016
t_3141,8610
t_3142,8928
t_3143,8964
t_3144,9132
t_3145,9258
t_3146,9298
t_3147,9388
t_3148,9400
t_3149,9406
t_3150,9334
t_3151,9192
t_3152,8830
t_3153,8388
t_3154,7696
t_3155,7518
t_3156,7810
t_3157,7932
t_3158,7804
